,n113,n114,n115,n116,n117,n118,n119,n121,markers
A2AQR0,0.0591186011079095,0.07375235701713312,0.008007255320205948,0.280462192229538,1.0,0.6583620936756949,0.11635280892291837,0.0,unknown
A2ARV4,0.5179955077396714,1.0,0.0619965608280685,0.5123659161229468,0.13575456280929277,0.13661922238825042,0.0,0.055093949589186945,unknown
P09055,1.0,0.8848418844420387,0.20922452352957696,0.7255663782253694,0.3756946518542239,0.25240864732883916,0.06403871477528772,0.0,Plasma membrane
P16858,0.07019114269940555,0.06565169032248193,0.0,0.05779666129196124,0.024974619438292794,0.03854141383337958,0.032758810097413486,1.0,unknown
P20152,0.40212704014664713,0.2870390889417759,0.0,0.32496528255445295,0.3557526764856184,1.0,0.5593816919559557,0.6254761731424379,unknown
P25206,0.10326783603587297,0.07787651266418627,0.0,0.1212624056683844,0.13409904151812727,0.48875086852613336,0.2893633729560323,1.0,unknown
P26231,1.0,0.6807437612573982,0.04987336457744297,0.5908818359261885,0.3499818389682128,0.14595430160411574,0.005961271365281524,0.0,Plasma membrane
P26443,0.046079116380660756,0.05166907212860093,0.012376309509394067,0.2477240115485159,1.0,0.6566742164573506,0.1399969636649743,0.0,Mitochondrion
P62908,0.1175527802557176,0.12404069237660695,0.0,0.2892869092315503,0.3080182666426831,0.31532349365535467,1.0,0.36954024773852534,40S Ribosome
Q01853,0.07142855198370371,0.10319717640465464,0.008532731271686233,0.14547662974091508,0.07228144226357006,0.04787765292113289,0.0,1.0,unknown
Q02053,0.048495372219157444,0.06637745840832705,0.0,0.05293905090532742,0.026860217526592185,0.029399962110701828,0.011174349654064471,1.0,Cytosol
Q61316,0.031264042322221505,0.044466111987653587,0.0,0.0469623973921331,0.021848187584002293,0.01609446805309285,0.0034016497554699215,1.0,Cytosol
Q61656,0.23359770385463507,0.314625540268078,0.0,0.6209544896267288,0.5247029672901017,0.8025936821475996,0.9796396147818404,1.0,Nucleus - Nucleolus
Q61739,1.0,0.7546329751188124,0.1014502824156892,0.5380837617425034,0.3196254603628104,0.2568779126355134,0.05051433716968141,0.0,Plasma membrane
Q62351,0.5695811342977087,1.0,0.4022784325228677,0.9557414079860272,0.40417701353361946,0.1968050034499722,0.053027876177449966,0.0,unknown
Q64737,0.09661600529842983,0.101875211014476,0.0,0.05045038303723156,0.020685271471672158,0.03576001288434699,0.019662850140149655,1.0,unknown
Q68FD5,0.6694603110322135,0.4590143526573391,0.0,0.8386792536671225,0.645805080767338,0.2760376103685116,0.09712770932107294,1.0,unknown
Q6ZWN5,0.46425045108596746,0.44644732684054395,0.0,0.7240594698465495,0.7027450510310889,0.665108790071842,1.0,0.9513795832767667,40S Ribosome
Q78PY7,0.39674185998026956,0.3795638457448747,0.027524336838147315,0.9399256763144812,1.0,0.8764096696602721,0.9190147091085836,0.0,unknown
Q80X90,0.9610936885348783,0.8794108402398908,0.0,0.8734953865129415,0.59206479597705,0.7431638945881134,0.220387080304687,1.0,unknown
Q8BMK4,0.24336967673540444,0.3321555955848519,0.10134111400726173,0.92175574329262,1.0,0.748535257417353,0.12860757542175305,0.0,Endoplasmic reticulum
Q8BMS1,0.042275829658382114,0.0673767144143312,0.0,0.23918022118918314,1.0,0.6199360061055538,0.149778553737634,0.0024127185064484313,Mitochondrion
Q8K3F7,0.04721047224553894,0.04077518956898117,0.018507672752551874,0.2169225279215638,1.0,0.6015032922778913,0.14560782137827505,0.0,Mitochondrion
Q8VDN2,1.0,0.6244552143931877,0.12209770443279715,0.5123268437139769,0.35287900762312263,0.2776623360139755,0.06242294296173383,0.0,Plasma membrane
Q99KI0,0.023893865520903616,0.035386302561288725,0.0,0.21906511069857626,1.0,0.5720075173694054,0.15309129738624425,0.0034324625548030575,Mitochondrion
Q9QXZ0,0.5903572341680564,0.41501718485440325,0.0,0.6362188143716094,0.7019038420634063,1.0,0.42295838126018526,0.6061153917256695,unknown
P02468,0.34249627498621965,0.3960109503801189,0.20518926455954434,0.9904465401684585,1.0,0.636024611158012,0.282084457141927,0.0,unknown
P10852,1.0,0.7713272465992083,0.09275355870557712,0.5931931576089748,0.36109879799062705,0.30242618270495814,0.04099371791679337,0.0,Plasma membrane
P14148,0.33070537658290755,0.3542492067679293,0.0,0.6637509045658893,0.6143015679824114,0.6092846867270919,1.0,0.4579741331878427,60S Ribosome
P35486,0.045747617764455115,0.059920201104920495,0.0,0.2379340232667143,1.0,0.6308838533801358,0.1471201379417148,0.011726399186198012,Mitochondrion
P42932,0.17428759555507867,0.17241186861513472,0.0,0.14253665245028596,0.09903426514422005,0.1218308799855795,0.2850533310839575,1.0,unknown
P47911,0.21837332837736875,0.26496937919143104,0.0,0.6694815102734242,0.652691151636763,0.7732071744366089,1.0,0.44804851178604,60S Ribosome
P63017,0.037763472030506555,0.044801749113160726,0.0,0.06220201986645145,0.03387311919247924,0.05091476693278545,0.021229069859104343,1.0,Cytosol
P80316,0.12193188552706148,0.11324474683108011,0.0,0.12888535741450124,0.09343465903860422,0.21194464593131965,0.36936539918749084,1.0,unknown
P98203,1.0,0.48008493371424,0.00947390588336561,0.2824957111712443,0.1442254972744427,0.10288869607948156,0.0,0.1840505943318892,unknown
Q03145,0.8187858626745933,1.0,0.16407892556439407,0.890047220384676,0.40004946337174363,0.2204872137029243,0.026650454685748642,0.0,Plasma membrane
Q8VEK3,0.21174714396393668,0.25192115126827946,0.0,0.4247733511469462,0.35074033693352574,0.82613645242651,0.7235069028833202,1.0,unknown
Q91YQ5,0.19188462645296903,0.3094277448346368,0.07725297740815248,1.0,0.8544594311016795,0.7797788184613156,0.13318014150415827,0.0,Endoplasmic reticulum
Q91ZX7,0.3850243557030811,0.9404344497670499,0.31677044661925974,1.0,0.30847362959681046,0.1796262023849682,0.00813620422698712,0.0,unknown
Q9JKR6,0.40730911854645113,0.5716112505307779,0.0,1.0,0.9593669250724776,0.6808575911013011,0.09844215459124583,0.3935559472481243,Endoplasmic reticulum
O70133,0.12441221281706298,0.13571015607455003,0.0,0.20896014823336798,0.2672781320791923,0.48117110796062285,0.973607166355062,1.0,unknown
P09405,0.030323396612466937,0.04155934956665326,0.0,0.06529993031127101,0.06617766103727518,0.10998861424063039,0.04592537914078827,1.0,unknown
P12970,0.3829514303601469,0.4483139145856379,0.0,0.8562926410823601,0.7524420174069497,0.6951038208050111,0.9014813495942174,1.0,60S Ribosome
P14206,0.2602955759735795,0.21136132894616838,0.0,0.35559818281463956,0.33579016709626086,0.3565532951698533,1.0,0.6511039494598495,40S Ribosome
P14733,0.030591835137950937,0.045986161470384035,0.0051522895365453455,0.07184692744834556,0.11869153532773646,1.0,0.3183660386375736,0.0,unknown
P17182,0.07329569778614993,0.07213576630316886,0.0,0.032001144454223,0.009543360540701734,0.02561445969600839,0.022497918188212025,1.0,Cytosol
P23116,0.04995690889058213,0.08748064736197818,0.0,0.1739246096334745,0.17583518662526662,0.21604200117802164,0.11813990622966498,1.0,unknown
P37040,0.6019422825501063,0.6541007424302564,0.18546971918048896,1.0,0.6523837990052034,0.5509169152239031,0.1876704941810077,0.0,Endoplasmic reticulum
P51660,0.21172845734429846,0.21766354597767523,0.028804653275400376,0.35273609353520174,0.5601953833972001,1.0,0.6977022652391904,0.0,unknown
P54071,0.011415267359170433,0.01944616812859072,0.0,0.21753661649476969,1.0,0.6058896491840661,0.19358414176459565,0.04386218607645525,Mitochondrion
P54276,0.02601644673598382,0.03791771181541941,0.0,0.07393453835691434,0.10117795320479278,1.0,0.2435698003650819,0.5097488422615047,unknown
P62702,0.22340869584200646,0.20934836140771954,0.0,0.37616581023204976,0.39576766202267166,0.4196556076796252,1.0,0.6209931513476411,40S Ribosome
P97351,0.04208740706738119,0.031704474539905755,0.0,0.0596768048896661,0.09829773415860643,0.20387477060188441,1.0,0.43477916885069956,40S Ribosome
Q04447,0.040415595189688285,0.06612301271891084,0.0,0.0313328730091276,0.007027471693528519,0.00229916990203575,0.0008155262986261461,1.0,Cytosol
Q07113,0.24810720872104614,0.7879594993233777,0.4059862496117373,1.0,0.30894437499962957,0.08630013851336195,0.0,0.0007208843298676607,unknown
Q587J6,0.0834678312229627,0.08687418121191787,0.0,0.20283084872108695,0.3480568345614999,1.0,0.5509606136099932,0.08699109994176017,unknown
Q6P5E4,0.32931236663909796,0.5260106554250374,0.0,1.0,0.9969336584411403,0.9074170978792532,0.10566965184538918,0.10887255447441246,Endoplasmic reticulum
Q6ZQ08,0.06359861495860719,0.0822437721521046,0.0,0.12429606015111513,0.12514006572767764,0.1941532453281112,1.0,0.198894367031147,unknown
Q7TN89,1.0,0.5373668731289539,0.05104650752423892,0.3401521099588387,0.15765644458128555,0.0634626764219275,0.007272099735836208,0.0,Plasma membrane
Q8BFR5,0.038913712201736395,0.04839739619890662,0.02658020314662933,0.23159923383180353,1.0,0.5796599164496479,0.3032661625737159,0.0,Mitochondrion
Q8BH04,0.08167812444901205,0.11863150670589441,0.0,0.30479095973826237,1.0,0.6115543247927407,0.1444153245299769,0.03882946487743042,Mitochondrion
Q8BK67,0.049514673353150226,0.061101736978372206,0.0,0.14000975088896975,0.18218911797659135,1.0,0.5219733169982397,0.27147798478668417,Nucleus - Chromatin
Q8BMF4,0.08179649822971942,0.09078810492517268,0.01606364697142618,0.2665175415418599,1.0,0.62269179282722,0.13616784365424145,0.0,Mitochondrion
Q8CGK3,0.06196861382808315,0.06300631740575262,0.016149868400724347,0.2382986719954089,1.0,0.622696048745082,0.1518515196168784,0.0,Mitochondrion
Q925I1,0.07667085305388134,0.09996455964726601,0.057806197457548794,0.29075803583299265,1.0,0.6465455673521693,0.1143590608249998,0.0,Mitochondrion
Q99JY0,0.03698869755760501,0.0580318843767172,0.0,0.2539509059894371,1.0,0.7097273479449635,0.10390261897789732,0.006106856211980986,Mitochondrion
Q9CZ13,0.03302550844377305,0.038759694580452565,0.0,0.21738294602775798,1.0,0.6316080458769686,0.12689085500536723,0.002015245905098078,Mitochondrion
Q9R0P5,0.8060549562245479,0.827910157739032,0.13033847802968462,0.7907688523000611,0.29408072065477164,0.053647483189705504,0.0,1.0,unknown
Q9WTI7,0.8986268688950286,1.0,0.04723947232368493,0.6638284274096644,0.2557694307102509,0.19096027055146222,0.0,0.016655466232316913,Plasma membrane
Q9Z110,0.18690135122550924,0.13947750111271287,0.0,0.28054949422087444,1.0,0.5695422485550787,0.19447469235294812,0.08899484068843046,unknown
O88477,0.13562485339048885,0.07885947683290984,0.0,0.13794016203512685,0.16139251438096255,0.31885380259238266,1.0,0.28686423044927484,unknown
O88569,0.09602625648587237,0.07477743388979782,0.0,0.08475916454911181,0.0801738923139291,0.29638991158733047,1.0,0.2514024820030463,unknown
P05201,0.04959807807901391,0.06200305285830507,0.0,0.031681996619734566,0.01493123557389623,0.005193027220769761,0.0010471369765115833,1.0,Cytosol
P05202,0.12406629708304079,0.12371903752637192,0.0,0.27641059229609494,1.0,0.615541024199923,0.14815793237415376,0.0026744183370243048,Mitochondrion
P06151,0.0969232322817959,0.0953123812254631,0.02683292625170422,0.07405766504184466,0.02620582061667252,0.008688697004873746,0.0,1.0,Cytosol
P11499,0.12062193689917713,0.1165003075237332,0.010802970021385389,0.07552526600278175,0.0329948980694281,0.022321002981601255,0.0,1.0,Cytosol
P11688,1.0,0.6825738875824661,0.06965818925005847,0.4655691855714138,0.2068405832121455,0.10995700619219592,0.04262145443438232,0.0,Plasma membrane
P13864,0.0564565298339562,0.038862464086284645,0.0,0.0682565481050362,0.07517686346790402,1.0,0.229849324537782,0.08333579465149535,Nucleus - Chromatin
P14211,0.1384852677714828,0.28396133856651923,0.03581419913959499,1.0,0.8066493673862429,0.6159563439218521,0.06393754323594074,0.0,unknown
P20060,0.5572913406818399,0.7096657716212856,0.40595821185006453,1.0,0.40680532901347866,0.09153184480027517,0.03490947905794734,0.0,Lysosome
P26039,0.4174848154877845,0.49503954293889074,0.0,1.0,0.8050320477239418,0.9050631510611714,0.18486214034130258,0.2985891473465033,unknown
P29341,0.14679182517698075,0.139574231585794,0.0,0.241550034694706,0.29808192251084525,0.4218839147530327,1.0,0.3968493052559596,unknown
P29758,0.021896500991310394,0.039962787290154164,0.0,0.18659174145657997,1.0,0.6535208782447188,0.2298940187574515,0.015878913632663753,Mitochondrion
P46935,0.3068562267549411,0.31034850137430003,0.027998609035410793,0.19635732306114898,0.07642072016394552,0.041599285033408644,0.0,1.0,unknown
P47962,0.4082457254014612,0.638421372121402,0.0,1.0,0.8572305176086611,0.9484178021873841,0.9978949109601657,0.9065570128551944,60S Ribosome
P50580,0.13129946685849364,0.11295426796535789,0.0,0.1757378912653319,0.1729354324308625,0.2322208248949155,1.0,0.34721587060212195,unknown
P51150,0.28322065662064133,0.5662717026120941,0.12982096876157478,1.0,0.443169320062714,0.23010991159970323,0.0,0.3422427855201343,unknown
P62806,0.014713497321403384,0.015983433573756763,0.0,0.05565035827982171,0.08550809112153146,1.0,0.32106474029185483,0.038795224247285744,Nucleus - Chromatin
P67778,0.04122218496293658,0.055450396067349916,0.035167766848416375,0.24004783246702552,1.0,0.5830857280606594,0.21997515584734192,0.0,Mitochondrion
P84099,0.2391330733991658,0.3516399458872503,0.0,0.7415088980535657,0.7431677644858464,0.7317035097364022,1.0,0.5563627537478287,60S Ribosome
Q501J6,0.12669479427931193,0.13189448184281752,0.0,0.24480422447898462,0.2176390913941884,0.3547790776567094,1.0,0.6180883999582727,Nucleus - Nucleolus
Q61391,0.87696476504696,1.0,0.08176252350845548,0.4442119255160884,0.15195361219721462,0.05748035720898376,0.007323295697047268,0.0,Plasma membrane
Q7TMK9,0.23303253983146643,0.17542068451693799,0.0,0.21468504912924424,0.23971995466821644,0.45406930887089686,1.0,0.6763400382710026,unknown
Q8BH95,0.12400336066419232,0.13941248494127184,0.0,0.2704181193464802,1.0,0.5893556072728986,0.11978579786159477,0.016092707820331793,Mitochondrion
Q8BSY0,0.2719616978511938,0.4354508228664296,0.05538280741597538,1.0,0.805675369525016,0.8842674609805838,0.12498511947499301,0.0,unknown
Q8VDD5,0.004878225138584345,0.0,0.028087371204132277,0.15777982428093199,0.35227512555075535,1.0,0.17696233614666756,0.6502688242281625,unknown
Q8VDJ3,0.37465026997966494,0.36763427439319074,0.0,0.7728575902036657,0.9888542940493029,1.0,0.9549852856981068,0.20705134575199582,unknown
Q99LF4,0.30069440226969596,0.3253625989429257,0.0,0.4119248576748214,0.3695039106762249,0.5186202783271406,1.0,0.7450631826875358,unknown
Q9CW03,0.1281622987857318,0.15673190947058277,0.0,0.19690605035930853,0.20504027738324168,1.0,0.4788535065520084,0.39802137117315334,Nucleus - Chromatin
Q9CZW5,0.09468414184927501,0.1140622242040277,0.039889915183500775,0.34153964453905356,1.0,0.7199362439756862,0.27586481408569136,0.0,Mitochondrion
Q9D0R2,0.06463252916034523,0.11095073872603844,0.0,0.07441562770081278,0.015556124697781872,0.044595732846455634,0.01544830868023629,1.0,unknown
Q9DBG6,0.229436382542136,0.3314723860983177,0.0,0.8477851303665348,1.0,0.8885372103497375,0.17780378555683923,0.10137495223208329,Endoplasmic reticulum
Q9JKF1,0.9508577398412915,1.0,0.25712424756650304,0.701665078098871,0.2895828584621396,0.0797540596148551,0.0,0.7481202879291484,Plasma membrane
Q9Z0U1,1.0,0.7242715355572484,0.09511578991980861,0.562750354607286,0.3231568920554416,0.2309791962350273,0.15211573805358583,0.0,unknown
E9Q7L0,0.09031265504144989,0.1320928218384439,0.0,0.2351513669573313,1.0,0.6171125434627338,0.15794919823204817,0.03671985094893826,unknown
Q5CZY9,0.16908570735461334,0.16090933056610512,0.0,0.3748510503788467,0.3949150950951924,0.4327083923735392,1.0,0.5403113151701313,unknown
A2AQ25,1.0,0.9130983760646697,0.1054217706261169,0.8291947594181713,0.6247823203275011,0.6038218643876654,0.32848375122904444,0.0,unknown
O35435,0.14821061064559765,0.25568059037267865,0.0,0.3908541809878172,1.0,0.7644706216951396,0.1897269263287022,0.156158482675137,Mitochondrion
O54734,0.3716555888640125,0.4307760868373232,0.1517413970895396,1.0,0.826976572878697,0.788256122334114,0.17523529941118995,0.0,Endoplasmic reticulum
O88307,0.3731882842242741,0.9155657287458121,0.33362175363252056,1.0,0.2784472473897583,0.10115876383530377,0.0,0.28773955176472804,unknown
P08003,0.4669024848246693,0.4998120812345671,0.3197081356751439,1.0,0.8827121370128664,0.6625451716266177,0.2602869231656087,0.0,Endoplasmic reticulum
P11983,0.24590061725384268,0.2462392228315394,0.0,0.2073588380950078,0.15829422692890643,0.43389080968659804,0.20328452225046606,1.0,unknown
P14869,0.1792382048155995,0.13035663512000348,0.0,0.3005367068971967,0.3895489234864755,0.40434594794986195,1.0,0.19258670648196174,60S Ribosome
P17426,1.0,0.6986873068199133,0.0,0.9614256513525515,0.8188389838977169,0.640185711227742,0.11664044608121327,0.05827245198709748,unknown
P17751,0.039844680822188616,0.06317934179760903,0.0,0.03368259832412163,0.021653965208032585,0.015375881833724528,0.007010281620776318,1.0,unknown
P21995,1.0,0.8066554042755276,0.08703787824163048,0.6124493050750511,0.3731005288417133,0.24169726951617704,0.03494603229691159,0.0,Plasma membrane
P32507,1.0,0.9623592400939818,0.12733885509114165,0.6480234428388699,0.23279865130605829,0.13788451968426735,0.0,0.04216894012859656,unknown
P35700,0.38729997831197893,0.3120254470378407,0.0,0.2942087873990884,0.2455342598381308,1.0,0.7389370595508473,0.491709637915379,unknown
P47877,0.4591534208345594,0.633267020682129,0.16168190673668748,1.0,0.7261891627537296,0.4832588183902638,0.09496025994052137,0.0,unknown
P50247,0.03729249184234393,0.033151903354885257,0.0031100270878938216,0.02200813252084844,0.012929229434296677,0.007595628883296936,0.0,1.0,Cytosol
P51881,0.03014840141303091,0.04080742566083668,0.017404420128272806,0.23208369656602143,1.0,0.5482816217200224,0.13573174775121505,0.0,Mitochondrion
P62245,0.2734652821808405,0.31752245096347265,0.0,0.5988050729558984,0.5655125492125443,0.6801236065145841,1.0,0.9319975173906497,40S Ribosome
P62301,0.24312312252705487,0.12719162268563777,0.0,0.21274884160173382,0.2441998454657152,0.21875569776886192,1.0,0.33245312747853323,40S Ribosome
P62814,0.7488350430893796,0.8639386432967954,0.22271323396608889,0.7103224258854306,0.20399995733711407,0.03492550539868498,0.0,1.0,unknown
P80313,0.2286177135656386,0.18173637152392538,0.0,0.22264983618196452,0.12625837403535975,0.2871290168460617,0.7710119048540113,1.0,unknown
P80317,0.190448823267461,0.16605354127233685,0.0,0.15775907896052427,0.13245016624296962,0.3839386541830739,0.48201931303309026,1.0,unknown
Q05793,0.6202782858562708,0.7078168726494558,0.29048019063329433,1.0,0.9034613065478,0.6102605711009588,0.27227061004766445,0.0,unknown
Q3U9G9,0.07064468793927205,0.11433196832971279,0.011147778702389428,0.20434003807322548,0.16570310920008183,1.0,0.34019577237285026,0.0,unknown
Q3UM18,0.31055960820019607,0.5684881165382067,0.07461106708614275,1.0,0.6216230944065142,0.5296662160572134,0.06381189992290816,0.0,unknown
Q5U458,0.15941365166132201,0.19826604136384138,0.03107409708452033,0.34833800870979653,1.0,0.6317737004877181,0.16561107684764895,0.0,unknown
Q60597,0.12890804389017674,0.12609797636803574,0.0,0.29141922896252503,1.0,0.8914639909686216,0.2909006236404336,0.35446277938852194,Mitochondrion
Q60864,0.025190328258796975,0.03311428306846989,0.0,0.033954374711543396,0.01685649480306241,0.011571784327571956,0.009782732035434647,1.0,unknown
Q60932,0.09999726998312143,0.12195066127361621,0.006436580719536232,0.3400268507579589,1.0,0.6527095627536685,0.2368749784923114,0.0,unknown
Q76MZ3,0.16805804670605093,0.1834674453263537,0.0,0.15375584357879946,0.08162787380118727,0.09437667003782439,0.02019397812207391,1.0,unknown
Q791V5,0.117659189434084,0.12720116450963728,0.04293539160203533,0.35197879245390773,1.0,0.6966382194845424,0.1973359419123849,0.0,Mitochondrion
Q8BWT1,0.0381467359962653,0.045572614036358775,0.006882015295172651,0.21230245948518794,1.0,0.6195542674300749,0.1994723313242148,0.0,Mitochondrion
Q8C129,0.4903812699424718,1.0,0.3051183876811359,0.9595860197229863,0.2799846123650723,0.1267494149192493,0.03511791940195454,0.0,unknown
Q8CAQ8,0.06292955220655418,0.09150466842293657,0.0,0.28629770658949644,1.0,0.6057795940565525,0.13497820669301938,0.020227054142334715,unknown
Q8K0D5,0.0382840782855218,0.044839933460840795,0.014774325586777392,0.22459898132042197,1.0,0.5606394107299143,0.2176544958809382,0.0,Mitochondrion
Q8VEM8,0.04745291080863936,0.0546992832378355,0.01938561016704717,0.2482495638805856,1.0,0.5912168736257485,0.1504169474418777,0.0,Mitochondrion
Q922Q8,0.25172357923812466,0.3956464415721088,0.08545877948637848,1.0,0.9812999311288843,0.8709447774755533,0.15149543187608033,0.0,unknown
Q99JR1,0.07166636327378864,0.09857746997086332,0.0,0.33686231833197566,1.0,0.6805390561066773,0.08279811282340625,0.031460463790830805,Mitochondrion
Q99LC5,0.030219128655445033,0.04731686936166189,0.012850073399637956,0.22039726973676707,1.0,0.6469705990605105,0.14459747464362266,0.0,Mitochondrion
Q99PV0,0.51855050224783,0.27275803784023084,0.0,0.17121491873790462,0.19429103585156732,0.4779675607013279,1.0,0.3560683048172042,unknown
Q9CZX8,0.12986317400271571,0.12193819457256562,0.0,0.40079568436380236,0.3892848242424665,0.4719882951639532,1.0,0.6060945257231681,40S Ribosome
Q9D8N0,0.08536117932129413,0.07929923261965983,0.0,0.18002815196591046,0.1540083188791761,1.0,0.4276478604996752,0.7964497642459417,unknown
