,A_1,A_2,A_3,A_4,A_5,A_6,A_7,A_8,A_9,A_10,B_1,B_2,B_3,B_4,B_5,B_6,B_7,B_8,B_9,B_10,markers
AT1G74020,0.17902429814656423,0.3222947997308185,0.42137592680114466,0.4013060284395349,0.31712944409613664,0.24540839767531986,0.14306259078123054,0.17295850726589856,0.31600892173392514,0.1287314964274555,0.14303842274275524,0.4171310186374105,0.32731783952234406,0.30382150007471265,0.147390522922862,0.28705385143630524,0.1636770756801535,0.18934286797801325,0.1602561489427697,0.1791830603840388,unknown
AT5G09810,0.2459547974666363,0.2436118539835935,0.34313803158274453,0.32395640369784007,0.20835042118461894,0.20441881015276003,0.14477887167883738,0.20774777484541965,0.46279678164126314,0.18115082843958086,0.18178936118027905,0.37397818720236053,0.22589516464680887,0.1914976202372009,0.13029649583993086,0.20622173596846322,0.16984527456247833,0.23930226716714437,0.24033101412325653,0.268355489660043,unknown
AT1G21750,0.34982032425850873,0.4629936790685075,0.5149148125713371,0.4862409036478312,0.30751520396559234,0.2529735647221219,0.07342035582431569,0.09604797445393357,0.17373874104760342,0.06688764650376812,0.23216406048231866,0.5427274822323263,0.3817106816835656,0.302926199368101,0.17988458461017326,0.2768023261328075,0.09698048973972541,0.1196581701423313,0.09598058843936189,0.14859148342075662,ER
AT2G21160,0.2895245087177296,0.3395512213412711,0.4627478234574628,0.4915375286011915,0.2798790302325131,0.2108609256379441,0.12138208580379467,0.14487184125073968,0.28046588046024046,0.10068677362870004,0.18660201152925926,0.5035929715844941,0.37217276962900936,0.31107660581998225,0.1757911160383003,0.21911721840834766,0.12363073525780023,0.15435479294242072,0.14060353677463774,0.15951531408072253,unknown
AT4G11150,0.6369255062615382,0.5024123707191608,0.45970505208229356,0.4704870524836226,0.19704311509484304,0.1538054852790634,0.1427098857599454,0.022086616998559204,0.11359864306811666,0.01830342653689167,0.5019278795941207,0.9247542608887711,0.37015176416475576,0.26077588893858317,0.07917497087101767,0.056262062897818856,0.10539874907354566,0.03703451816731091,0.035762858489405316,0.05623766115623238,unknown
AT1G15690,0.48391537330959883,0.5455931980188817,0.43586571500254706,0.4401411848401473,0.23737415065098033,0.20834504452721497,0.06727273531410104,0.0960066459757946,0.14538795117253206,0.06315582277544615,0.4328330807551681,0.7435577911089144,0.3622468222720161,0.26422924594716307,0.139340348507577,0.18494127080087597,0.06551229770135936,0.07641577426629353,0.05905631794194519,0.06457495445648284,Vacuole
AT5G48810,0.2883609834547402,0.42297526097740096,0.5961915796639766,0.557956150951079,0.3337325726385669,0.2452872304117671,0.0540086270993416,0.0969287135175846,0.18712863466082394,0.07576373685475063,0.2071274455819937,0.5248847387773123,0.43698558708049373,0.37503353080392293,0.19824308298796214,0.25103089371547954,0.07587504009889041,0.11181094326765538,0.10672818973984423,0.10649041773753369,ER
AT1G09210,0.3637355490901385,0.35778911595708407,0.39495570750807435,0.4878992314500843,0.2686288274535277,0.20541338872598233,0.12314173334967435,0.1375701048302392,0.22371176362789102,0.10759001010720892,0.2078401285793412,0.6058639389692518,0.4449986545827047,0.3611731647789971,0.1884420087485348,0.2394230931943102,0.093772498813334,0.09503607401611619,0.0856561471440919,0.10205775783243261,ER
AT1G33120,0.3869001793951704,0.30621596672707807,0.43213108299055886,0.6019694390889541,0.32591398369610747,0.24610458688718728,0.08265332678283363,0.10978061752167778,0.2375731993641136,0.07537903090320787,0.2601304472826325,0.5253168849878789,0.33743415248828373,0.3265652030359499,0.18236719041332825,0.21099666247678245,0.11511793375298325,0.14954229280156658,0.10185208706901815,0.11898310855843953,Ribosome
AT4G24190,0.2698490968599961,0.4320309109922782,0.5240622243434123,0.4692932994983101,0.3014218375659992,0.2395654192960624,0.10498309227831938,0.1263925638691794,0.20745753212866724,0.0764742353208207,0.17990588336573804,0.5292310460204961,0.3872854127778547,0.32206085045004706,0.18566162527010116,0.2614830634268485,0.10828129448809794,0.13953569775639393,0.1229944407460992,0.14187933715766357,ER
AT3G16460,0.2786241794019825,0.31673584219186574,0.40353599667170875,0.44007864806034563,0.29235607387086837,0.2547128936477113,0.13034849950924104,0.15228226581405852,0.29521163187541816,0.10912905391132645,0.21503175175545886,0.42378463539777506,0.2883160160990665,0.24632123177693235,0.1599617773416956,0.227595382617201,0.15670407831054506,0.18863972225005157,0.16437189500849683,0.1960475242801318,unknown
AT1G12840,0.7495441930295085,0.4873590204070592,0.348862509563243,0.34139363414747276,0.17705904300884376,0.1412148817910788,0.062461117998061665,0.10572370175080228,0.15397676896408144,0.06128641251256754,0.524386387742406,0.7747458970940188,0.3265840647900466,0.2460529339966921,0.10922387911418589,0.1246412667012869,0.06713560037119184,0.062106947907748046,0.05881134759047015,0.06886639554924663,unknown
AT3G16450,0.22483887737925373,0.23548738166361377,0.2847511190948419,0.36471812989562163,0.2561380473800014,0.22600294387879266,0.13986087596484917,0.2051434227935052,0.4291843525648135,0.1922699890950181,0.1668975669656997,0.33601746637455954,0.23688203917133238,0.21213986350446712,0.14520930700115237,0.26689496936409873,0.14933966326493703,0.21701608113360202,0.22626299233782388,0.28632776599401794,unknown
AT3G28710,0.6854165189923866,0.492404524728106,0.46650450428096907,0.41590002458029807,0.23172184998577794,0.18259297347514863,0.04360480114317383,0.06713633545075814,0.105773076423338,0.04363623177354218,0.582294621465733,0.6929179266198023,0.2923382860368109,0.24612789049137263,0.13479678403048778,0.1553081514552364,0.0,0.0695608793967224,0.06259908562108249,0.09251809463229602,unknown
AT5G66680,0.24148733665553887,0.34811866122560137,0.4910925384620834,0.5392348513394791,0.3292038499964495,0.26530972096664907,0.10816328440838467,0.12020213120729648,0.24473644980993672,0.08955919984917861,0.16635550011288863,0.4937752785448566,0.36073318679587785,0.34207327173866725,0.18827749748648479,0.2632724031265231,0.09591095202430568,0.16495901709036606,0.13101381518508876,0.16284364834558349,unknown
AT3G28715,0.7359295951807282,0.4802367917660377,0.4782852504462965,0.41448227482073075,0.23707547036771953,0.16422317572360215,0.03857628939041021,0.05141795866277402,0.08179540665091438,0.0496253437128211,0.5647734252035649,0.7318384529624526,0.3174995693023902,0.2585752566287524,0.1357378167855636,0.1545940929300485,0.004144408839010846,0.06951820111589231,0.044127705359734606,0.07608913433408244,unknown
AT5G60640,0.35271691673198097,0.44838942719013963,0.5056005821310869,0.5065123722772,0.2907842996418848,0.23748252330894015,0.08446139515741087,0.09969672500952623,0.18492330084516612,0.06889895544212925,0.23327793181526543,0.5621406296961804,0.44442705732626214,0.35861917787398273,0.18850423401897515,0.23836170562182174,0.07777856393061404,0.10533666793896337,0.09689099687125734,0.09534346710694015,ER
AT3G09440,0.17920439134551483,0.17114612306092009,0.2230123909366738,0.3071073422232876,0.23837875895422078,0.3113469628551711,0.15258188370333622,0.24571245067090589,0.4805130781041017,0.19517494119516,0.15582423483434607,0.27676937641783844,0.20381837358738022,0.2539499877532975,0.18473442271061952,0.3531058342697876,0.14043877587227951,0.21921847792749632,0.20469237155861747,0.23705058312071897,unknown
AT1G77510,0.41220501719064,0.44563252972543765,0.5042536796479874,0.4613254484484859,0.2862953431999138,0.2020410861885031,0.08038694827584575,0.09955961608145682,0.1964389715339881,0.07161191691605866,0.26578317748204744,0.5807804204084246,0.3899519286775697,0.29631498005353635,0.1490719649028973,0.19682297140372682,0.13410676305042457,0.12069022402870597,0.10421446668915653,0.11959753562216302,unknown
AT5G02500,0.1699851170136024,0.19700515774282007,0.22494871961656257,0.33830717084531736,0.28903177150415116,0.33112188332233117,0.14937072115783398,0.22873628351260208,0.4398409356466479,0.17091559508890214,0.09906594807772584,0.18762186924830304,0.15811513599926497,0.15180530515855759,0.12967875472063561,0.23962230725709346,0.34615615837616087,0.3133896544864234,0.23386078348492298,0.2249968990652763,unknown
AT3G18820,0.5013332402137031,0.5272573590892472,0.5826008988965354,0.5614824368878785,0.30552286800617207,0.20075100044382968,0.03606697503935835,0.03779068426592431,0.08086418110939797,0.03641228142591114,0.365482589973865,0.59894379281064,0.343212752587057,0.3285564141655066,0.1742229745854429,0.2177962974703203,0.0,0.10031619953299951,0.07455511521966544,0.18556674376129817,unknown
AT4G36750,0.3908186957457831,0.483495025147694,0.5282985685512411,0.5262563487701436,0.2975290565863389,0.2045937916611935,0.07184770321852546,0.09101403914331467,0.1553490816626798,0.056556134574653374,0.3180450011451293,0.5728189195875409,0.35831087507362885,0.31363403566588943,0.16653886208979948,0.1956705616210378,0.11210133673839019,0.09580932923330092,0.08881704978185292,0.11737162574570931,unknown
AT2G30930,0.6844496239127708,0.567243067173826,0.466837203897041,0.47998195797227383,0.20548903810075453,0.12964252341480426,0.04372064813229813,0.0640708048835334,0.0735048579371767,0.0391939412128418,0.5771768063399555,0.6747571661518814,0.3180008767089124,0.18730506304869465,0.10548434308824271,0.08295285237106875,0.09408030148005464,0.08003604430870548,0.07106674223664822,0.08053200674441609,unknown
AT1G52280,0.5072475857644688,0.39531043120638004,0.4338014211210969,0.3804344059729372,0.25496045922481975,0.1884827460871822,0.049218754998200574,0.07841005863715567,0.25162224056066385,0.1484121676251433,0.4433984351523834,0.6458008253697425,0.35539418812543455,0.25370005489192865,0.16896992091114588,0.21504249808317258,0.04475835171130978,0.07107596348815812,0.07165372926186664,0.08032063805356712,unknown
AT1G77120,0.1595427349587986,0.16699228495472043,0.17952859605588625,0.2321050529991726,0.20876039636212929,0.25105955253209766,0.15384414509775932,0.23966730631241429,0.5835214222058185,0.26669132292453646,0.0959479494064007,0.15331768454618025,0.09720345717553157,0.09419167398815793,0.08056545152143717,0.1885944299193512,0.3035701907819141,0.3643286647625241,0.2954578830978054,0.4008292030410675,unknown
AT5G20290,0.3483283107889137,0.44050954999230446,0.461796086915219,0.48150578851311293,0.312423888595804,0.1952594637701724,0.09740368949051469,0.1179083392638629,0.20697726592688595,0.07878657909630672,0.24909147715182786,0.5350596502643147,0.307608851642585,0.28949174130651006,0.1430194678145632,0.2032478312282578,0.14637086223807072,0.17118578256592948,0.14042369386809683,0.13148082261297014,Ribosome
AT3G25220,0.419748548376663,0.4096127332539488,0.5773560064518836,0.5681194893578188,0.25844194099905954,0.1912696808677184,0.07673433631045051,0.08466265770954538,0.1733923724601242,0.06643228382613187,0.24938155870777434,0.7445441344740659,0.44160033832322726,0.31994723904895755,0.14010516828076158,0.20954174571065368,0.08347539294904952,0.0938520472605977,0.0890035994604732,0.10354427484664872,unknown
AT4G39080,0.6730560518436859,0.5318264946013027,0.4402344299279605,0.3470459226053775,0.21235266553383939,0.13090897520226716,0.07500101389585294,0.0678305244030338,0.17368468574908966,0.043792650313492686,0.5578262765755273,0.768823633146198,0.29905779223584844,0.18845924928997368,0.09627332182838867,0.1318464540391944,0.07391798083755603,0.0746556900857356,0.0713584782114101,0.07284862246938235,Vacuole
AT4G20260,0.25641468899853676,0.37803703815270456,0.47816459238576936,0.5006898372063209,0.3001254838237557,0.2359797920994217,0.11571186698754544,0.13929995674142084,0.24703325426976433,0.08902609018483375,0.1804629960805716,0.46044574515866027,0.3943960689750601,0.3233118549620712,0.1642236468671211,0.21760913406490273,0.1534644062779784,0.13629655125644932,0.14445699160419292,0.15344187384387284,PM
AT1G07920,0.22185753055612886,0.29103040165037947,0.43243062623302697,0.405628912204484,0.28231452995770223,0.24855629290689482,0.13109355719115298,0.15745291704972833,0.3516664939223536,0.1408459594264804,0.16046606112878886,0.35814565040934243,0.272105022945928,0.25440137245226224,0.1589427206069671,0.2646004042727357,0.15669778101636578,0.22152102762236023,0.17666951265972594,0.23963809098413755,unknown
AT2G31390,0.13234555316697988,0.07320926068310374,0.11983530121659546,0.2040061610144295,0.18611050890365108,0.2322517521402597,0.20871448075264062,0.2904581725159279,0.6817999069159678,0.2561553322504823,0.1070569738374501,0.15726141387074918,0.10344150634232996,0.13613483285690153,0.1224597288674134,0.2671830958780777,0.18029643041856444,0.3632612754477266,0.34466664472534864,0.3411750087111477,unknown
AT5G62690,0.3116664615790233,0.2560878198213989,0.45016921180109576,0.49534133486000725,0.32283260784636864,0.23941876344875235,0.09973228837990791,0.1322285779875111,0.31955746154898157,0.1169255956462734,0.15887821671693866,0.41978697841120094,0.3009806068488304,0.2701314967216322,0.14982787413226642,0.25798563588048384,0.1629400731049188,0.16825216551658012,0.16344643317404833,0.25044596399080477,unknown
AT3G19820,0.5166828110820684,0.4867852566637914,0.4229377724648002,0.469377851995273,0.28353799695580184,0.1927664572222705,0.07770862068495521,0.07790455499569059,0.15597574243836507,0.05645682635129421,0.39411538680193803,0.6861361644020649,0.363588025567304,0.2712257331718241,0.13539336770905464,0.17946496357604227,0.0834851216478692,0.08615934604359779,0.0863609169506441,0.08712913311802961,unknown
AT3G16420,0.16182961370210466,0.16868560941265953,0.23561338049129793,0.3544073173967077,0.2650083057376526,0.24338840861566158,0.18285293492112667,0.24419682224882439,0.4660224096884498,0.18730779449834226,0.10268795632590541,0.1867202138357351,0.15774396490101614,0.1853019800632926,0.13140665917176597,0.22778468053759582,0.21779958352923873,0.336478956806859,0.2820151907909227,0.3083967091739493,unknown
AT3G42050,0.7574439999023729,0.4690040512047219,0.42774237869967185,0.3543878756670647,0.2114571293456588,0.17416878351192688,0.06007993977708978,0.061492666483846575,0.10377785694658966,0.05163945223289338,0.5616593053531951,0.6879372818002608,0.3224051795284367,0.23035196560858925,0.12585230865522448,0.13384897292090486,0.10174665101535424,0.04548993154388185,0.038285710786766555,0.046993594675559434,unknown
AT4G21150,0.230807747045327,0.3422923183407475,0.48509659223038376,0.5110430435362026,0.31785387731990605,0.25912452388948337,0.11552711124131505,0.12902114525897376,0.2627483414770909,0.09899435243271579,0.15114189857565405,0.430047896896289,0.36229005610827664,0.3130081495771679,0.18251065196425087,0.2607895606109721,0.12772933584102653,0.17341545281162205,0.14175293017054336,0.18881667301976318,unknown
AT5G41290,0.33378646422060837,0.3568310264022189,0.5674697347949419,0.7739377418607608,0.45346041612161564,0.33103413191789705,0.02434749056464903,0.05537037422924673,0.05067311290735991,0.030094354516657127,0.2508280584292074,0.6281675784758648,0.45330020744584565,0.39772320963222413,0.23828138497442727,0.3205571820168478,0.0384534652235929,0.047936029495975876,0.030170317568049818,0.051418745454417894,unknown
AT2G29550,0.24135765176167012,0.23296878080063857,0.38372916818132086,0.401546260148352,0.2586164178247408,0.19657312582825837,0.15963588816358787,0.17749504988574163,0.4029324363076913,0.15859982534147343,0.17751180457759347,0.42054421889297794,0.2668373395959045,0.24938256850065962,0.12990296450430272,0.1869173888130598,0.14411790677837266,0.2118372025699164,0.24346795607628766,0.24138327646727295,unknown
AT5G62200,0.7199804203579303,0.5386098850253587,0.4780635344483363,0.35227583339387764,0.1914213918193867,0.14668753134898432,0.05714607983357533,0.05423092162943114,0.12934867191044985,0.04165000547687044,0.573332534179267,0.7103206656413286,0.30570556745709027,0.18874589658442806,0.0953953010962938,0.1266255404311355,0.07661962731975502,0.07478356307405731,0.07855906580501071,0.07381913084962337,unknown
AT5G02490,0.24153826807871775,0.25416931681040045,0.0,0.3974600421360901,0.29548453634915633,0.2908814320932963,0.13412056481759693,0.19972969217299943,0.502643535606425,0.20135892530238178,0.12187897688787966,0.20724663196677706,0.21809786160687672,0.204896665559243,0.12303281933163031,0.2668221785524419,0.4864280291328676,0.08901100137125312,0.1405145022226109,0.22276637988087358,unknown
AT1G75780,0.4286409868177212,0.2621781511842626,0.5706729624946637,0.8454242976417553,0.36344010156422474,0.26929695501072737,0.042085353730599885,0.043130737347333165,0.20202692527162594,0.013477387662768518,0.11317454531869517,0.4658111813342372,0.44501446870510153,0.4108778600671746,0.1385190278232049,0.13826406861572235,0.0867601805197154,0.3206662962459872,0.14090332470286895,0.1238807987596261,unknown
AT5G54500,0.30439236156228605,0.3129771343616496,0.39005347928441086,0.4113274768532676,0.23387962989524377,0.18067641242674876,0.17511128098077694,0.21265429998103214,0.49223145710651456,0.011658667514971079,0.23663173778650562,0.4476776612111069,0.3045802051925451,0.23920069084752832,0.13121998172817825,0.16793557072166343,0.07804998512580341,0.20959702409598813,0.23122194899753373,0.24887085051202837,unknown
AT2G36530,0.11456358684942956,0.07837182669444133,0.09848935881751789,0.1616622448810657,0.14058435073064993,0.17905744124528689,0.2417926591047375,0.29100458531534706,0.7651897050552873,0.27449906442422306,0.0815035190391959,0.1183456218925502,0.06738934626392386,0.07528724037375807,0.06843128057783324,0.15338505798585977,0.24351511840792744,0.4148073433441161,0.3916628642490013,0.44999120700259343,Cytosol
AT1G56330,0.5229235316266866,0.19342263051628553,0.44898383782837625,0.5750230436018777,0.26263326617345883,0.15775681475569753,0.36169644442162285,0.03698807034249443,0.0,0.0,0.2797022501384713,0.7126793917763858,0.36964082827388983,0.3161451770842373,0.0964850757850076,0.02773829719705836,0.16506355012734827,0.39713050793321036,0.0,0.0,unknown
AT5G44340,0.22940317034593485,0.3634697571963968,0.37070126112337065,0.36865469319505434,0.24460728393739978,0.19247553147964025,0.13743344517805317,0.1800087568441322,0.39704750133244254,0.14225187571507328,0.15576544178438756,0.3963978055596744,0.27822196541402483,0.22160150154328995,0.12919143823827617,0.22622073571714058,0.1686739257380496,0.21270206724651436,0.19209054199711792,0.29531028757310934,unknown
AT3G55440,0.12463538006100254,0.1493592572180148,0.19759267671743805,0.305794574383211,0.35787414339576107,0.45956144583387354,0.13194905998085474,0.21064063848379205,0.4222699234204142,0.17875239357226563,0.09846373351135626,0.16746179451962975,0.15830435581583974,0.2199648671117244,0.20675741202139306,0.43797637230553516,0.1603610070017988,0.22605970738815112,0.20976229324533335,0.30980936968707684,unknown
AT4G20890,0.20900876377443403,0.35364254358881125,0.37386281865707793,0.38056591022560926,0.26502219243723313,0.2281019400293423,0.16599283018471153,0.11936617869745136,0.3936693340896317,0.1458317527571282,0.18425419758921854,0.39265286349196604,0.2557020671844518,0.2539635002051387,0.16073913781979576,0.30137830363229096,0.10255241808134828,0.1920446832237335,0.17618368978088852,0.28123859658148836,unknown
AT3G12580,0.162080037479038,0.225537519717406,0.36465953998783573,0.21473700808447577,0.2423648116045223,0.3170497239487382,0.14888315964328444,0.2403822542455585,0.40289708301701943,0.18149239178729146,0.11687744030302882,0.23338535329931284,0.1265777478917694,0.09761187503947444,0.12383574437049952,0.23216236995770073,0.38712823322665463,0.23151167900753483,0.18993620434204653,0.34637924010729326,Cytosol
AT1G11580,0.24025489346387696,0.3216502408243925,0.28011685240239653,0.38312607431910933,0.28719124229081916,0.24550607383803116,0.13942058925679848,0.1916895978225892,0.34757340541854576,0.14592402104619986,0.18881002710951494,0.3905103748757958,0.26637338666144544,0.24316914108252635,0.15956784446846375,0.25121275109075364,0.1417231679471239,0.20058883570920913,0.18487069132947356,0.2409135971076651,unknown
AT4G34180,0.567461762619327,0.44203349532008457,0.5989256747550267,0.6413389245131041,0.2804532841021009,0.14181072568175887,0.050184032528338036,0.015788862932033722,0.1300429197484003,0.040416026929773204,0.3584928246685216,0.8357752888730201,0.4938271434110923,0.3825198322124734,0.1583472485020105,0.16583920744886751,0.03338222617514724,0.020610620460784476,0.02339459106964117,0.03894062622043764,unknown
AT2G47470,0.31451647810598327,0.35066437770903275,0.49909333418674134,0.5104446855042191,0.2637164315759189,0.20863917827252065,0.12088033948292926,0.1351483009259272,0.2492996302002742,0.0875956146483588,0.17992325522089622,0.5870249649128292,0.43354501870184736,0.3651493122077288,0.18518001682432766,0.2100492073918738,0.07187913184739228,0.12812940015410976,0.13746718991607637,0.12217359154188483,ER
AT5G48580,0.28784741975259504,0.4838400019717825,0.6376313035742155,0.5210411635846544,0.31600381056933663,0.22561776300755423,0.0742077078448947,0.09120705275076173,0.17051347933619232,0.0481364738194528,0.15928268125934983,0.47247678907765167,0.3254246432319768,0.2649092023827924,0.1431977586719403,0.18408963783420315,0.4257506955119276,0.07787447369224394,0.06645141532025746,0.09374014587956866,unknown
AT3G52930,0.1965390755587424,0.11828256123622347,0.1581478235409729,0.1243191888528998,0.09415329744841565,0.09838444208325979,0.11855989487527245,0.31917923663574416,0.7764699955666574,0.35926821447511226,0.10757843161141621,0.1631641238097511,0.0891088278516694,0.050923763378302955,0.05409065397282031,0.08109556852905446,0.2987250658204023,0.3097062633670543,0.4015697960662916,0.4936362762591408,unknown
AT1G49300,0.48490019958706804,0.4337178208636983,0.4514599359931247,0.46537590428200687,0.29862145899721737,0.19258644065338784,0.049583658758204835,0.11568753184081067,0.17898704864807674,0.07743228467880364,0.3989663949217982,0.573935923190867,0.2788618343944447,0.25509013008206066,0.11759077202732421,0.157529922984279,0.18985300421905377,0.09077889143006763,0.08157364217524442,0.11994155696856738,unknown
AT3G03520,0.6563728501514083,0.5371235966992586,0.4203974033060536,0.38555959138555307,0.23774414699002897,0.15518547529871649,0.05627537973250841,0.06415118979111076,0.13610962147151234,0.056233601768261234,0.5164069237278912,0.7105624993689694,0.3251008434016306,0.23710688983564773,0.11135274824341293,0.13736565236202017,0.09342160665448764,0.07209770787863069,0.05390164217371363,0.07055846992490873,unknown
AT3G09260,0.39416501077320243,0.34654351785101667,0.40037680290081534,0.708133524345441,0.24073307620579015,0.23224191510080566,0.0742604318200518,0.13142337620938366,0.25606871090489153,0.060616814971907615,0.25718015888872103,0.7065876360865411,0.37656466562278335,0.3372351592815885,0.14034914644621094,0.15449544863092757,0.14503737149843646,0.09568849792570566,0.09999088032076167,0.09292844464504119,ER
AT1G09630,0.22057356368864084,0.2437066593541928,0.1505203820296475,0.4300264699982856,0.3102278621413521,0.3387278045343719,0.13346154920282197,0.2177317638849023,0.35752921459830395,0.15440647467932841,0.210765422292825,0.467090532161173,0.36360420885908074,0.33885964714092137,0.1822507853149217,0.23885848647616423,0.11189752601533835,0.13383870146244461,0.155057711725906,0.12721057825650764,unknown
AT1G02130,0.3834723409060808,0.3388042095978087,0.2553191439671186,0.5769305051760922,0.3779143066341698,0.2834145376972031,0.09800509245534088,0.12590462781353556,0.23997869980287811,0.06183804657916443,0.22952354824405383,0.5626585250744086,0.3702534033314939,0.3137664027506556,0.22791332168363926,0.3014645809477286,0.09693517190354112,0.13364062269191349,0.04441376210495821,0.09719637850112134,unknown
AT4G34870,0.16152446531966796,0.18323195204433454,0.2989084730727041,0.4496041078925264,0.33884943584985266,0.3437425668479023,0.1450240383719386,0.19491268049275495,0.39809328044864756,0.13199368780741627,0.11688111771117078,0.29504259205399963,0.23464239245822507,0.27595512469299804,0.19050828534731812,0.31278197465476915,0.15844407019400872,0.20389674974292848,0.19695628122212888,0.2607580288719005,unknown
AT2G31610,0.44180369589664614,0.3570452766870509,0.46753062504194537,0.5678311899286043,0.334683899450338,0.2697900926907511,0.06039388171014773,0.08554633903240168,0.14797337535030955,0.06883225580328232,0.3536485281433799,0.6217504931044225,0.4108580426147256,0.37005259663469864,0.21336263867935637,0.24910440867784645,0.030046735348061956,0.0,0.08845688751049788,0.06165807400616912,unknown
AT5G19770,0.47018698920902535,0.3278514333685032,0.4787518282095319,0.5260892747464357,0.34271089662325205,0.25641909743942465,0.05928092030478181,0.07358222884703666,0.19962878553829028,0.07176459836670908,0.23820784015619237,0.5221634171227159,0.39717900995882266,0.2935800988260111,0.17544830412527312,0.2791962341918536,0.06652778811171058,0.13041521740600218,0.11798913368979046,0.159657370098664,unknown
AT1G56070,0.13692812069978055,0.0973358437347711,0.1451441981303726,0.2526347883528929,0.18826547348182182,0.195279874687195,0.21443781575067317,0.2689203105445988,0.6618618368474602,0.2526522330538554,0.10636873488388712,0.18079005429826525,0.11774085293987353,0.13755429756560203,0.11288495860980578,0.2051390692621283,0.20705160734035477,0.3297177918911881,0.33434832850209756,0.3904579046941977,unknown
