Protein_ID,CYTOSOL,ER,GA,LYSOSOME,MITOCHONDRION,NUCLEUS/CHROMATIN,PEROXISOME,PM,PROTEASOME,RIBOSOME,score,pred,cutoff,toppred
P63244,0.00019510727679517004,0.0016894232321646996,0.008684807049576193,0.0003159583428669066,0.001323474818491377,0.01087268817354925,0.0032547908122069202,0.0004044387460453436,0.0030569589034712408,0.970202311873436,0.970202311873436,RIBOSOME,0.5644327402114868,RIBOSOME
P62937,0.7918202951550484,0.006768430164811434,0.0013598870478359615,0.008180676264601061,0.034297338061151095,0.03854259727813769,0.029045040791970678,0.027369157378416276,0.05965773558205001,0.0029587803789468126,0.7918202951550484,CYTOSOL,0.5644327402114868,CYTOSOL
P07355,0.2668331153690815,0.0893155480735004,0.01054629881400615,0.07587094325572252,0.11449276469647884,0.05643006297759712,0.09518742468208075,0.2441022340208292,0.031118643295485526,0.016102980240248144,0.2668331153690815,CYTOSOL,0.5644327402114868,unknown
P27816,0.001210545631693094,0.0031512065324932337,0.006125569285359234,0.0007022664394753519,0.004095039388630539,0.4168713837862015,0.00731125456513837,0.0030042941216379404,0.02142021362669766,0.5361082479357719,0.5361082479357719,RIBOSOME,0.5644327402114868,unknown
Q02790,0.957150399684906,0.0007168056224795549,5.2716408037364356e-05,0.0004759768764497352,0.005340128606974304,0.0023179539535505,0.006657272069219289,0.009930584164493439,0.017249986548474677,0.00010824721446306418,0.957150399684906,CYTOSOL,0.5644327402114868,CYTOSOL
P02795,0.9722511917352676,0.00026394999350043413,1.8522480431252384e-05,0.00016746883539842106,0.0027451756847796105,0.0012876465066895548,0.003724781302679503,0.004412329161176842,0.015087099911248032,4.185843302745491e-05,0.9722511917352676,CYTOSOL,0.5644327402114868,CYTOSOL
Q99623,0.0010043460021051942,3.598476736232925e-05,0.00015587331279220962,0.0009994870524678845,0.9952569454908371,0.0005026760965733956,5.2806838297669856e-05,0.0005861690992787771,0.0008813998346113294,0.0005242875407134306,0.9952569454908371,MITOCHONDRION,0.5644327402114868,MITOCHONDRION
P04406-2,0.48092813044786453,0.0015522698431595927,0.0007439940854965243,0.00021814921910845442,0.005550035333726555,0.020060520313563757,0.0149601683660876,0.002075748066090455,0.4729459105874412,0.0009650833453633823,0.48092813044786453,CYTOSOL,0.5644327402114868,unknown
O75506,0.8644691407680511,0.003781726827469356,0.0004700375292086556,0.003225973281359984,0.023106374355847947,0.014600687369238585,0.015014913831691956,0.03573890276675229,0.03868315578644399,0.0009090744196651457,0.8644691407680511,CYTOSOL,0.5644327402114868,CYTOSOL
Q9Y281-3,0.6517476364970207,0.017076265583455097,0.0013033467691343503,0.011633380208877497,0.10688400789513253,0.015986533970135497,0.025540970484144054,0.1405441797687672,0.02678342760592045,0.0025003025324963346,0.6517476364970207,CYTOSOL,0.5644327402114868,CYTOSOL
P22626,2.6964978737886725e-05,1.4578088097128017e-05,2.9731426541834693e-06,4.908250974766659e-06,5.826087028415472e-05,0.998764157295227,1.4370868282043148e-05,0.00045473182194655237,0.0004609893662319564,0.00019809279831406457,0.998764157295227,NUCLEUS/CHROMATIN,0.5644327402114868,NUCLEUS/CHROMATIN
Q09666,0.01230588303587865,0.003589210156178524,0.00010508895957173081,0.021443676818307722,0.09242299781180918,0.05972273265069816,0.002067250714844704,0.8068101331591606,0.0012044528702972457,0.00032856404266112804,0.8068101331591606,PM,0.5644327402114868,PM
P17980,0.008155544404871762,0.00024993839406306506,0.0016175793589354726,8.617898163265636e-05,0.0006913602082931902,0.03423993569049344,0.0011551684001460671,0.00021460726037503264,0.9489190429449081,0.004670620373872225,0.9489190429449081,PROTEASOME,0.5644327402114868,PROTEASOME
Q9UK76,0.9644869416952133,0.000688256652230379,4.714697132124395e-05,0.0004745229399460982,0.005058052516403677,0.00167494689004144,0.006514312063359284,0.005956959101624193,0.014998190570089304,0.00010066948312032788,0.9644869416952133,CYTOSOL,0.5644327402114868,CYTOSOL
P23528,0.7698919624090195,0.011864357163403838,0.0008387094509063608,0.009383203971765397,0.06310833200404886,0.011170565736392746,0.024084767304884735,0.08481017274971236,0.023321771815204784,0.0015261522967975338,0.7698919624090195,CYTOSOL,0.5644327402114868,CYTOSOL
P51858,0.8278605118393898,0.00278608712295636,0.00039153934527341727,0.0038165808341545926,0.021770712661236757,0.06271100156300236,0.0171895679559384,0.014261721353250323,0.04770033444192734,0.001511952482619705,0.8278605118393898,CYTOSOL,0.5644327402114868,CYTOSOL
Q9H910-2,0.06357599515467882,0.024328494677320123,0.014516920258756727,0.01470650068949908,0.030344473896548152,0.5852208659052849,0.055432713124901056,0.023647153517231345,0.1407595274504274,0.04746733233332634,0.5852208659052849,NUCLEUS/CHROMATIN,0.5644327402114868,NUCLEUS/CHROMATIN
Q06323,0.19892999762669206,0.0005850497483379513,0.0003585014146665344,0.00012622048112120865,0.0011713857056747656,0.018273298731401155,0.004009564807347488,0.0004475938477668251,0.7754094079136848,0.0006890319104968512,0.7754094079136848,PROTEASOME,0.5644327402114868,PROTEASOME
O95721,0.07593793515115976,0.28420587815344334,0.025216806447133422,0.06034967303276062,0.051012048963457346,0.06472851056605577,0.17340666987001896,0.19707869179546833,0.03349570173304528,0.034568137023597956,0.28420587815344334,ER,0.5644327402114868,unknown
Q9Y224,0.0011499784559418913,0.005803223932161927,0.014016141882166266,0.0013046275562373921,0.004829333280213177,0.07393667800351977,0.010170699388254434,0.0029904957045800984,0.010511503089219332,0.8752873688936234,0.8752873688936234,RIBOSOME,0.5644327402114868,RIBOSOME
P06454-2,0.968994677066803,0.0006157270302282747,2.148838566847553e-05,0.00030984306621628654,0.0038717746429597355,0.0016355112647161718,0.005790119252310433,0.007293774500503503,0.011410445883739018,5.663754721939784e-05,0.968994677066803,CYTOSOL,0.5644327402114868,CYTOSOL
P62820,0.010587899712845683,0.47146375477313995,0.14950530417263508,0.04293053224682808,0.022820807062089443,0.016427045105956495,0.04538920382037759,0.18714495189487934,0.018166811496485025,0.0355636952444911,0.47146375477313995,ER,0.5644327402114868,unknown
P30086,0.970767006278038,0.00032740290988753085,1.8779311776711477e-05,0.00021963302859617784,0.003331765892170324,0.0014305034532888783,0.0038195394049296283,0.006307494289149673,0.013735308553168582,4.25369413986367e-05,0.970767006278038,CYTOSOL,0.5644327402114868,CYTOSOL
P20962,0.975148394703865,0.0003813808793745599,1.7315390178090764e-05,0.0002727170017284841,0.0036420354766804053,0.0011151969688203422,0.004194274172050427,0.00497366830986401,0.010210724472608011,4.4246817063979256e-05,0.975148394703865,CYTOSOL,0.5644327402114868,CYTOSOL
P78371,0.013030518894083798,0.0005663576357619604,0.003294481928605819,0.0002314128416855965,0.0015747877769172192,0.056959854508022545,0.002440142066916451,0.0005687628706709802,0.9130888432264328,0.008244860742706805,0.9130888432264328,PROTEASOME,0.5644327402114868,PROTEASOME
P07437,0.9535410702228546,0.0008304304959736442,8.07308284689267e-05,0.0004658303611861925,0.004800348327762549,0.0020465686636725877,0.008170092509772076,0.006227742875211106,0.023696093189713663,0.00014113465709599676,0.9535410702228546,CYTOSOL,0.5644327402114868,CYTOSOL
O15511,0.054610888473689556,0.05831581074744463,0.06948269158601761,0.042803471442312,0.07643179129809141,0.29078517854213715,0.0656804796308279,0.06599721219390631,0.12676341086626053,0.1491290908306837,0.29078517854213715,NUCLEUS/CHROMATIN,0.5644327402114868,unknown
P04075,0.8669361174106598,0.004766418536178207,0.0007240312549512407,0.004590689443375595,0.027930395466682967,0.009257785515728756,0.022283543563389685,0.03231085743209405,0.02994247841736808,0.001257577095453044,0.8669361174106598,CYTOSOL,0.5644327402114868,CYTOSOL
P62258,0.904304102063179,0.003819897754056001,0.0003492989084437209,0.0029857413039167113,0.018489809801394586,0.005559963058999529,0.018365862461905635,0.024681045107172395,0.02081273551100349,0.0006315810101908959,0.904304102063179,CYTOSOL,0.5644327402114868,CYTOSOL
Q00688,0.00014618264759747035,0.0014716550831508357,0.006383601488778368,0.00022735444343879863,0.0009983940581150819,0.00920247711474076,0.0028553407355502713,0.00031812710767553654,0.002234172137832502,0.9761626869440079,0.9761626869440079,RIBOSOME,0.5644327402114868,RIBOSOME
P37802,0.5883405432105064,0.02204708282079082,0.002287448564601391,0.03793660279188771,0.1569811498047784,0.01960275748569984,0.0336121755244676,0.11202298119314946,0.02301229733575383,0.004156977892080249,0.5883405432105064,CYTOSOL,0.5644327402114868,CYTOSOL
P07108,0.8602190837264061,0.0024215176073880684,0.00022004657502203845,0.002048420280772234,0.02475160767971829,0.012800881127077446,0.009123897640165524,0.056643277255716384,0.03125348418945073,0.000517780364196252,0.8602190837264061,CYTOSOL,0.5644327402114868,CYTOSOL
P61106,0.01652601547539234,0.6156421229243279,0.02357140276581049,0.019858977990224957,0.011515452293679118,0.019796735607087612,0.18756086565554142,0.06302043981850147,0.011619148135650903,0.030888841021806,0.6156421229243279,ER,0.5644327402114868,ER
P06733,0.9644349813461304,0.0005093780768370415,3.8306751545474435e-05,0.00034409570122218014,0.00428686840243131,0.001666604204196176,0.0053815390574527555,0.006355394769023803,0.016902652251758743,8.01815910772925e-05,0.9644349813461304,CYTOSOL,0.5644327402114868,CYTOSOL
P41227,0.011944428086280823,0.010876627056859434,0.0136380132753402,0.004737451337859966,0.01381631795084104,0.6799677088856697,0.02186197752598673,0.018237455980852246,0.11295780818909407,0.1119622178375721,0.6799677088856697,NUCLEUS/CHROMATIN,0.5644327402114868,NUCLEUS/CHROMATIN
P07737,0.9698316752910614,0.0006667097622988227,1.7325193419282633e-05,0.0004982321258252265,0.00496471952194355,0.001219223465851016,0.005821869750178621,0.00976730294205197,0.007163320478440359,4.967172837885923e-05,0.9698316752910614,CYTOSOL,0.5644327402114868,CYTOSOL
P21796,0.002319443708529434,6.974384345426188e-05,9.567951678945974e-05,0.0038256870466284454,0.9900767505168915,0.0004874823683280738,8.629797304138265e-05,0.0024396065127803013,0.0004061431114905645,0.00019316355951559672,0.9900767505168915,MITOCHONDRION,0.5644327402114868,MITOCHONDRION
P27797,0.0012450202484615147,0.9039336889982224,0.004571819732518634,0.006195007299538702,0.0011294218384136911,0.00114583072354435,0.047550825867801905,0.031979702529497445,0.0007937796508485917,0.001454927602026146,0.9039336889982224,ER,0.5644327402114868,ER
P52272,8.026128940130661e-05,4.992071323428604e-05,1.350718552117769e-05,1.6320657467261412e-05,0.00025958741552756237,0.9964537620544434,6.127541476530496e-05,0.0007953034269121417,0.0010530098845720204,0.0012170462323410902,0.9964537620544434,NUCLEUS/CHROMATIN,0.5644327402114868,NUCLEUS/CHROMATIN
P68371,0.884123295545578,0.002521435729114785,0.00012668433404831826,0.001894940227039399,0.03161439748146222,0.012765202225864414,0.010161720960923049,0.03520740000044498,0.02110269489606964,0.00048222495112409947,0.884123295545578,CYTOSOL,0.5644327402114868,CYTOSOL
P05787,0.1887920405715704,0.03150754526723176,0.006952223367989063,0.10562606807798147,0.19996822625398636,0.12790551502257586,0.04677420808002353,0.23834108095616102,0.04232230124762282,0.011810822878032923,0.23834108095616102,PM,0.5644327402114868,unknown
P55072,0.48718564957380295,0.060313387075439095,0.012111178188206395,0.022609975654631853,0.03802680899389088,0.03343992319423705,0.21450866106897593,0.047553937416523695,0.06871826751739718,0.015532229095697403,0.48718564957380295,CYTOSOL,0.5644327402114868,unknown
P61019,0.005209107242990285,0.5282662771642208,0.09111736807972193,0.03493652516044676,0.013294919626787305,0.008514832588844001,0.026014277013018727,0.2729516252875328,0.007819451595423743,0.011875601601786911,0.5282662771642208,ER,0.5644327402114868,unknown
P30044-2,0.2328839609399438,0.010255620116367936,0.001853168779234693,0.07996141351759434,0.5531105883419514,0.01712271680298727,0.012880915077403188,0.0780481023248285,0.010144372474314878,0.00373910648340825,0.5531105883419514,MITOCHONDRION,0.5644327402114868,unknown
Q15417-2,0.0677812872454524,0.014962584944441915,0.03174979193136096,0.03561109025031328,0.39521927013993263,0.18182568810880184,0.04464050638489425,0.030673080822452903,0.12368219811469316,0.07385452464222908,0.39521927013993263,MITOCHONDRION,0.5644327402114868,unknown
P26038,0.0331471748650074,0.048376110615208745,0.03703743917867541,0.028595943935215473,0.13255873322486877,0.057368482230231166,0.02610989531967789,0.5593039281666279,0.04411689774133265,0.03338538913521916,0.5593039281666279,PM,0.5644327402114868,unknown
Q15417,0.3089066371321678,0.029408018803223968,0.007658131398784462,0.05986525258049369,0.31617847830057144,0.05286176246590912,0.03607013216242194,0.13363046757876873,0.04121752135688439,0.01420361251803115,0.31617847830057144,MITOCHONDRION,0.5644327402114868,unknown
P50991,0.015445565339177847,0.0008631103155494202,0.004584191883623134,0.00044105853430664865,0.0024690128775546327,0.09034057534881867,0.00302760474733077,0.0010850223366105638,0.8728462904691696,0.008897511615941767,0.8728462904691696,PROTEASOME,0.5644327402114868,PROTEASOME
P27816-5,0.001110193365093437,0.0024673360458109528,0.0069210608780849725,0.000559557814085565,0.004060740313434508,0.3225899962708354,0.005515171505976468,0.0024237945253844373,0.02455369586823508,0.6297984570264816,0.6297984570264816,RIBOSOME,0.5644327402114868,RIBOSOME
Q99439,0.4828753210604191,0.06520245876163244,0.01427487480759737,0.04971756343729794,0.07797349011525512,0.03554423071909696,0.1330378083512187,0.07298890524543822,0.050663978792726994,0.017721389565849677,0.4828753210604191,CYTOSOL,0.5644327402114868,unknown
P37840-2,0.022234007716178894,0.47139333188533783,0.012767180800437927,0.02075810742098838,0.008632054144982249,0.012412525189574808,0.3065563552081585,0.12354269763454795,0.008935456484323367,0.012768278073053807,0.47139333188533783,ER,0.5644327402114868,unknown
Q99497,0.9592307806015015,0.0007704537850148352,3.794732777495365e-05,0.0007021512100535698,0.007726690518580881,0.0017829427326532254,0.006109423621012411,0.012655411346123913,0.0108930990931401,9.109499128049964e-05,0.9592307806015015,CYTOSOL,0.5644327402114868,CYTOSOL
Q12904,0.013857795871444978,0.003475118724963977,0.016714736761059612,0.00011756404268226106,0.0015812921228643972,0.010483329616363335,0.026825808265130036,0.00047947933342129545,0.7554638497531414,0.17100106965517625,0.7554638497531414,PROTEASOME,0.5644327402114868,PROTEASOME
Q04695,0.11045745434239507,0.026116883498616517,0.009638097137212753,0.16576359421014786,0.27573198825120926,0.10947617376223207,0.040376472286880016,0.21263654995709658,0.03568888711743057,0.014113918819930404,0.27573198825120926,MITOCHONDRION,0.5644327402114868,unknown
Q9GZT3-2,0.003914477727448684,0.0002858729294530349,0.000179469036993396,0.005304164020344615,0.9669827818870544,0.0018879693370763562,0.00022423902623813774,0.019855228543747216,0.0008806100277070072,0.00048513692900087335,0.9669827818870544,MITOCHONDRION,0.5644327402114868,MITOCHONDRION
Q96I24,0.0007020327716418251,0.0018557684634288307,0.0009581844933563843,0.0002468953225616133,0.003031972742974176,0.8487584143877029,0.0023105987638700753,0.00591180934861768,0.008416137352469377,0.12780816853046417,0.8487584143877029,NUCLEUS/CHROMATIN,0.5644327402114868,NUCLEUS/CHROMATIN
P11586,0.0002989896036638129,0.001985413327929564,0.009453427788685076,0.00033262593012750585,0.0015691249536757823,0.018684409849811345,0.00442108739662217,0.0005936084007771569,0.006110951842856593,0.9565503150224686,0.9565503150224686,RIBOSOME,0.5644327402114868,RIBOSOME
O14737,0.11908587836660445,0.0010872554189518269,0.0007810136066837003,0.00024432705640720087,0.0017229288787348196,0.031941494890361355,0.00648964851279743,0.0006254970619465894,0.8354949355125427,0.002527065554204455,0.8354949355125427,PROTEASOME,0.5644327402114868,PROTEASOME
P07951,0.8083526864647865,0.006637361720322588,0.0005985864765158944,0.003895486926239755,0.039887331244244706,0.009982061880691617,0.01817687137008761,0.0816529694784549,0.029845858299850647,0.0009708353596806774,0.8083526864647865,CYTOSOL,0.5644327402114868,CYTOSOL
P18206-2,0.8613751530647278,0.004996721535093229,0.00029874869134940973,0.0032659286714533664,0.024586362720583566,0.009935538841546077,0.019274413043604,0.05605456700777722,0.01954195611203069,0.0006706864330614515,0.8613751530647278,CYTOSOL,0.5644327402114868,CYTOSOL
P50395,0.9559849351644516,0.0007828242481595638,5.8371693500581276e-05,0.0004492796046706715,0.0050543257547701614,0.0020813836113404705,0.007429604386857136,0.008902813231770779,0.019143543960805115,0.00011291803274764839,0.9559849351644516,CYTOSOL,0.5644327402114868,CYTOSOL
P00167-2,0.0032787100499263033,0.8088515549898148,0.00479985328274779,0.0046976877201814204,0.001368566750898026,0.0026540900580585003,0.12507301568984985,0.04411238164175302,0.0016354071121895686,0.0035287422651890665,0.8088515549898148,ER,0.5644327402114868,ER
P09455,0.9649559408426285,0.0005940799634984728,3.0292567651626243e-05,0.00036956844752955575,0.005125002425529601,0.001570577558659636,0.0046284099431375125,0.009301829504153147,0.013358954540885287,6.53180225017114e-05,0.9649559408426285,CYTOSOL,0.5644327402114868,CYTOSOL
P12814-3,0.4868684336543083,0.024933548702392727,0.002814239056306178,0.028982247880776413,0.18074995279312134,0.03964245243696496,0.034928760258480906,0.16871012654155493,0.02572998940013349,0.006640241315835738,0.4868684336543083,CYTOSOL,0.5644327402114868,unknown
Q6EEV4-2,0.9656292945146561,0.0008552377286461521,4.0608016097221295e-05,0.00048011300943340274,0.004727942795796025,0.001993907602908962,0.007149521855126295,0.005673511763546912,0.013346215510932458,0.0001036020176816213,0.9656292945146561,CYTOSOL,0.5644327402114868,CYTOSOL
P11142,0.921164870262146,0.0026204287039774954,0.0002836706368040294,0.002022265158643677,0.012442121239473636,0.005370402466269297,0.01619288159872667,0.014909483609699237,0.02446151123456719,0.0005322867960404487,0.921164870262146,CYTOSOL,0.5644327402114868,CYTOSOL
P07951-2,0.7738761827349663,0.00644852810228258,0.000570883563948299,0.0036869489952096046,0.04914405779709341,0.01324225275311619,0.015549234369245823,0.10347310339420801,0.03297009277934393,0.0010386954397532122,0.7738761827349663,CYTOSOL,0.5644327402114868,CYTOSOL
P04406,0.824905090034008,0.006497089324511762,0.001561405854948461,0.005001329050173808,0.02936266541655641,0.015154672357311938,0.025342420703964308,0.029441795872116927,0.06050562864845688,0.002227885813397279,0.824905090034008,CYTOSOL,0.5644327402114868,CYTOSOL
P52434-3,0.30014972761273384,0.01647979748668149,0.0070656851421517786,0.013469314435496926,0.03508446319028735,0.3606680706143379,0.05221790075302124,0.029030892299488187,0.1681622758624144,0.017671897425316274,0.3606680706143379,NUCLEUS/CHROMATIN,0.5644327402114868,unknown
P48739-2,0.9527259469032288,0.0009169414258227704,7.097965353161672e-05,0.0005591336237067424,0.006089842205597051,0.002619397320160033,0.007396264135195452,0.009466664018958681,0.02001670454411819,0.00013816316626671932,0.9527259469032288,CYTOSOL,0.5644327402114868,CYTOSOL
Q9H910,0.3697652667760849,0.035402435809373856,0.014830239451839589,0.027876144275069237,0.06496571470052004,0.20752589777112007,0.07439190987497568,0.05649895407259464,0.1210966546786949,0.027646772796288133,0.3697652667760849,CYTOSOL,0.5644327402114868,unknown
P14618,0.9239062964916229,0.00039234094814943887,5.4009279503731186e-05,0.00013314727185687047,0.002093795092491746,0.0022509285765295317,0.005456226192563918,0.003779325772484299,0.06184918549248697,8.480022953190336e-05,0.9239062964916229,CYTOSOL,0.5644327402114868,CYTOSOL
Q15819,0.9289141595363617,0.001815719462541665,0.000179899831958057,0.0015880080315753275,0.011641742632946261,0.005717653440797221,0.012016067596050561,0.014041185760561348,0.02371150288363566,0.0003741091582464273,0.9289141595363617,CYTOSOL,0.5644327402114868,CYTOSOL
P31947-2,0.9612886756658554,0.0009079545513788201,3.331385426336138e-05,0.0005099674144619648,0.005298349736193586,0.0016469710898796563,0.007904929198389254,0.011347976977063468,0.010982047099102592,7.977227075355985e-05,0.9612886756658554,CYTOSOL,0.5644327402114868,CYTOSOL
P05204,0.0019227058713795486,0.000587011797449577,0.0001210063349432744,0.0002769710577723572,0.004517752893207216,0.96938656270504,0.0008183613942946977,0.012653732996113831,0.007973232426309096,0.0017426989570594742,0.96938656270504,NUCLEUS/CHROMATIN,0.5644327402114868,NUCLEUS/CHROMATIN
P13693,0.003129339762381278,0.011565851455088705,0.017083402955904603,0.0025992352748289704,0.010404009401099756,0.19493951462209225,0.017582700005732477,0.008757191884797066,0.02095669083064422,0.7129820063710213,0.7129820063710213,RIBOSOME,0.5644327402114868,RIBOSOME
P50990,0.015594101045280695,0.0004989853396182298,0.001980395827558823,0.00015961320661972422,0.001099829976737965,0.03622372230711335,0.0021636642850353383,0.0003684456663108904,0.9363374561071396,0.005573745824221987,0.9363374561071396,PROTEASOME,0.5644327402114868,PROTEASOME
Q16555-2,0.8982548862695694,0.002064345832195613,0.00039977027954207767,0.0010577273685612454,0.008371917796466732,0.005689395481113024,0.015836934831895633,0.00842099205510749,0.059305209127686,0.0005988605128504076,0.8982548862695694,CYTOSOL,0.5644327402114868,CYTOSOL
Q92945,0.00019908633561271927,0.00026484983618502156,8.482575924517732e-05,5.293907145187404e-05,0.0006712009469538316,0.9861183017492294,0.0003027858620043844,0.0015629419867764227,0.0024290772098538582,0.008314047183375806,0.9861183017492294,NUCLEUS/CHROMATIN,0.5644327402114868,NUCLEUS/CHROMATIN
Q9UKY7,0.006624373825616203,0.003099320485489443,0.009307784610427916,0.0014453934527409729,0.007228545240650419,0.6518105529248714,0.00907751196064055,0.005732660734793171,0.2306705890223384,0.07500331162009388,0.6518105529248714,NUCLEUS/CHROMATIN,0.5644327402114868,NUCLEUS/CHROMATIN
P53999,0.2518542818725109,0.013255760073661804,0.0054359844034479465,0.01109599502524361,0.03535749623551965,0.42323947325348854,0.03564949240535498,0.03343227063305676,0.17422562115825713,0.01645364027353935,0.42323947325348854,NUCLEUS/CHROMATIN,0.5644327402114868,unknown
Q13404,0.9203007221221924,0.0018839891914126383,0.0003110908416290442,0.0015821901601213995,0.011782226654759143,0.004946819993733698,0.011270823557424592,0.011988356067377026,0.03544617497111879,0.0004876380035834238,0.9203007221221924,CYTOSOL,0.5644327402114868,CYTOSOL
Q8WW12,0.5280699543654919,0.02821871219202876,0.013831409873091616,0.014106882852502167,0.03919552080333233,0.056105793453752995,0.09130452293902636,0.020958791254088283,0.19061464600963518,0.017593739728908986,0.5280699543654919,CYTOSOL,0.5644327402114868,unknown
Q05639,0.0033087291376432404,0.010423974483273923,0.017741442541591823,0.002779931965051219,0.010381361847976223,0.24857337586581707,0.01806230074726045,0.0077666351571679115,0.029318090295419097,0.6516441479325294,0.6516441479325294,RIBOSOME,0.5644327402114868,RIBOSOME
P14868,0.016910324717173353,0.003468977738521062,0.020867570186965168,0.00033523947013236466,0.00312324809783604,0.019025412271730602,0.016416905098594725,0.0008431270227902132,0.7869708091020584,0.1320383680285886,0.7869708091020584,PROTEASOME,0.5644327402114868,PROTEASOME
P68104,0.019034097203984857,0.02234949986450374,0.019743362674489617,0.01262704748660326,0.02473765960894525,0.6327790915966034,0.03606316400691867,0.030625216430053115,0.08295775204896927,0.11908307299017906,0.6327790915966034,NUCLEUS/CHROMATIN,0.5644327402114868,NUCLEUS/CHROMATIN
P43487-2,0.9496105909347534,0.0008903143711300743,9.484319903274954e-05,0.0005374992002593615,0.0049709687785934875,0.0026712201577367978,0.008842321288511812,0.005862858628802314,0.026341944931327688,0.00017749340823119963,0.9496105909347534,CYTOSOL,0.5644327402114868,CYTOSOL
P09211,0.979160949587822,0.000303836139261604,8.772758512811466e-06,0.00016059018219252708,0.002436684505131126,0.0007119123591303733,0.003994046804308482,0.004478345510561255,0.008721620169467544,2.3280288371632706e-05,0.979160949587822,CYTOSOL,0.5644327402114868,CYTOSOL
Q15149-3,0.09508140943944454,0.050273447297513485,0.05125277489423752,0.0685375863686204,0.20024439319968224,0.164832079783082,0.05992797343060374,0.14308573864400387,0.09899041475728154,0.06777419708669186,0.20024439319968224,MITOCHONDRION,0.5644327402114868,unknown
P16152,0.9522154331207275,0.001046605304673598,6.264412698464512e-05,0.0008807002771877848,0.00848404207903286,0.0023344967930114535,0.007860581300974445,0.013891053866629477,0.0130900686160286,0.00013437651436153109,0.9522154331207275,CYTOSOL,0.5644327402114868,CYTOSOL
Q15149-4,0.07745878398418427,0.040942155523225665,0.06595064885914326,0.04385473299771547,0.16431166976690292,0.16208961140364408,0.059212776366621256,0.09037781972438097,0.1995711885392666,0.09623068105429411,0.1995711885392666,PROTEASOME,0.5644327402114868,unknown
