true_label,pred_label,pred_prob
Mitochondrion,Mitochondrion,0.9999998658895493
Mitochondrion,Mitochondrion,0.9999999850988388
Mitochondrion,Mitochondrion,0.9999999850988388
Mitochondrion,Mitochondrion,0.9542156159877777
Mitochondrion,Mitochondrion,0.999997079372406
Mitochondrion,Mitochondrion,0.9999941885471344
Mitochondrion,Mitochondrion,0.999999925494194
Mitochondrion,Mitochondrion,0.9999999552965164
Mitochondrion,Mitochondrion,0.9999999850988388
Mitochondrion,Mitochondrion,1.0000000149011612
Mitochondrion,Mitochondrion,0.9999999552965164
Mitochondrion,Mitochondrion,1.0000000149011612
Mitochondrion,Mitochondrion,0.9999999701976776
Mitochondrion,Mitochondrion,0.9999999105930328
Mitochondrion,Mitochondrion,0.9999999552965164
Mitochondrion,Mitochondrion,0.9999999850988388
Mitochondrion,Mitochondrion,0.9999998807907104
Mitochondrion,Mitochondrion,0.9999998658895493
Mitochondrion,Mitochondrion,0.9999998211860657
Mitochondrion,Mitochondrion,0.9999980032444
Mitochondrion,Mitochondrion,0.9999999403953552
Mitochondrion,Mitochondrion,0.9999999850988388
Mitochondrion,Mitochondrion,0.9999998658895493
Mitochondrion,Mitochondrion,0.9982293099164963
Mitochondrion,Mitochondrion,0.999999925494194
Mitochondrion,Mitochondrion,0.9999994486570358
Mitochondrion,Mitochondrion,0.9999990612268448
Mitochondrion,Mitochondrion,0.9999993443489075
Mitochondrion,Mitochondrion,0.9999990463256836
Mitochondrion,Mitochondrion,0.9999999552965164
Mitochondrion,Mitochondrion,0.9977842569351196
Mitochondrion,Mitochondrion,1.0000000149011612
Mitochondrion,Mitochondrion,0.9999999850988388
Mitochondrion,Mitochondrion,0.999995768070221
Mitochondrion,Mitochondrion,0.9999998211860657
Mitochondrion,Mitochondrion,0.9999924153089523
Mitochondrion,Mitochondrion,0.9999996572732925
Mitochondrion,Mitochondrion,0.9999965727329254
ER,ER,0.9832865595817566
ER,ER,0.8333209678530693
ER,ER,0.9997850656509399
ER,ER,0.9088501632213593
ER,ER,0.9971378147602081
ER,ER,0.9484859853982925
ER,ER,0.9812235236167908
ER,ER,0.9951962679624557
ER,ER_high_curvature,0.4813787378370762
ER,ER,0.9996960610151291
ER,ER,0.7149406298995018
ER,ER,0.9949708729982376
ER,ER,0.995888739824295
ER,ER,0.997672900557518
ER,ER,0.9996191263198853
ER,ER,0.979789987206459
ER,ER,0.9995787888765335
ER,Peroxisome,0.5407336354255676
ER,ER,0.9998493641614914
ER_high_curvature,Ergic/cisGolgi,0.7161855250597
ER_high_curvature,ER_high_curvature,0.5571112185716629
Golgi,Golgi,0.7930019646883011
Golgi,Golgi,0.9982951581478119
Golgi,Golgi,0.9298539608716965
Golgi,Golgi,0.9998926222324371
Golgi,Golgi,0.9999822229146957
Plasma membrane,Plasma membrane,0.9806496948003769
Plasma membrane,Plasma membrane,0.770501010119915
Plasma membrane,Plasma membrane,0.9879783093929291
Plasma membrane,Plasma membrane,0.7794927656650543
Plasma membrane,Plasma membrane,0.9795283228158951
Plasma membrane,Endosome,0.6778867170214653
Plasma membrane,Plasma membrane,0.978426530957222
Plasma membrane,Plasma membrane,0.982060045003891
Plasma membrane,Endosome,0.5399310197681189
Plasma membrane,Plasma membrane,0.6249441877007484
Plasma membrane,Plasma membrane,0.9791351705789566
Endosome,Plasma membrane,0.7510512545704842
Endosome,Endosome,0.9599387049674988
Endosome,Endosome,0.6952716261148453
Endosome,Endosome,0.8163792788982391
Endosome,Endosome,0.44604628533124924
Endosome,Large Protein Complex,0.677199199795723
Endosome,Golgi,0.7461835965514183
Endosome,Endosome,0.43177974596619606
Endosome,Large Protein Complex,0.5421645455062389
Endosome,Large Protein Complex,0.5393007099628448
Endosome,Large Protein Complex,0.5073900669813156
Endosome,Endosome,0.921504020690918
Endosome,Endosome,0.834345355629921
Endosome,Endosome,0.8404731899499893
Peroxisome,Peroxisome,0.9862185567617416
Peroxisome,Peroxisome,0.8844136744737625
Peroxisome,Peroxisome,0.8027029130607843
Peroxisome,Peroxisome,0.5971587637905031
Nuclear pore complex,Nuclear pore complex,0.9999990165233612
Nuclear pore complex,Nuclear pore complex,0.9999997764825821
Nuclear pore complex,Nuclear pore complex,0.9999999105930328
Nuclear pore complex,Nuclear pore complex,0.999888077378273
Ergic/cisGolgi,Ergic/cisGolgi,0.9072571843862534
Ergic/cisGolgi,Ergic/cisGolgi,0.8281266912817955
Ergic/cisGolgi,Ergic/cisGolgi,0.9345943331718445
Ergic/cisGolgi,Ergic/cisGolgi,0.9619237035512924
Lysosome,Lysosome,0.8486485667526722
Lysosome,Lysosome,0.9941194653511047
Lysosome,Lysosome,0.9986633211374283
Lysosome,Lysosome,0.9998170286417007
Lysosome,Lysosome,0.7768635377287865
Lysosome,Lysosome,0.9929688423871994
