Protein_ID,Cytosol,ER,Golgi,Mitochondrion,PM,Plastid,Ribosome,Vacuole,score,pred,cutoff,toppred
AT3G58460,4.11E-06,6.15E-05,0.997669116,1.27E-05,7.76E-06,0.002243093,1.22E-06,5.57E-07,0.997669116,Golgi,0.745320857,Golgi
AT3G53520,5.41E-06,6.29E-05,0.997528389,1.69E-05,6.46E-06,0.002377861,1.56E-06,6.18E-07,0.997528389,Golgi,0.745320857,Golgi
AT4G12650,4.24E-06,0.000178556,0.997321993,7.54E-06,4.84E-06,0.002482119,6.52E-07,7.21E-08,0.997321993,Golgi,0.745320857,Golgi
AT2G22795,1.25E-06,0.000626659,0.997100651,1.55E-05,1.40E-05,0.002240782,1.17E-06,3.30E-08,0.997100651,Golgi,0.745320857,Golgi
AT5G54830,5.33E-06,4.93E-05,0.996829286,2.24E-05,5.11E-06,0.003086852,1.22E-06,5.19E-07,0.996829286,Golgi,0.745320857,Golgi
AT3G07950,1.51E-05,0.00013039,0.99615781,3.50E-05,1.30E-05,0.003643123,3.98E-06,1.67E-06,0.99615781,Golgi,0.745320857,Golgi
AT2G28520,8.21E-06,0.000133191,0.99603264,2.34E-05,1.72E-05,0.003781262,2.86E-06,1.22E-06,0.99603264,Golgi,0.745320857,Golgi
AT3G62370,1.76E-05,0.000210412,0.99597767,2.17E-05,1.96E-05,0.003747255,4.12E-06,1.70E-06,0.99597767,Golgi,0.745320857,Golgi
AT1G31130,7.11E-06,0.000185561,0.995720521,1.99E-05,1.35E-05,0.004050849,2.15E-06,4.38E-07,0.995720521,Golgi,0.745320857,Golgi
AT3G24550,8.60E-07,0.995595291,8.42E-08,6.73E-07,0.001727232,3.39E-06,0.002672097,4.08E-07,0.995595291,ER,0.745320857,ER
AT4G34960,2.12E-05,0.000181842,0.99482289,2.64E-05,1.99E-05,0.004923962,2.57E-06,1.26E-06,0.99482289,Golgi,0.745320857,Golgi
AT5G10540,0.99470371,0.001031293,1.10E-05,7.97E-05,0.00013386,0.003780942,1.48E-05,0.000244635,0.99470371,Cytosol,0.745320857,Cytosol
AT5G42090,1.24E-05,7.93E-05,0.993967861,7.90E-05,1.38E-05,0.005844877,1.98E-06,8.37E-07,0.993967861,Golgi,0.745320857,Golgi
AT5G05170,1.71E-05,7.44E-05,0.992384672,0.000176532,1.82E-05,0.007323636,3.75E-06,1.71E-06,0.992384672,Golgi,0.745320857,Golgi
AT4G37690,2.66E-05,0.002145187,0.99213165,3.12E-05,6.91E-05,0.005582384,1.28E-05,1.01E-06,0.99213165,Golgi,0.745320857,Golgi
AT1G56330,5.35E-07,0.988539934,5.49E-07,8.58E-07,0.00871498,1.24E-05,0.002724973,5.72E-06,0.988539934,ER,0.745320857,ER
AT5G51400,1.82E-05,7.44E-05,0.98838082,0.000288786,7.87E-06,0.011225793,2.92E-06,1.15E-06,0.98838082,Golgi,0.745320857,Golgi
AT1G52780,9.83E-06,8.57E-05,0.988015458,0.000193058,9.44E-06,0.011685296,8.98E-07,3.39E-07,0.988015458,Golgi,0.745320857,Golgi
AT1G63770,0.986166984,0.001409658,5.28E-06,0.000774603,0.000399493,0.011188758,8.21E-06,4.71E-05,0.986166984,Cytosol,0.745320857,Cytosol
AT5G13360,0.986086711,0.000162261,7.73E-06,0.000307481,0.000134146,0.013282145,2.21E-06,1.74E-05,0.986086711,Cytosol,0.745320857,Cytosol
AT3G08640,5.61E-05,0.00029969,0.9859301,0.00036924,4.34E-05,0.013283404,1.17E-05,6.44E-06,0.9859301,Golgi,0.745320857,Golgi
AT4G17830,0.985873476,0.000975587,1.64E-05,0.000648199,0.000414069,0.011987268,1.40E-05,7.10E-05,0.985873476,Cytosol,0.745320857,Cytosol
AT2G20610,0.985159621,0.000278153,1.31E-05,0.000633378,0.000160978,0.013714629,6.62E-06,3.35E-05,0.985159621,Cytosol,0.745320857,Cytosol
AT5G13370,0.984279975,0.000506639,1.84E-05,0.000820953,0.000357325,0.013928726,1.28E-05,7.52E-05,0.984279975,Cytosol,0.745320857,Cytosol
AT3G20630,0.984164923,0.00051055,1.58E-05,0.001056093,0.000279011,0.013899588,1.87E-05,5.53E-05,0.984164923,Cytosol,0.745320857,Cytosol
AT4G36760,0.983682156,0.001465948,2.41E-05,0.001036067,0.000500155,0.013175747,2.03E-05,9.55E-05,0.983682156,Cytosol,0.745320857,Cytosol
AT1G77140,8.56E-05,0.000176141,0.983535007,0.000845703,5.50E-05,0.01522076,5.15E-05,3.03E-05,0.983535007,Golgi,0.745320857,Golgi
AT4G26550,3.49E-05,0.000165091,0.983018801,0.000337451,4.12E-05,0.016390257,7.82E-06,4.56E-06,0.983018801,Golgi,0.745320857,Golgi
AT3G24170,0.982179403,0.00115737,2.87E-05,0.001053398,0.000678136,0.014753803,2.47E-05,0.000124436,0.982179403,Cytosol,0.745320857,Cytosol
AT4G09320,0.982175454,0.00031906,1.72E-05,0.000746356,0.000205501,0.016486427,7.29E-06,4.27E-05,0.982175454,Cytosol,0.745320857,Cytosol
AT5G43940,0.981701225,0.000804636,3.31E-05,0.001178315,0.00054949,0.015582909,2.38E-05,0.000126628,0.981701225,Cytosol,0.745320857,Cytosol
AT3G19870,7.04E-07,0.98146382,5.92E-08,3.63E-07,0.006306214,7.81E-06,0.012217598,3.45E-06,0.98146382,ER,0.745320857,ER
AT5G42960,2.12E-05,0.000226709,0.981437892,0.000136959,2.95E-05,0.018140789,4.62E-06,2.43E-06,0.981437892,Golgi,0.745320857,Golgi
AT4G11820,0.980590045,0.001324941,3.44E-05,0.002094269,0.00078035,0.014923933,7.05E-05,0.000181521,0.980590045,Cytosol,0.745320857,Cytosol
AT1G17890,0.980253577,0.001126073,2.10E-05,0.001020388,0.00048679,0.017002483,1.74E-05,7.23E-05,0.980253577,Cytosol,0.745320857,Cytosol
AT3G29360,0.979796454,0.002376802,1.12E-05,0.00014833,0.000213823,0.01738998,2.19E-05,4.15E-05,0.979796454,Cytosol,0.745320857,Cytosol
AT5G17380,0.979782209,0.002566464,2.92E-05,0.00242897,0.000992633,0.013852612,8.25E-05,0.000265451,0.979782209,Cytosol,0.745320857,Cytosol
AT5G28840,0.97974731,0.001875603,4.03E-05,0.001033958,0.000680413,0.016438104,3.35E-05,0.000150846,0.97974731,Cytosol,0.745320857,Cytosol
AT2G41530,0.979031101,0.000332201,2.23E-05,0.000624347,0.000330398,0.019597649,7.25E-06,5.48E-05,0.979031101,Cytosol,0.745320857,Cytosol
AT1G55130,1.63E-05,5.95E-05,0.978086203,9.63E-05,6.11E-06,0.021734715,5.69E-07,3.07E-07,0.978086203,Golgi,0.745320857,Golgi
AT3G02520,0.000128257,0.000805376,0.975342512,0.001317129,2.80E-05,0.022372648,4.62E-06,1.48E-06,0.975342512,Golgi,0.745320857,Golgi
AT1G30230,0.974500641,0.003783615,2.43E-05,0.001489312,0.000866075,0.019219039,3.06E-05,8.65E-05,0.974500641,Cytosol,0.745320857,Cytosol
AT2G38860,0.973699257,0.001656285,7.38E-05,0.003510761,0.000741478,0.019975763,9.52E-05,0.000247411,0.973699257,Cytosol,0.745320857,Cytosol
AT1G80460,0.973352164,0.002008831,6.71E-05,0.001968111,0.001510889,0.020719288,6.95E-05,0.000304118,0.973352164,Cytosol,0.745320857,Cytosol
AT5G56680,0.971795812,0.00121837,6.00E-05,0.002974693,0.000783814,0.022930247,4.42E-05,0.000192813,0.971795812,Cytosol,0.745320857,Cytosol
AT3G49870,0.000202653,0.001466789,4.54E-05,8.28E-05,0.023925684,0.000134183,0.003530538,0.9706119,0.9706119,Vacuole,0.745320857,Vacuole
AT2G38040,0.000374382,0.006924225,0.017136714,0.007165925,0.000327471,0.968065515,5.28E-06,4.97E-07,0.968065515,Plastid,0.745320857,Plastid
AT5G43100,9.29E-06,7.13E-05,0.967366979,0.003478886,2.38E-05,0.029045395,3.14E-06,1.23E-06,0.967366979,Golgi,0.745320857,Golgi
AT1G09330,0.000168703,0.009041098,0.966533691,0.000320615,0.000979884,0.02283895,0.000102434,1.46E-05,0.966533691,Golgi,0.745320857,Golgi
AT5G39570,0.965917632,0.004195641,8.37E-05,0.004004846,0.002100874,0.02310027,0.000136595,0.000460381,0.965917632,Cytosol,0.745320857,Cytosol
AT3G13090,0.000232032,0.000767925,1.34E-05,9.93E-05,0.02225906,0.000100035,0.010794868,0.965733409,0.965733409,Vacuole,0.745320857,Vacuole
AT3G54150,0.012179243,4.02E-05,1.54E-05,0.022265725,4.16E-05,0.96545738,1.55E-07,3.14E-07,0.96545738,Plastid,0.745320857,Plastid
AT5G36210,0.965337247,0.000460922,2.70E-05,0.0012229,0.000460004,0.03242505,7.95E-06,5.90E-05,0.965337247,Cytosol,0.745320857,Cytosol
AT5G40480,0.000130291,0.001155331,0.963952601,0.000965484,0.000445629,0.033264605,5.63E-05,2.97E-05,0.963952601,Golgi,0.745320857,Golgi
AT4G13180,0.96373646,0.001305949,7.69E-05,0.003814489,0.001221503,0.029522996,7.66E-05,0.000245047,0.96373646,Cytosol,0.745320857,Cytosol
AT1G28340,0.000203756,0.001382843,0.963345304,0.000610454,0.000339449,0.034028781,5.58E-05,3.36E-05,0.963345304,Golgi,0.745320857,Golgi
AT2G47650,1.13E-05,2.57E-05,0.959750891,0.004558279,1.03E-05,0.035641572,1.44E-06,5.95E-07,0.959750891,Golgi,0.745320857,Golgi
AT4G34230,0.959603369,0.000918221,5.32E-05,0.002065711,0.000783028,0.036400354,3.64E-05,0.000139753,0.959603369,Cytosol,0.745320857,Cytosol
AT1G42960,0.000426187,0.000394182,0.010722959,0.029434457,0.00020106,0.958809257,7.80E-06,4.09E-06,0.958809257,Plastid,0.745320857,Plastid
AT5G09400,0.00035006,0.001964001,3.36E-05,0.00035972,0.014273132,0.000388891,0.023855678,0.95877488,0.95877488,Vacuole,0.745320857,Vacuole
AT1G09640,0.958705068,0.005268646,8.37E-05,0.00463679,0.004100359,0.026448915,0.000178613,0.000577971,0.958705068,Cytosol,0.745320857,Cytosol
AT5G44790,0.000921818,0.002414857,0.958130866,0.003597734,0.001724271,0.029313997,0.001498347,0.002398091,0.958130866,Golgi,0.745320857,Golgi
AT4G27870,0.000303332,0.001854979,6.13E-05,0.000120027,0.033827318,0.000167349,0.005720379,0.957945332,0.957945332,Vacuole,0.745320857,Vacuole
AT5G54510,0.956942484,0.01191525,9.17E-05,0.003095315,0.00630661,0.020553132,0.00031532,0.000780119,0.956942484,Cytosol,0.745320857,Cytosol
AT3G44320,0.956799611,0.001252159,0.0001353,0.008842011,0.001133322,0.031387963,0.000108413,0.00034129,0.956799611,Cytosol,0.745320857,Cytosol
AT4G28440,0.95633857,0.002588208,9.47E-05,0.003589023,0.002127081,0.034801629,0.000123621,0.000337242,0.95633857,Cytosol,0.745320857,Cytosol
AT3G18860,0.955559105,0.001095236,1.26E-05,0.002757084,0.000140881,0.040431839,1.29E-06,2.06E-06,0.955559105,Cytosol,0.745320857,Cytosol
AT3G54300,7.58E-05,0.025758783,0.954830289,0.000104859,0.001483194,0.017656028,8.52E-05,5.90E-06,0.954830289,Golgi,0.745320857,Golgi
AT5G56350,0.954336792,0.002285649,9.87E-05,0.004896546,0.001930009,0.036069447,7.25E-05,0.000310335,0.954336792,Cytosol,0.745320857,Cytosol
AT3G12010,0.000219411,0.017836891,2.97E-06,0.000655765,0.011358463,0.000293308,0.951073468,0.018559727,0.951073468,Ribosome,0.745320857,Ribosome
AT2G31390,0.950849146,0.000911809,0.000130788,0.005036969,0.000952912,0.04181195,6.92E-05,0.000237309,0.950849146,Cytosol,0.745320857,Cytosol
AT2G39310,0.950820774,0.000719929,9.32E-05,0.003190547,0.000729524,0.044246812,3.92E-05,0.000160001,0.950820774,Cytosol,0.745320857,Cytosol
AT3G02360,0.949005827,0.009682688,0.000100937,0.008439199,0.006692279,0.024703982,0.000366472,0.001008571,0.949005827,Cytosol,0.745320857,Cytosol
AT2G30930,0.000274995,0.002618863,5.27E-05,0.000134789,0.037965072,0.00020732,0.009956115,0.948790133,0.948790133,Vacuole,0.745320857,Vacuole
AT2G47130,0.947097972,0.006913774,0.000140183,0.012419284,0.003622111,0.028213279,0.000494515,0.001098849,0.947097972,Cytosol,0.745320857,Cytosol
AT3G11930,0.000137674,0.023493045,1.96E-05,0.000584384,0.02491253,0.000275272,0.946542993,0.004034478,0.946542993,Ribosome,0.745320857,Ribosome
AT4G15530,0.945313767,0.004758091,6.34E-05,0.008222556,0.002939934,0.038238066,0.000115126,0.000349099,0.945313767,Cytosol,0.745320857,Cytosol
AT1G14610,0.945063144,0.004323538,0.000129301,0.016781096,0.002943802,0.02960233,0.000507768,0.000648971,0.945063144,Cytosol,0.745320857,Cytosol
AT5G19510,0.94496499,0.012793581,0.000117075,0.006124168,0.004976614,0.029156618,0.000792917,0.001074028,0.94496499,Cytosol,0.745320857,Cytosol
AT3G42050,0.000396321,0.002150801,9.64E-05,0.000206748,0.044477173,0.000275136,0.007731421,0.944665954,0.944665954,Vacuole,0.745320857,Vacuole
AT5G05520,0.000694488,0.000127117,0.000135173,0.944553509,0.000118226,0.054287763,5.33E-05,3.05E-05,0.944553509,Mitochondrion,0.745320857,Mitochondrion
AT1G20950,0.943879008,0.011910443,0.000192234,0.007733139,0.005641153,0.027971124,0.001014132,0.00165885,0.943879008,Cytosol,0.745320857,Cytosol
AT1G49760,0.943813339,0.013757912,0.000106699,0.007930215,0.005490986,0.0263995,0.001055217,0.001446086,0.943813339,Cytosol,0.745320857,Cytosol
AT3G56820,6.02E-05,0.000485746,0.943805128,0.000545165,8.83E-05,0.05499843,1.19E-05,5.07E-06,0.943805128,Golgi,0.745320857,Golgi
AT3G02770,0.943245202,0.005765981,0.000125424,0.007959545,0.004029143,0.037895915,0.000345782,0.00063298,0.943245202,Cytosol,0.745320857,Cytosol
AT5G57655,1.57E-05,0.024191493,1.02E-06,0.000534047,0.031666155,0.000106133,0.943078607,0.000406907,0.943078607,Ribosome,0.745320857,Ribosome
AT5G58290,0.007517718,0.001197693,0.000390913,0.941995785,0.002171428,0.042664612,0.003818171,0.00024364,0.941995785,Mitochondrion,0.745320857,Mitochondrion
AT4G02500,9.37E-06,0.000414091,0.941473022,0.001956318,1.90E-05,0.056125477,2.60E-06,9.41E-08,0.941473022,Golgi,0.745320857,Golgi
AT1G25570,0.000711277,0.003554709,0.940083966,0.00367411,0.0020832,0.04931231,0.000374084,0.000206329,0.940083966,Golgi,0.745320857,Golgi
AT5G64250,0.939413428,0.001179431,5.17E-05,0.003262467,0.001174121,0.054729855,3.82E-05,0.000150708,0.939413428,Cytosol,0.745320857,Cytosol
AT1G12840,0.000569378,0.003315375,8.65E-05,0.000352631,0.031540525,0.000440278,0.025050938,0.938644424,0.938644424,Vacuole,0.745320857,Vacuole
AT1G07960,4.46E-05,0.93852587,0.00014142,0.000132806,0.056619336,0.000694995,0.003795387,4.57E-05,0.93852587,ER,0.745320857,ER
AT5G43830,0.93552807,0.000753259,9.30E-05,0.004277954,0.000981315,0.058152654,4.00E-05,0.00017372,0.93552807,Cytosol,0.745320857,Cytosol
AT5G51570,0.000704391,0.003257651,0.000159178,0.000260902,0.053087275,0.000445635,0.006950164,0.935134813,0.935134813,Vacuole,0.745320857,Vacuole
AT1G56070,0.934616968,0.001752433,0.000192386,0.009597231,0.001972105,0.051255953,0.000191381,0.00042161,0.934616968,Cytosol,0.745320857,Cytosol
AT1G54100,0.934069186,0.007580985,0.000227687,0.017058783,0.003434729,0.03430989,0.001062856,0.002255964,0.934069186,Cytosol,0.745320857,Cytosol
AT5G15490,0.933763042,0.005349219,7.76E-05,0.009159688,0.002378694,0.048724473,0.000222003,0.000325278,0.933763042,Cytosol,0.745320857,Cytosol
AT2G30870,0.932335868,0.004029351,8.58E-05,0.005718013,0.002006317,0.055462477,0.000148827,0.000213412,0.932335868,Cytosol,0.745320857,Cytosol
AT5G15350,4.22E-05,0.931065664,0.020221813,4.73E-05,0.041727284,0.001366137,0.005485347,4.42E-05,0.931065664,ER,0.745320857,ER
AT4G09720,0.00050341,0.003041825,0.000142664,0.000245651,0.060608704,0.000495522,0.004636005,0.930326238,0.930326238,Vacuole,0.745320857,Vacuole
AT1G69460,0.000253369,0.929849803,0.029455141,0.00039864,0.02552134,0.013583811,0.000889884,4.80E-05,0.929849803,ER,0.745320857,ER
AT3G14680,0.00062135,0.039259463,7.35E-05,0.000670775,0.019909488,0.000624275,0.929390058,0.009451053,0.929390058,Ribosome,0.745320857,Ribosome
AT3G19770,0.927317888,0.000701928,5.05E-05,0.002095332,0.000480671,0.069294998,1.19E-05,4.67E-05,0.927317888,Cytosol,0.745320857,Cytosol
AT5G66120,0.066599885,0.000184473,1.06E-05,0.006759122,6.54E-05,0.926380381,3.79E-08,6.32E-08,0.926380381,Plastid,0.745320857,Plastid
AT2G31610,0.000142329,0.010019751,3.26E-05,0.000451784,0.034010047,0.000263634,0.9262871,0.028792833,0.9262871,Ribosome,0.745320857,Ribosome
AT4G27450,0.921898395,0.000969613,0.000149931,0.008301609,0.001111567,0.067284734,7.25E-05,0.000211718,0.921898395,Cytosol,0.745320857,Cytosol
AT3G44300,0.919374093,0.011511158,0.00015917,0.012022655,0.006271653,0.04493529,0.003603013,0.002123008,0.919374093,Cytosol,0.745320857,Cytosol
AT3G03520,0.000995118,0.004857873,0.000267934,0.000483019,0.061186626,0.000714319,0.012578744,0.918916345,0.918916345,Vacuole,0.745320857,Vacuole
AT5G51970,0.917968452,0.001330533,4.34E-05,0.006838167,0.000808419,0.072878707,3.04E-05,0.000101892,0.917968452,Cytosol,0.745320857,Cytosol
AT4G13850,0.000559125,0.000152701,0.001775942,0.91766803,0.000223282,0.079517624,7.42E-05,2.91E-05,0.91766803,Mitochondrion,0.745320857,Mitochondrion
AT2G38020,0.002280951,0.002798384,0.000227304,0.001210522,0.058049787,0.001265574,0.016635627,0.917531803,0.917531803,Vacuole,0.745320857,Vacuole
AT2G18110,0.917021155,0.005908802,8.55E-05,0.002822494,0.001745756,0.072279183,2.08E-05,0.000116335,0.917021155,Cytosol,0.745320857,Cytosol
AT3G13460,0.000170552,3.38E-06,7.80E-06,0.083851244,1.15E-06,0.91596587,7.03E-09,2.04E-09,0.91596587,Plastid,0.745320857,Plastid
AT5G41280,0.000205507,0.915291563,0.001261078,0.000241987,0.070357849,0.001683216,0.010661533,0.000297286,0.915291563,ER,0.745320857,ER
AT2G19590,0.91508007,0.000322003,2.38E-05,0.000879185,0.000225519,0.083456491,1.50E-06,1.14E-05,0.91508007,Cytosol,0.745320857,Cytosol
AT1G50940,0.000640743,6.11E-05,0.00024866,0.91448395,0.0001372,0.084408033,1.44E-05,5.96E-06,0.91448395,Mitochondrion,0.745320857,Mitochondrion
AT5G06580,0.000854933,3.37E-05,0.00010742,0.913993359,6.90E-05,0.08493131,7.91E-06,2.45E-06,0.913993359,Mitochondrion,0.745320857,Mitochondrion
AT3G18820,7.26E-05,0.004571811,1.86E-05,0.000350523,0.045309481,0.000167061,0.913860261,0.035649669,0.913860261,Ribosome,0.745320857,Ribosome
AT1G57720,0.911982328,0.02775601,0.000149033,0.008400304,0.017921167,0.029949231,0.001155507,0.002686414,0.911982328,Cytosol,0.745320857,Cytosol
AT3G52930,0.910843402,0.014619364,0.000175598,0.023626942,0.007082389,0.041262906,0.000758686,0.001630702,0.910843402,Cytosol,0.745320857,Cytosol
AT3G62700,0.001272644,0.011163019,0.000122768,0.000628961,0.053296465,0.000948822,0.022683864,0.909883469,0.909883469,Vacuole,0.745320857,Vacuole
AT1G77120,0.908910602,0.004697344,0.000354783,0.021114653,0.004422551,0.058532001,0.000569474,0.00139863,0.908910602,Cytosol,0.745320857,Cytosol
AT1G53210,0.000757255,0.006248095,0.000217644,0.000325495,0.072028017,0.000532195,0.011578705,0.908312574,0.908312574,Vacuole,0.745320857,Vacuole
AT1G75330,0.01238409,7.18E-05,8.95E-05,0.079235555,0.00012254,0.908091232,2.38E-06,2.94E-06,0.908091232,Plastid,0.745320857,Plastid
AT2G34310,2.89E-05,0.00412839,6.22E-07,2.32E-05,0.008838592,2.62E-05,0.078890131,0.908063948,0.908063948,Vacuole,0.745320857,Vacuole
AT1G17290,0.908035025,0.00170208,0.000141087,0.010108197,0.002189628,0.077429533,8.70E-05,0.000307407,0.908035025,Cytosol,0.745320857,Cytosol
AT1G78380,0.907091081,0.003163183,0.000274977,0.017031373,0.002204212,0.069541941,0.000277959,0.000415295,0.907091081,Cytosol,0.745320857,Cytosol
AT1G02816,0.002971809,0.024085237,0.003150437,0.042878531,0.021085963,0.905755028,5.42E-05,1.88E-05,0.905755028,Plastid,0.745320857,Plastid
AT5G48230,0.905468702,0.031258872,0.000119813,0.01548666,0.016512833,0.027953123,0.001200157,0.001999886,0.905468702,Cytosol,0.745320857,Cytosol
AT3G61440,0.001477912,0.000143059,0.001353729,0.903689593,0.000159796,0.093095663,5.10E-05,2.92E-05,0.903689593,Mitochondrion,0.745320857,Mitochondrion
AT2G37760,0.903423682,0.002854572,0.000169612,0.013220538,0.001535203,0.078409076,8.18E-05,0.000305613,0.903423682,Cytosol,0.745320857,Cytosol
AT5G41970,0.902363241,0.00243964,6.15E-05,0.012964321,0.002312544,0.079541023,7.78E-05,0.000239991,0.902363241,Cytosol,0.745320857,Cytosol
AT5G19140,0.081315311,5.38E-05,1.30E-05,0.017069121,5.80E-05,0.901489481,4.43E-07,7.80E-07,0.901489481,Plastid,0.745320857,Plastid
AT4G14030,0.900583178,0.000315368,2.99E-05,0.001993339,0.000189911,0.096856697,4.94E-06,2.66E-05,0.900583178,Cytosol,0.745320857,Cytosol
AT4G33090,0.898140997,0.001458882,9.88E-05,0.009774985,0.001532527,0.088758688,4.14E-05,0.000193766,0.898140997,Cytosol,0.745320857,Cytosol
AT4G38350,0.000793309,0.005466898,0.000199713,0.000319633,0.085537461,0.000575784,0.010346963,0.89676024,0.89676024,Vacuole,0.745320857,Vacuole
AT2G38760,0.00097191,0.057782368,2.77E-05,0.006744199,0.033542532,0.001864533,0.896221012,0.002845727,0.896221012,Ribosome,0.745320857,Ribosome
AT5G65750,0.001474452,0.000137205,0.001306782,0.896066904,0.000170583,0.100755249,5.68E-05,3.21E-05,0.896066904,Mitochondrion,0.745320857,Mitochondrion
AT2G32060,0.000140576,0.065615869,2.06E-05,0.000731846,0.035122251,0.000332305,0.895598099,0.00243844,0.895598099,Ribosome,0.745320857,Ribosome
AT3G08590,0.000221982,0.021475323,0.001581749,0.080328781,0.001782578,0.894579455,8.91E-06,2.13E-05,0.894579455,Plastid,0.745320857,Plastid
AT1G01800,0.894378021,0.000615171,8.59E-05,0.004976482,0.00072885,0.099084879,2.52E-05,0.00010553,0.894378021,Cytosol,0.745320857,Cytosol
AT3G55410,0.001980221,0.000294984,0.003481557,0.894362807,0.000433677,0.099231889,0.000141748,7.31E-05,0.894362807,Mitochondrion,0.745320857,Mitochondrion
AT2G01690,0.000158552,0.007825788,1.55E-05,0.000791144,0.016714237,0.000325719,0.893572003,0.080597016,0.893572003,Ribosome,0.745320857,Ribosome
AT5G03630,0.891324461,0.000468752,6.61E-05,0.004028715,0.000646081,0.103371182,1.65E-05,7.82E-05,0.891324461,Cytosol,0.745320857,Cytosol
AT5G58710,6.56E-05,0.891115814,0.000248693,8.34E-05,0.094686541,0.00048166,0.013123198,0.000195115,0.891115814,ER,0.745320857,ER
AT3G21250,0.000916539,0.002933112,3.74E-05,0.001381038,0.064518183,0.000599519,0.038514689,0.891099557,0.891099557,Vacuole,0.745320857,Vacuole
AT3G19420,0.00255304,0.003241873,0.890320912,0.015148446,0.00149519,0.086363141,0.00057876,0.00029865,0.890320912,Golgi,0.745320857,Golgi
AT3G12500,0.889734358,0.008174439,0.000595037,0.020043679,0.009184105,0.070328926,0.00061048,0.00132896,0.889734358,Cytosol,0.745320857,Cytosol
AT2G24420,6.04E-05,0.888098016,0.000471856,0.000191273,0.101789977,0.000804115,0.008492758,9.16E-05,0.888098016,ER,0.745320857,ER
AT4G26690,4.88E-05,0.887954682,0.000161736,0.000111163,0.105576503,0.000562167,0.00549651,8.84E-05,0.887954682,ER,0.745320857,ER
AT4G32410,0.000258637,0.000858524,0.041998281,0.066804869,0.003823042,0.886241317,7.82E-06,7.49E-06,0.886241317,Plastid,0.745320857,Plastid
AT5G18170,0.00152071,0.000611882,0.012992237,0.886209071,0.00060799,0.097619375,0.000297151,0.000141622,0.886209071,Mitochondrion,0.745320857,Mitochondrion
AT3G25230,0.885264263,0.002121487,0.000313287,0.009246073,0.002440746,0.100148107,9.00E-05,0.000376041,0.885264263,Cytosol,0.745320857,Cytosol
AT1G71860,0.885115504,0.002188257,0.000495051,0.013716063,0.002227732,0.095601653,0.000172978,0.000482705,0.885115504,Cytosol,0.745320857,Cytosol
AT5G56030,0.883852869,0.001688266,0.000479233,0.013177252,0.001402003,0.09892771,0.000103688,0.000368967,0.883852869,Cytosol,0.745320857,Cytosol
AT4G09000,0.00151159,0.000338898,0.001519534,0.88323088,0.000323924,0.112928099,0.000100652,4.65E-05,0.88323088,Mitochondrion,0.745320857,Mitochondrion
AT5G10860,0.001745621,0.000448046,0.007479981,0.88185516,0.000294182,0.107991098,0.000121335,6.46E-05,0.88185516,Mitochondrion,0.745320857,Mitochondrion
AT5G62200,0.000882041,0.00478491,0.000194629,0.000387876,0.104353806,0.000604991,0.007388767,0.881402969,0.881402969,Vacuole,0.745320857,Vacuole
AT5G25754,0.000241936,0.002830501,4.02E-06,0.022085721,0.04772803,0.000454819,0.879285835,0.047369165,0.879285835,Ribosome,0.745320857,Ribosome
