true_label,pred_label,pred_prob
NUCLEUS/CHROMATIN,NUCLEUS/CHROMATIN,0.9969977289438248
NUCLEUS/CHROMATIN,NUCLEUS/CHROMATIN,0.9980881363153458
NUCLEUS/CHROMATIN,NUCLEUS/CHROMATIN,0.9959489852190018
NUCLEUS/CHROMATIN,NUCLEUS/CHROMATIN,0.9198428243398666
NUCLEUS/CHROMATIN,NUCLEUS/CHROMATIN,0.9877205491065979
NUCLEUS/CHROMATIN,NUCLEUS/CHROMATIN,0.9874157905578613
NUCLEUS/CHROMATIN,NUCLEUS/CHROMATIN,0.9973267614841461
NUCLEUS/CHROMATIN,NUCLEUS/CHROMATIN,0.9913115352392197
MITOCHONDRION,MITOCHONDRION,0.974095344543457
MITOCHONDRION,MITOCHONDRION,0.986321359872818
MITOCHONDRION,MITOCHONDRION,0.9119914621114731
MITOCHONDRION,MITOCHONDRION,0.9835450649261475
MITOCHONDRION,MITOCHONDRION,0.6543811392039061
MITOCHONDRION,MITOCHONDRION,0.9677209705114365
MITOCHONDRION,MITOCHONDRION,0.9774399697780609
MITOCHONDRION,MITOCHONDRION,0.982738584280014
MITOCHONDRION,MITOCHONDRION,0.9339457154273987
MITOCHONDRION,MITOCHONDRION,0.9765293300151825
MITOCHONDRION,MITOCHONDRION,0.9875771850347519
MITOCHONDRION,MITOCHONDRION,0.9859477579593658
MITOCHONDRION,MITOCHONDRION,0.9799048751592636
MITOCHONDRION,MITOCHONDRION,0.9811141043901443
MITOCHONDRION,MITOCHONDRION,0.975143164396286
MITOCHONDRION,MITOCHONDRION,0.9853400886058807
MITOCHONDRION,MITOCHONDRION,0.9674866050481796
MITOCHONDRION,MITOCHONDRION,0.9876239746809006
MITOCHONDRION,MITOCHONDRION,0.9771793186664581
MITOCHONDRION,MITOCHONDRION,0.981515496969223
MITOCHONDRION,MITOCHONDRION,0.966529369354248
MITOCHONDRION,MITOCHONDRION,0.9854763746261597
MITOCHONDRION,MITOCHONDRION,0.9792204946279526
MITOCHONDRION,MITOCHONDRION,0.9754830896854401
MITOCHONDRION,MITOCHONDRION,0.9770933836698532
PROTEASOME,PROTEASOME,0.9976060688495636
PROTEASOME,PROTEASOME,0.9963185787200928
PROTEASOME,PROTEASOME,0.9972791522741318
PROTEASOME,PROTEASOME,0.9974991530179977
PROTEASOME,PROTEASOME,0.9953359365463257
PROTEASOME,PROTEASOME,0.9976460486650467
CYTOSOL,CYTOSOL,0.9975829869508743
CYTOSOL,CYTOSOL,0.9961578100919724
CYTOSOL,CYTOSOL,0.9976481795310974
CYTOSOL,CYTOSOL,0.9956710636615753
CYTOSOL,CYTOSOL,0.9227393418550491
CYTOSOL,CYTOSOL,0.9975104928016663
CYTOSOL,CYTOSOL,0.9970142841339111
CYTOSOL,CYTOSOL,0.9975307285785675
CYTOSOL,CYTOSOL,0.9697128981351852
CYTOSOL,CYTOSOL,0.9974812716245651
GA,GA,0.9722935557365417
GA,GA,0.9569951742887497
GA,GA,0.9595649689435959
GA,GA,0.9591376781463623
GA,GA,0.9441284537315369
GA,GA,0.9681047201156616
GA,GA,0.9695806801319122
PEROXISOME,PEROXISOME,0.9678284972906113
PEROXISOME,ER,0.7886334173381329
PEROXISOME,PEROXISOME,0.9246815145015717
LYSOSOME,LYSOSOME,0.9534063190221786
LYSOSOME,LYSOSOME,0.6813655719161034
LYSOSOME,LYSOSOME,0.8509606868028641
LYSOSOME,LYSOSOME,0.8985971957445145
LYSOSOME,LYSOSOME,0.9587596356868744
LYSOSOME,LYSOSOME,0.926557183265686
LYSOSOME,LYSOSOME,0.9526054561138153
