,FS1.A.A431,FS1.B.A431,FS2.A.A431,FS2.B.A431,FP1.A.A431,FP1.B.A431,FP2.A.A431,FP2.B.A431,FP3.A.A431,FP3.B.A431,markers
ABHD4,0.00017003417498261274,0.00016937898570406758,8.917797044389055e-05,9.740671938457514e-05,7.040356613086662e-05,7.068040872209546e-05,9.209962475222612e-05,8.876937207074938e-05,7.197562764934344e-05,7.261507589956868e-05,unknown
ABHD5,5.7442601212715805e-05,5.732206561613394e-05,6.1738157122053e-05,5.87053301719302e-05,7.853822819072645e-05,8.467322676204478e-05,0.00018201370355445744,0.0001771607899441338,0.00011609893039889727,0.0001267110490758351,unknown
ABHD6,5.530219520196699e-05,5.0131865327538314e-05,5.5675455036332105e-05,4.9866771667908426e-05,0.00014436667123301708,0.0001462220305587144,9.443123957449148e-05,0.00010503415778983214,0.00014525780191749726,0.00016482857478737408,"ER, peroxisome"
ABHD8,0.0002458851471437267,0.00018141878844564244,8.891828302975875e-05,9.16164895757631e-05,5.33080314606713e-05,4.394242307397443e-05,7.99886802871684e-05,7.506405523162803e-05,5.9918305580292676e-05,6.259864337349681e-05,unknown
ABI1,0.0001242421050498241,0.000142220998350143,0.00010207225982036063,0.00010332352372449505,7.689341894794228e-05,7.926962439993036e-05,9.348189868826596e-05,9.944557958925375e-05,9.088252733810972e-05,9.015427791774098e-05,unknown
ABI2,0.00015065698608482175,0.0001722945872922699,9.098398833457554e-05,0.00010023745003608566,6.910707479672228e-05,6.596565844375397e-05,9.698612530516147e-05,8.851305739208433e-05,7.904960799519291e-05,8.020305881260404e-05,unknown
ABI3BP,7.551614247282843e-05,9.856079517044413e-05,0.00014148273651117349,0.00015181509550190402,0.00010859934227236649,0.00010083346093879607,8.005889339445596e-05,8.662095934927607e-05,7.941257313828704e-05,0.00010122461221663944,unknown
ABL1,0.0001820296517362108,0.00016222236065422882,0.00010878048928933003,0.0001172171740449738,7.273076533236834e-05,7.446617070755177e-05,7.34963570176708e-05,7.351263770261189e-05,7.095695761509951e-05,6.30488613045402e-05,Cytosol_2
ABL2,0.00021699097232206961,0.00024706303077273874,9.406374166824839e-05,9.601686816684635e-05,5.069861942848465e-05,5.628091130568369e-05,6.0175194214315554e-05,6.223560571619669e-05,5.088825100984105e-05,4.7407879792601255e-05,Cytosol_3
ABLIM1,8.302554800432719e-05,8.516221442649495e-05,0.00010854154821149003,0.00010910716229292423,0.000117136488260835,0.00011700440979069989,0.0001306332509809193,0.00012667500267569701,7.053260385774214e-05,6.619841343579712e-05,unknown
ABLIM2,0.00016275673485203018,0.00015544885913881148,0.0001291406760848041,0.00015238711088550187,6.95947335418075e-05,7.126542115858952e-05,7.630335851800607e-05,7.30817391021872e-05,5.8029368666298616e-05,5.884776820804523e-05,unknown
ABLIM3,4.7991964074768004e-05,4.9574486920028396e-05,9.372838930439866e-05,9.526226986012362e-05,0.00016008910781865378,0.00015413497970506517,0.00013361435245006788,0.00013779260067442253,7.528823330176105e-05,7.307744494519688e-05,unknown
ABO,4.999332062961617e-05,5.1390743016169486e-05,6.447524825804262e-05,6.647323300757555e-05,8.431942845525437e-05,8.350675587779542e-05,0.000134295783686706,0.00012505750819955257,0.00015939444691045885,0.00018729076236400705,unknown
ABR,0.00021500865911546065,0.00022061501843402746,9.368147109039743e-05,9.551848771052036e-05,5.8078242740269666e-05,6.263375213659883e-05,6.231300207145783e-05,6.375588032543865e-05,5.666609140755136e-05,5.664975311843536e-05,Cytosol_1
ABRACL,0.00035547128795587117,0.00033890736925278,7.979768417341891e-05,7.597059595021056e-05,2.4500338481587156e-05,2.230373179650483e-05,1.901879042166903e-05,1.5456959765871174e-05,1.1206681166499939e-05,1.388398975063296e-05,Cytosol_4
ABT1,7.176632749116024e-05,7.479659155635865e-05,6.329399456092382e-05,5.752804042278963e-05,0.00015831657918273436,0.00015836605460027,8.11424942096373e-05,8.922900455182182e-05,0.00013009497803452525,0.00012700528812892826,Nucleus (Nucleolus)
ABTB1,0.0001279159564649076,0.00011489732827759122,0.00011878629379216457,0.00011278058612497157,8.818228262578129e-05,7.786502129680294e-05,8.24107931249875e-05,8.754815531760083e-05,0.00010224216891827072,9.609412399015646e-05,unknown
ABTB2,0.00015596705296404726,0.00015884089594650272,0.00011336779710357099,0.0001175313929805155,6.829763224650705e-05,7.65683040575243e-05,7.347322614655476e-05,7.447922659072733e-05,8.501770054437211e-05,7.804537379574028e-05,unknown
ACAA1,4.6317358141661907e-05,4.7302055207040296e-05,7.439653363700042e-05,7.163158944835298e-05,9.447101913807021e-05,9.098660482191227e-05,0.0001566878985722623,0.0001645691397329269,0.0001312087417720115,0.00013049562761983536,unknown
ACAA2,4.576713616357701e-05,4.915716260993459e-05,0.00011201651112328606,0.0001294325325163029,0.00011788637204462355,0.00011976609977905912,0.00018987805458140983,0.00016132115261683738,4.946475695353364e-05,4.547445422900529e-05,unknown
ACACA,0.00018244634227794907,0.00018817527506443264,0.00011098301644635063,9.823471450196918e-05,7.263526450952818e-05,6.911898477527363e-05,6.183653119254143e-05,6.505082660805498e-05,7.378925402323667e-05,7.213202370866843e-05,unknown
ACAD10,5.547257417848955e-05,4.835206323354787e-05,9.275334017437582e-05,7.70307862508556e-05,0.00019363647491510902,0.0001918551834843674,9.711271594817946e-05,0.00010999191352456816,7.721133894018893e-05,8.002437734387052e-05,unknown
ACAD11,4.081311084868333e-05,4.09367172901378e-05,5.118321038549983e-05,5.334924183943678e-05,0.00011131068157757987,0.00011522454314256563,0.00013582359141209367,0.000157536026275023,0.0001500421914036912,0.00015108748315130114,unknown
ACAD8,4.7319480948385994e-05,5.281357497627055e-05,0.00010997733205702671,0.00011090540728324415,0.0001438641670248464,0.00013829247221147693,0.00014723120030887154,0.00014052242225539693,6.66488680920097e-05,6.428994742160689e-05,unknown
ACAD9,3.7881831531687275e-05,3.7193807201810345e-05,8.017015070192442e-05,8.416887154422611e-05,0.0001387044409555143,0.00013811573031425491,0.00018254703302861752,0.00017926897374458746,6.808886571246377e-05,6.85755915640347e-05,Mitochondria matrix
ACADM,4.53510504945267e-05,4.7019615666072775e-05,0.0001155209820275744,0.00013347176919410874,0.00012326651129731405,0.00012311048786706376,0.00017321932675918144,0.00016126369171803426,5.216061267653e-05,4.8158267712157e-05,unknown
ACADS,4.356134787442966e-05,3.9140232862884745e-05,0.0001261554063951697,0.00013108880915309445,0.00016552218955370333,0.00015801612870461435,0.0001278537245924781,0.00011878635744590062,6.519984578755243e-05,5.591372042297526e-05,unknown
ACADSB,3.4567042485071345e-05,3.266154245814963e-05,0.0001128715705224183,0.00011564379357886384,0.0001321951453948272,0.00012835612273355283,0.0001974461916031182,0.00016720590680283114,5.056509168324013e-05,5.030850439419164e-05,unknown
ACADVL,4.310295592803346e-05,4.1622908636487146e-05,9.717180341836854e-05,9.429911856241414e-05,0.00016500749168372615,0.0001527285500782145,0.00013859668454258478,0.000140942711014686,7.327213352129566e-05,7.512742422055171e-05,unknown
ACAP2,0.00020351187049864783,0.0002218551396544421,0.00011197563160074714,0.000102070342006329,6.446194834229592e-05,6.252244956887007e-05,5.8805619482102365e-05,5.806467929001546e-05,5.372902382599393e-05,5.241975667307183e-05,Cytosol_3
ACAP3,0.00021227933474052846,0.00021227569723862943,8.314903284703703e-05,9.440995785555621e-05,6.182001409301331e-05,6.310229738785675e-05,7.201550288826655e-05,5.726683575364301e-05,6.27411092852335e-05,6.527817221413994e-05,unknown
ACAT1,3.285553344470794e-05,3.065031263591245e-05,0.00011188452763888857,0.00013220500382432778,0.00012137805621151124,0.00012046461779720654,0.00020378414560127123,0.00017535633236502905,4.909149748164756e-05,4.497853656263088e-05,unknown
ACAT2,0.0001612609234174381,0.00016477991896105882,0.0001668882905401404,0.0001535277671917176,8.073413330005688e-05,7.60715506548986e-05,5.448055548211169e-05,5.505445460490085e-05,5.018162976815801e-05,5.0076107956474685e-05,Cytosol_5
ACBD3,9.15008094590147e-05,9.067970328348186e-05,0.00015574360081718302,0.00014711621981617736,8.21624475205899e-05,8.569723917928901e-05,0.00010146241017795592,9.457440415733673e-05,8.676485746921146e-05,8.60948577702403e-05,unknown
ACBD4,3.558633212462211e-05,2.7749118172878755e-05,2.472047679297296e-05,3.336324802323976e-05,0.00010436204657686894,0.00010880213743128992,0.000170755156255521,0.00018410653881849076,0.0001623406372352252,0.00014900452363910956,"ER, peroxisome"
ACBD5,3.4102470620555716e-05,3.672232169461013e-05,3.9319810294396286e-05,4.130487823715154e-05,0.0001049990968823821,0.00010148880364206125,0.00018477859574843474,0.00019026228533033728,0.0001365581368627465,0.0001319918932176097,"ER, peroxisome"
ACBD6,0.00018844239511386346,0.0002128264941046027,0.00015382362264171638,0.00012104261612609568,5.797110489843803e-05,6.481553443499335e-05,5.5845864463167416e-05,5.4912459352030106e-05,4.564352900671482e-05,4.369524943340247e-05,Cytosol_5
ACBD7,0.00024763137302848224,0.00026303852760432985,0.00011828732382797022,0.00012873655226624557,4.414815755056901e-05,4.460809510801826e-05,3.803999511769952e-05,3.900283926249792e-05,3.207887554175095e-05,2.9375034865234776e-05,unknown
ACCS,0.0003705759090444747,0.00028168416851890953,8.950050969820218e-05,8.802853551943018e-05,2.029747020013486e-05,2.915151644747337e-05,2.5483706953083598e-05,2.1899885086253093e-05,2.2876327731522184e-05,1.3634773757864125e-05,unknown
ACD,0.0001417837347082919,0.0001371778025935961,0.000115323227880922,9.322824762326111e-05,0.000131485958629138,0.0001190618015298837,7.00129264208929e-05,6.797230448188432e-05,6.031973595833003e-05,7.107275351278277e-05,unknown
ACIN1,4.0806049134151644e-05,4.1600977369660995e-05,8.115529060243501e-05,8.809284645708046e-05,0.0001761606474712469,0.00017536871874124322,9.711652565702572e-05,0.0001051594069982938,0.00010987342119628325,0.00010843181740833199,Nucleus (speckles)
ACLY,0.00014006706608471898,0.00014572970328785828,0.00018112553408940752,0.000177297299669616,6.860069009458904e-05,7.002985967720222e-05,5.407391618421284e-05,5.231543445471106e-05,6.691112821952644e-05,6.4373811375194e-05,Cytosol_5
ACN9,4.601919385900891e-05,3.7076683191961326e-05,0.00010108534281194516,0.00012597281386094654,0.00014691187402951806,0.000141613238126864,0.0001450535631045045,0.0001749742413715966,5.389800591449075e-05,5.130665078106249e-05,unknown
ACO1,0.00019990061715423644,0.00019546658575922573,0.00014342819953003366,0.00012142947677366272,6.821612141350212e-05,6.885442362325139e-05,4.5680221006793036e-05,4.443194166331427e-05,5.7822387116338235e-05,5.457845874509735e-05,unknown
ACO2,4.196336975176311e-05,4.190070774958775e-05,0.00012035232530998716,0.00012685869641139587,0.00012923142094946715,0.0001260952711884177,0.000176165700060602,0.00015876982698816828,5.213877607120704e-05,4.999531653586288e-05,unknown
ACOT1,6.38314634675987e-05,6.649975194954288e-05,0.00011545584822538183,0.00012510201302657738,0.0001118187440060683,0.00011228479772913097,0.0001461567629216841,0.00012825187045928513,7.571327073712755e-05,7.380320101316529e-05,unknown
ACOT11,0.00023478206901860298,0.00024971510817728643,0.0001196880777036187,0.00011078053734219356,4.8365598450136e-05,4.9800052408407466e-05,5.0150661338234724e-05,4.794021079000438e-05,3.7244591517751845e-05,3.667880364640984e-05,Cytosol_4
ACOT13,5.613071659227591e-05,5.198167389521143e-05,0.00010694120273263394,0.0001078886630514489,0.0001327595111658524,0.00011965634172068603,0.00017762210060826215,0.0001535723768850618,5.157434961202926e-05,5.9022507185842876e-05,unknown
ACOT2,2.054762968209835e-05,2.330861620421044e-05,9.576878399964339e-05,8.096758408300866e-05,0.00024090150262601035,0.0002075406846452329,0.00011147425625603669,0.00011120867576528856,6.997737683525099e-05,7.030476166656993e-05,unknown
ACOT4,5.404698527046119e-05,5.004192894109127e-05,7.653319814327355e-05,7.117352765972308e-05,0.00010036505516811258,0.00010081464305109829,0.00014350829943893004,0.0001501063208146945,0.0001283017024423323,0.00013403185585108624,unknown
ACOT7,0.00020445130380373932,0.00022584350829315736,0.00012670256198572268,0.00012199740510201478,6.032429972352901e-05,5.814227433383776e-05,5.4156526730729964e-05,5.1282120915988046e-05,5.079738211865232e-05,3.942995066921071e-05,unknown
ACOT8,4.3522985152153954e-05,4.002095652062713e-05,6.047769052110954e-05,6.60352096694651e-05,9.020853324629299e-05,9.642521580917524e-05,0.00017285192640955014,0.00017746751157194163,0.00012866854219045843,0.0001299892930400425,unknown
ACOT9,4.3934155753221664e-05,4.302982539228794e-05,9.712929237051194e-05,0.00010993705611866188,0.00013178894995145366,0.00012200876784906934,0.00017307628281143156,0.00015590569249270157,7.151263996861615e-05,7.015734190494125e-05,unknown
ACOX1,4.071672346127627e-05,4.174705493435584e-05,7.527238475517577e-05,7.790254095358679e-05,9.760686234951145e-05,9.55682554949079e-05,0.000169626355919172,0.0001618465101604515,0.00012596327257207514,0.00012347742075825824,unknown
ACOX3,4.5205497222676394e-05,3.901979677738636e-05,6.621986063940823e-05,7.643573350854329e-05,9.13329673479298e-05,9.162338188928398e-05,0.00015069625197650853,0.00015801116121582005,0.0001482644505526544,0.00014206832144573025,unknown
ACP1,0.0002873254716475087,0.0002394254575056539,8.731808603093618e-05,8.94693901332184e-05,5.062591630936253e-05,5.0887564915653084e-05,4.316701894033104e-05,4.470624178817738e-05,4.1914323396270204e-05,4.0738315993607815e-05,Cytosol_4
ACP2,2.2159620809019157e-05,2.241242181164862e-05,5.134300105063109e-05,5.3616451483007416e-05,7.009855828208859e-05,6.938026241868647e-05,0.00019825654486101994,0.0001872126586610176,0.00016566041756339302,0.00016293137595293643,unknown
ACP5,4.152795771068166e-05,4.422316990948585e-05,0.00012075224681678172,0.00016005963276450826,6.918529125214582e-05,8.548516546238639e-05,0.0001379821406728411,0.00012318716464725451,0.00013666106634828003,0.00010623904929729977,unknown
ACPL2,4.9069765198086854e-05,5.167085272661214e-05,5.604191419756536e-05,6.465362507544616e-05,7.532197547337915e-05,7.948251106360208e-05,0.00016127912644012303,0.00013957557428851972,0.0001787616479867064,0.00014762217848520654,"Golgi, Endo/Lyosome"
ACPP,4.607503773767737e-05,4.02259085817909e-05,8.260688596245554e-05,7.829848132293697e-05,8.025913061157659e-05,9.449656560442901e-05,0.0001707588535419188,0.00015509568256635094,0.00013817563959917883,0.0001237288494760506,unknown
ACSF2,4.670201123453628e-05,5.031562383012884e-05,0.0001055958004115139,0.00011661178364601236,0.00012202367756552842,0.00012260320235026943,0.00018511835671503483,0.00016752664124932505,5.3214265322251456e-05,4.844996908218076e-05,unknown
ACSF3,5.785486892946339e-05,5.462355966899674e-05,0.000116247172911637,0.00011596884863725754,0.00015322568490699315,0.0001465560394883402,0.000124648883832444,0.00011896573368192793,6.67149756517941e-05,6.959169997851874e-05,unknown
ACSL1,4.2067286633982895e-05,4.053940875497258e-05,6.458539389266766e-05,5.8774659034235675e-05,0.00012779986905383888,0.00012859246653396661,0.00014020792868394216,0.00014490128965978914,0.0001274215575502934,0.000135958907690118,"ER, Mitochondrion"
ACSL3,3.8776904608088384e-05,3.7515011306614556e-05,4.6202512293019884e-05,4.6628241676338916e-05,0.00010013241769985651,0.00010127442584241402,0.00018236450186259742,0.000178978899056492,0.00013553506502325482,0.00013513815337162948,"ER, peroxisome"
ACSL4,4.6360502496007535e-05,4.6125408897761594e-05,6.718418168274238e-05,6.956481690800065e-05,9.944137364267696e-05,0.00010364174856759614,0.0001624027062497867,0.0001662674050253752,0.00012556793445613065,0.00012107216349029153,"ER, Mitochondrion"
ACSL5,4.443064762798041e-05,4.187242466569133e-05,4.562788924462301e-05,4.2874830406407194e-05,0.00011171430370626419,0.00011111712603878312,0.00014635289539632467,0.0001529941944151397,0.00015602446116271996,0.00015143626971601137,unknown
