"","FS1.A.A431","FS1.B.A431","FS2.A.A431","FS2.B.A431","FP1.A.A431","FP1.B.A431","FP2.A.A431","FP2.B.A431","FP3.A.A431","FP3.B.A431","markers"
"ACTN1",0.162908132583395,0.174457886731048,0.156372705083307,0.153719622200998,0.0682461353426014,0.0704835685733489,0.0583589798011957,0.0578902684919877,0.0496126498991829,0.0479500512929357,"unknown"
"ACTN2",0.0931267789650506,0.102879007045868,0.115766879753628,0.0947132658298726,0.0931267789650506,0.0895245205543372,0.131323783304559,0.121562222948066,0.0808548364518688,0.0771219261816994,"unknown"
"ACTN3",0.181061915858578,0.17408771622107,0.190466644950596,0.108605410642545,0.0943730319810903,0.0876494023904383,0.0404837672371311,0.0396318290778187,0.0351299205692951,0.0485103610714375,"unknown"
"ACTN4",0.106323992207403,0.107298066836505,0.170622283830361,0.16932976172636,0.0863086317997902,0.0894462760377641,0.0736737599280683,0.0734208751685898,0.0602615015735052,0.0633148508916529,"unknown"
"ACTR10",0.286886258617707,0.249812613770211,0.0867660019603482,0.0799212565997018,0.0490746003113494,0.0480779526715922,0.0528058513924238,0.0484403699951403,0.0515785745467724,0.0466365201347533,"Cytosol_2"
"ACTR1A",0.197682654890473,0.212592365878186,0.110699138647195,0.104656551965371,0.0557037296139216,0.0575226269074374,0.0584320755541953,0.0569192427091076,0.075737833938175,0.0700537798959381,"unknown"
"ACTR1B",0.21689757360937,0.240821137738966,0.101944930976948,0.103248192451045,0.0492167979612674,0.0511260345156765,0.0581155005105133,0.0526783268446961,0.0633368474353972,0.0626146579561208,"unknown"
"ACTR2",0.18489980629789,0.200190273754221,0.101625040711727,0.0961482421104959,0.0684728388501294,0.0697413305449372,0.0621903766048991,0.0602019301643897,0.0771208666883796,0.0794092942729314,"unknown"
"ACTR3",0.185619431837284,0.187981173306438,0.0890569843671205,0.0842158345940494,0.0760632038998151,0.0767187762649185,0.067885358883846,0.0680114304925198,0.0795175659774752,0.0849302403765339,"unknown"
"ACTR3B",0.154879484161507,0.165105845828429,0.118409156815584,0.0746635279668389,0.0879262405540487,0.0856404482882145,0.0632857410913805,0.0635586715111816,0.0849410640874742,0.101589819695341,"unknown"
"ACTR5",0.0721859854972124,0.0701818314324236,0.105272747148635,0.0965182378019896,0.111075684145319,0.103815180556062,0.0704277957949204,0.0760667565499399,0.143169478555552,0.151286302517946,"unknown"
"ACTR6",0.12391731665066,0.154622889608933,0.106343065889977,0.100769210056277,0.119294875822391,0.113963361546678,0.063322951540664,0.0636101711649448,0.0707188568658954,0.0834373008535808,"unknown"
"ACTR8",0.0851747725807607,0.0842257001647446,0.106743786261729,0.126190817276699,0.102061098775159,0.102875868490796,0.0763287013824225,0.0748961392450398,0.119251844423752,0.122251271398897,"unknown"
"ACVR1",0.0796468512904828,0.0854784291561767,0.0322149719981503,0.0323691106201511,0.0900854613026426,0.0936306496086592,0.187329805271541,0.178783675007279,0.107503125588724,0.112957920156194,"Plasma Membrane"
