Protein_ID,Cytosol,ER,Golgi,Mitochondrion,PM,Plastid,Ribosome,Vacuole,markers,score,pred,FDR,qvalue
AT1G31850,3.145660230075009e-05,0.0018716068007051945,0.9959567189216614,0.00015793112106621265,0.00017185330216307193,0.0015877449186518788,6.39339632471092e-05,0.00015879803686402738,Golgi,0.9959567189216614,Golgi,0.0,0.0
AT4G30440,1.9498747860779986e-06,0.0009341543191112578,0.995535135269165,4.690042624133639e-05,4.585721035255119e-05,0.0034204176627099514,6.2836097640683874e-06,9.41612415772397e-06,Golgi,0.995535135269165,Golgi,0.0,0.0
AT1G20575,4.115094043299905e-07,0.9951613545417786,1.1838705177069642e-05,2.447735596433631e-06,0.00463512958958745,1.489863166170835e-06,0.0001832435664255172,4.071585408382816e-06,ER,0.9951613545417786,ER,0.0,0.0
AT5G47120,5.628864983009407e-06,0.9943017959594727,8.704752690391615e-05,1.1618950338743161e-05,0.005234964191913605,4.5025706640444696e-05,0.00030197465093806386,1.1921900295419618e-05,ER,0.9943017959594727,ER,0.0,0.0
AT5G19550,0.9937697052955627,8.533283835276961e-05,3.106212716375012e-06,7.821021426934749e-05,0.0013886743690818548,0.004608017858117819,1.7701393517199904e-05,4.9442136514699087e-05,Cytosol,0.9937697052955627,Cytosol,0.0,0.0
AT4G35830,0.9933817386627197,0.001504512270912528,4.667602297558915e-06,0.00018175187869928777,0.0006224310491234064,0.003535663243383169,0.0004603203560691327,0.00030897758551873267,Cytosol,0.9933817386627197,Cytosol,0.0,0.0
AT5G39040,1.9829129087156616e-05,0.004403883591294289,5.036549282522174e-06,2.5922583517967723e-05,1.2182173350083758e-06,6.667025445494801e-06,0.0032549621537327766,0.9922824501991272,Vacuole,0.9922824501991272,Vacuole,0.0,0.0
AT3G62830,0.00010513211600482464,0.0012303898110985756,0.9918308854103088,0.0008708775858394802,0.0003094103594776243,0.005178232677280903,0.0001376017607981339,0.000337424804456532,Golgi,0.9918308854103088,Golgi,0.0,0.0
AT4G32150,4.953342431690544e-05,0.004382991697639227,1.8898774214903824e-05,8.612754754722118e-05,2.9448242457874585e-06,1.851278284448199e-05,0.004324910696595907,0.9911160469055176,Vacuole,0.9911160469055176,Vacuole,0.0,0.0
AT3G04920,0.00020027086429763585,0.006188463419675827,9.220774700224865e-06,0.0001406070514349267,0.0006066201603971422,0.0004629131581168622,0.9908919930458069,0.0014998880214989185,Ribosome,0.9908919930458069,Ribosome,0.0,0.0
AT1G04410,0.9887253642082214,0.00041504003456793725,1.2186036428829539e-06,8.444454579148442e-06,0.002983864163979888,0.007852836512029171,5.662351668433985e-06,7.578097211080603e-06,Cytosol,0.9887253642082214,Cytosol,0.0,0.0
AT2G45140,6.440350716729881e-06,0.9886032342910767,0.00017901835963129997,1.626006815058645e-05,0.010060904547572136,2.5525627279421315e-05,0.0010796055430546403,2.8823707907577045e-05,ER,0.9886032342910767,ER,0.0,0.0
AT4G16450,3.112026388407685e-05,2.8842154279118404e-05,9.731795580592006e-05,0.9882251024246216,2.6788382456288673e-05,0.011577301658689976,2.669268724275753e-06,1.0797895811265334e-05,Mitochondrion,0.9882251024246216,Mitochondrion,0.0,0.0
AT3G27220,8.172052730515134e-06,0.00011328261462040246,0.9868001937866211,0.0008647383074276149,1.6568579667364247e-05,0.012154940515756607,1.0615769497235306e-05,3.1539781048195437e-05,Golgi,0.9868001937866211,Golgi,0.0,0.0
AT4G34670,1.3703698641620576e-05,0.008776257745921612,4.785606870427728e-05,6.338024832075462e-05,0.0049546221271157265,1.5645608073100448e-05,0.9851958751678467,0.000932677008677274,Ribosome,0.9851958751678467,Ribosome,0.0,0.0
AT1G23190,0.9848073720932007,0.0007301967707462609,5.250889898889e-06,5.7472723710816354e-05,0.0009466775809414685,0.013396079652011395,2.3220569346449338e-05,3.357322930241935e-05,Cytosol,0.9848073720932007,Cytosol,0.0,0.0
AT2G47470,2.5476949303993024e-05,0.9844451546669006,0.0001074477841029875,4.35557340097148e-05,0.01233326643705368,0.0001408539537806064,0.0028693608473986387,3.484800981823355e-05,ER,0.9844451546669006,ER,0.0,0.0
AT1G07890,0.9841240048408508,0.0007896911120042205,7.823386113159359e-06,4.368447480374016e-05,0.0021820170804858208,0.012793503701686859,2.3642814994673245e-05,3.562853453331627e-05,Cytosol,0.9841240048408508,Cytosol,0.0,0.0
AT1G11680,9.594772336640744e-07,0.98382169008255,0.000176683344761841,4.364692813396687e-06,0.01594669185578823,2.114279050147161e-05,2.7654325094772503e-05,9.143511192633014e-07,ER,0.98382169008255,ER,0.0,0.0
AT1G77590,1.8114724298357032e-05,0.0033606484066694975,0.9819812178611755,0.0008455137722194195,0.00026570571935735643,0.013439793139696121,2.8475207727751695e-05,6.055293488316238e-05,Plastid,0.9819812178611755,Golgi,0.02857142857142857,0.02564102564102564
AT5G11770,7.213821663754061e-05,0.0004759213770739734,0.0010352592216804624,0.981458842754364,0.00043074466520920396,0.01643514260649681,4.541177986538969e-05,4.661001730710268e-05,Mitochondrion,0.981458842754364,Mitochondrion,0.027777777777777776,0.02564102564102564
AT4G14880,0.9812635183334351,0.00012059206346748397,1.834310569392983e-05,0.0021316856145858765,0.0010597433429211378,0.015167134813964367,0.0001527319400338456,8.60958534758538e-05,Cytosol,0.9812635183334351,Cytosol,0.02702702702702703,0.02564102564102564
AT2G03120,4.673107105190866e-05,0.9807503819465637,0.002063099993392825,8.454659837298095e-05,0.01461747195571661,0.00019815099949482828,0.0020763780921697617,0.0001632640341995284,ER,0.9807503819465637,ER,0.02631578947368421,0.02564102564102564
AT3G11820,8.244181117333937e-06,0.018313592299818993,0.00023283672635443509,1.6548578059882857e-05,0.9801835417747498,0.0003365276788827032,0.0008784644887782633,3.028548053407576e-05,PM,0.9801835417747498,PM,0.02564102564102564,0.02564102564102564
AT2G20800,0.9799116253852844,7.882871432229877e-05,5.389885586737364e-07,1.2795705515600275e-05,0.015926556661725044,0.003936856519430876,7.03997429809533e-05,6.221073999768123e-05,Mitochondrion,0.9799116253852844,Cytosol,0.05,0.045454545454545456
AT2G36530,0.9797292947769165,9.634807793190703e-05,9.721934475237504e-06,0.0031838698778301477,0.001305052894167602,0.015528948046267033,9.791967022465542e-05,4.891813296126202e-05,Cytosol,0.9797292947769165,Cytosol,0.04878048780487805,0.045454545454545456
AT1G32400,0.00013900702469982207,0.0008415658376179636,0.0001978356158360839,0.0007384716300293803,0.014554022811353207,0.0005943732103332877,0.003647288540378213,0.9792873859405518,Vacuole,0.9792873859405518,Vacuole,0.047619047619047616,0.045454545454545456
AT1G65930,0.9789628982543945,0.0017587057081982493,1.0976641533488873e-05,0.003153950907289982,0.0008392416057176888,0.014552184380590916,0.0004719149728771299,0.00025003720656968653,Cytosol,0.9789628982543945,Cytosol,0.046511627906976744,0.045454545454545456
AT3G17820,0.9774456024169922,0.00173253717366606,2.4876095267245546e-05,0.0014227391220629215,0.0013860652688890696,0.016350682824850082,0.0008683707565069199,0.000769261212553829,Cytosol,0.9774456024169922,Cytosol,0.045454545454545456,0.045454545454545456
AT5G62740,0.0001157168808276765,0.005148923024535179,2.9316546715563163e-05,8.754040754865855e-05,1.0075767022499349e-05,3.623681914177723e-05,0.01919819787144661,0.9753739237785339,PM,0.9753739237785339,Vacuole,0.06666666666666667,0.058823529411764705
AT5G40770,2.1952471797703765e-05,1.0666831258276943e-05,1.903364318422973e-05,0.9737994074821472,2.4681497961864807e-05,0.02611580863595009,1.5953233969412395e-06,6.679360922134947e-06,Mitochondrion,0.9737994074821472,Mitochondrion,0.06521739130434782,0.058823529411764705
AT1G08450,1.8173010175814852e-05,0.970467209815979,0.00014928744349163026,3.56715390807949e-05,0.028089400380849838,7.246535824378952e-05,0.0011320003541186452,3.5838176700053737e-05,ER,0.970467209815979,ER,0.06382978723404255,0.058823529411764705
AT1G06950,0.009414328262209892,0.0016805429477244616,0.0024052956141531467,0.00940567348152399,0.007960030809044838,0.9683963060379028,0.00018915883265435696,0.0005485291476361454,Plastid,0.9683963060379028,Plastid,0.0625,0.058823529411764705
AT3G07480,0.0017327119130641222,0.0001451855932828039,0.00022529887792188674,0.9677425026893616,0.00037879939191043377,0.02945135533809662,0.00013112922897562385,0.0001928554120240733,Mitochondrion,0.9677425026893616,Mitochondrion,0.061224489795918366,0.058823529411764705
AT5G66760,0.0059121050871908665,0.0005215180572122335,0.001029740204103291,0.9661363363265991,0.0017892366740852594,0.023336386308073997,0.0005322427023202181,0.0007424835348501801,Mitochondrion,0.9661363363265991,Mitochondrion,0.06,0.058823529411764705
AT3G62600,4.502729552768869e-06,0.9657726883888245,1.1198110769328196e-05,8.713249371794518e-06,0.034032370895147324,7.628298772033304e-05,9.158674947684631e-05,2.519756208130275e-06,ER,0.9657726883888245,ER,0.058823529411764705,0.058823529411764705
AT2G01140,0.007812592200934887,0.00016050745034590364,8.029395394260064e-05,0.9654554724693298,0.0015336234355345368,0.024498483166098595,0.00022952459403313696,0.00022958675981499255,Plastid,0.9654554724693298,Mitochondrion,0.07692307692307693,0.07547169811320754
AT1G51630,1.88802951015532e-05,0.0002185123594244942,0.9649271965026855,0.0016241875709965825,4.215309309074655e-05,0.033081457018852234,2.21908248931868e-05,6.542860501212999e-05,Golgi,0.9649271965026855,Golgi,0.07547169811320754,0.07547169811320754
AT1G14870,2.6894776965491474e-06,0.9624876379966736,3.695223858812824e-05,5.004806553188246e-06,0.03706385940313339,1.3724140444537625e-05,0.00038696214323863387,3.055029765164363e-06,PM,0.9624876379966736,ER,0.09259259259259259,0.08771929824561403
AT1G70730,0.9624274373054504,0.0007947688573040068,5.0562080105009954e-06,0.0029545247089117765,0.0003917406720574945,0.033231694251298904,0.00011532024655025452,7.954846660140902e-05,Cytosol,0.9624274373054504,Cytosol,0.09090909090909091,0.08771929824561403
AT1G72370,0.0013042250648140907,0.00221616355702281,0.00012424935994204134,0.001661929301917553,0.019666794687509537,0.000462662719655782,0.9623854756355286,0.01217853557318449,Ribosome,0.9623854756355286,Ribosome,0.08928571428571429,0.08771929824561403
AT1G15690,0.00075914291664958,0.001388249802403152,0.0020849499851465225,0.004354485776275396,0.007576324045658112,0.0021927233319729567,0.019766954705119133,0.9618772268295288,Vacuole,0.9618772268295288,Vacuole,0.08771929824561403,0.08771929824561403
ATCG00120,0.0029188019689172506,0.00021125187049619853,0.0002454203786328435,0.961236834526062,0.0017511266050860286,0.03308228775858879,0.00031232109176926315,0.00024197058519348502,Plastid,0.961236834526062,Mitochondrion,0.10344827586206896,0.0967741935483871
AT2G29960,4.966539108863799e-06,0.9606862664222717,5.641133611788973e-05,1.0687216672522482e-05,0.038859326392412186,2.6710767997428775e-05,0.0003486968344077468,6.946893336134963e-06,ER,0.9606862664222717,ER,0.1016949152542373,0.0967741935483871
AT3G60600,4.590519529301673e-05,0.9591812491416931,0.00014734685828443617,3.699531589518301e-05,0.03740430623292923,0.00013019396283198148,0.002987475600093603,6.638872582698241e-05,ER,0.9591812491416931,ER,0.1,0.0967741935483871
AT3G60750,0.0008995827520266175,0.013275573961436749,0.000642014667391777,0.02574879489839077,0.0008214778499677777,0.9582139253616333,0.00032251092488877475,7.622153498232365e-05,Plastid,0.9582139253616333,Plastid,0.09836065573770492,0.0967741935483871
AT1G22780,0.00032255746191367507,0.0025986814871430397,7.755803380860016e-05,0.0005233463016338646,0.030029485002160072,0.0002482226409483701,0.9581296443939209,0.00807057972997427,Ribosome,0.9581296443939209,Ribosome,0.0967741935483871,0.0967741935483871
AT3G03050,9.719968511490151e-05,0.004258360248059034,0.03705030679702759,0.002012769691646099,8.360012725461274e-05,0.956416666507721,1.6745651009841822e-05,6.431385554606095e-05,Golgi,0.956416666507721,Plastid,0.1111111111111111,0.1
AT1G51980,0.0010580512462183833,0.0006866533658467233,0.0009562504128552973,0.9551753997802734,0.0006459613796323538,0.04107947647571564,0.00011937037925235927,0.00027884443989023566,Mitochondrion,0.9551753997802734,Mitochondrion,0.109375,0.1
AT3G24830,0.00028768740594387054,0.014089575968682766,5.8234207244822755e-05,0.0008212609682232141,0.02773108519613743,0.0005729105905629694,0.9542375802993774,0.002201681025326252,Ribosome,0.9542375802993774,Ribosome,0.1076923076923077,0.1
AT3G57330,0.0003217991325072944,0.0012953091645613313,0.00013810451491735876,0.0017934569623321295,0.02460113912820816,0.00047218205872923136,0.022453725337982178,0.9489242434501648,Vacuole,0.9489242434501648,Vacuole,0.10606060606060606,0.1
AT1G11890,0.00020646578923333436,0.9488468766212463,0.0008320154738612473,0.0006150224944576621,0.022802991792559624,0.0008684091153554618,0.0248508732765913,0.0009773982455953956,ER,0.9488468766212463,ER,0.1044776119402985,0.1
AT1G67490,2.944568950624671e-05,0.9443510174751282,0.00047325517516583204,3.93602458643727e-05,0.053190384060144424,0.00014452791947405785,0.001703366986475885,6.84490441926755e-05,ER,0.9443510174751282,ER,0.10294117647058823,0.1
AT1G48830,0.000673851405736059,0.04098643362522125,2.3913196855573915e-05,0.00019252901256550103,0.00047679024282842875,0.00030084294849075377,0.9390913248062134,0.018254337832331657,Ribosome,0.9390913248062134,Ribosome,0.10144927536231885,0.1
AT4G34640,0.00014201503654476255,0.9365912079811096,0.00016018685710150748,9.367724123876542e-05,0.047288015484809875,0.0004493759770411998,0.015088895335793495,0.00018652094877324998,ER,0.9365912079811096,ER,0.1,0.1
AT1G70940,2.941585989901796e-05,0.936384916305542,8.777884067967534e-05,4.9384023441234604e-05,0.05677751451730728,0.0002453270717523992,0.006365248933434486,6.037486673449166e-05,PM,0.936384916305542,ER,0.11267605633802817,0.1111111111111111
AT5G15090,0.00025922502391040325,0.00025004384224303067,0.00047878609620966017,0.933739960193634,0.0003211679868400097,0.06481589376926422,2.5932926291716285e-05,0.00010900244524236768,Mitochondrion,0.933739960193634,Mitochondrion,0.1111111111111111,0.1111111111111111
AT5G52640,0.01759134791791439,0.00010306265903636813,0.00013657139788847417,0.050221141427755356,5.2932839025743306e-05,0.9317891597747803,4.508381971390918e-05,6.063509499654174e-05,Cytosol,0.9317891597747803,Plastid,0.1232876712328767,0.11494252873563218
AT3G50930,4.905484092887491e-05,0.00021337592625059187,0.0010321753798052669,0.9306346774101257,0.0001402439665980637,0.06786005944013596,1.1717245797626674e-05,5.8701833040686324e-05,Mitochondrion,0.9306346774101257,Mitochondrion,0.12162162162162163,0.11494252873563218
AT5G67500,0.00023127897293306887,0.0007196501246653497,0.005496397148817778,0.9302051663398743,0.0003794110962189734,0.06268857419490814,6.174745067255571e-05,0.00021764662233181298,Mitochondrion,0.9302051663398743,Mitochondrion,0.12,0.11494252873563218
AT3G09260,9.467518248129636e-05,0.060049477964639664,0.00011523401917656884,0.0003286187129560858,0.010746126063168049,9.36210053623654e-05,0.9269387125968933,0.0016335215186700225,ER,0.9269387125968933,Ribosome,0.13157894736842105,0.11494252873563218
AT4G03560,0.00015582599735353142,0.0011680817697197199,6.634647434111685e-05,0.001006056205369532,0.02893323451280594,0.00023862907255534083,0.04180951043963432,0.9266223311424255,Vacuole,0.9266223311424255,Vacuole,0.12987012987012986,0.11494252873563218
AT5G27770,0.0009378797258250415,0.004552745260298252,0.0007384867640212178,0.0035751694813370705,0.04569424316287041,0.0017212056554853916,0.9263031482696533,0.016477176919579506,Ribosome,0.9263031482696533,Ribosome,0.1282051282051282,0.11494252873563218
AT5G65720,0.0021719569340348244,0.00020024496188852936,0.000488585268612951,0.9258099794387817,0.0008760060300119221,0.06983891874551773,0.0002618495200295001,0.0003524405474308878,Mitochondrion,0.9258099794387817,Mitochondrion,0.12658227848101267,0.11494252873563218
AT1G47420,9.97123061097227e-05,7.308401836780831e-05,3.5298613511258736e-05,0.9246046543121338,8.667873771628365e-05,0.07506658881902695,1.169471306639025e-05,2.232008228020277e-05,Mitochondrion,0.9246046543121338,Mitochondrion,0.125,0.11494252873563218
AT3G48930,0.0023286822251975536,0.0031955414451658726,0.0007604635320603848,0.008931124582886696,0.003951788879930973,0.005142232868820429,0.9228554964065552,0.052834682166576385,Ribosome,0.9228554964065552,Ribosome,0.12345679012345678,0.11494252873563218
AT5G48810,1.7744567230693065e-05,0.9188522100448608,0.00019299874838907272,3.391498466953635e-05,0.07881976664066315,4.5105476601747796e-05,0.0019892314448952675,4.9002170271705836e-05,ER,0.9188522100448608,ER,0.12195121951219512,0.11494252873563218
AT5G28540,6.496325659099966e-05,0.9130620956420898,9.476277773501351e-05,2.8478274543886073e-05,0.07694321125745773,0.00020893978944513947,0.009463977999985218,0.0001334639819106087,ER,0.9130620956420898,ER,0.12048192771084337,0.11494252873563218
AT3G47930,0.0009680258226580918,0.00044724662438966334,0.0009930154774338007,0.9085561633110046,0.0006645246176049113,0.0880318135023117,8.036504732444882e-05,0.0002589874784462154,Mitochondrion,0.9085561633110046,Mitochondrion,0.11904761904761904,0.11494252873563218
AT2G40190,9.255586337530985e-05,0.9075945019721985,0.00021099485456943512,0.00012727633293252438,0.05822453275322914,0.0006063074106350541,0.03270557522773743,0.0004383751074783504,ER,0.9075945019721985,ER,0.11764705882352941,0.11494252873563218
AT4G27720,6.196823960635811e-05,0.0004972831229679286,0.9074459075927734,0.0039023791905492544,0.00010412076517241076,0.0877966657280922,4.5691900595556945e-05,0.00014597598055843264,Golgi,0.9074459075927734,Golgi,0.11627906976744186,0.11494252873563218
AT2G25110,0.00012238850467838347,0.9069694876670837,0.0002712434798013419,5.734494698117487e-05,0.09069471806287766,0.0011608055792748928,0.0005312887951731682,0.00019280213746242225,ER,0.9069694876670837,ER,0.11494252873563218,0.11494252873563218
AT2G41560,0.0015160130569711328,0.043308649212121964,0.0010134309995919466,0.004511262755841017,0.033200494945049286,0.004293259233236313,0.9062630534172058,0.005893845576792955,Vacuole,0.9062630534172058,Ribosome,0.125,0.11956521739130435
AT1G07810,0.0008286274969577789,0.9059669375419617,0.00201943120919168,0.0006058585713617504,0.075670026242733,0.0016947720432654023,0.01123748067766428,0.0019770506769418716,ER,0.9059669375419617,ER,0.12359550561797752,0.11956521739130435
AT2G30490,0.0001677335676504299,0.9040604829788208,0.0006590065895579755,0.00018106719653587788,0.08692135661840439,0.00040388069464825094,0.007403015624731779,0.0002034318313235417,ER,0.9040604829788208,ER,0.12222222222222222,0.11956521739130435
AT5G03290,0.0004746490449178964,0.0003164557565469295,0.0005933871725574136,0.9037462472915649,0.00033849861938506365,0.0943475142121315,3.1461775506613776e-05,0.00015175975568126887,Mitochondrion,0.9037462472915649,Mitochondrion,0.12087912087912088,0.11956521739130435
AT5G01500,0.010916066356003284,0.011719983071088791,0.019144166260957718,0.04729939624667168,0.005606998223811388,0.9030895233154297,0.001227160100825131,0.0009966390207409859,Plastid,0.9030895233154297,Plastid,0.11956521739130435,0.11956521739130435
AT2G43950,2.77547928817512e-06,0.0005594215472228825,0.9005843997001648,0.00031416668207384646,6.314714846666902e-05,0.09846425801515579,1.2327418517088518e-06,1.0603509508655407e-05,Plastid,0.9005843997001648,Golgi,0.12903225806451613,0.1262135922330097
AT2G27710,0.0021222124341875315,0.0024245292879641056,0.0008950582705438137,0.014938645996153355,0.011954882182180882,0.005328422877937555,0.8965021371841431,0.06583411991596222,Ribosome,0.8965021371841431,Ribosome,0.1276595744680851,0.1262135922330097
AT4G24190,4.102860839338973e-05,0.8887308835983276,0.0001773271942511201,2.170987681893166e-05,0.11063727736473083,0.0001304896577494219,0.00023508889717049897,2.6148753022425808e-05,ER,0.8887308835983276,ER,0.12631578947368421,0.1262135922330097
AT3G52190,2.0748959286720492e-05,0.098340705037117,2.7207332095713355e-05,1.0334334547223989e-05,0.8880689740180969,7.694116357015446e-05,0.013383709825575352,7.133642793633044e-05,ER,0.8880689740180969,PM,0.13541666666666666,0.1262135922330097
AT2G33040,0.012518768198788166,0.005819730926305056,0.018022965639829636,0.8869778513908386,0.006548149511218071,0.06171276420354843,0.00371199450455606,0.004687822889536619,Mitochondrion,0.8869778513908386,Mitochondrion,0.13402061855670103,0.1262135922330097
AT4G39080,0.0003089116944465786,0.004680839367210865,0.0008755536982789636,0.0015759357484057546,0.1045154482126236,0.002403427381068468,0.0010477760806679726,0.8845921158790588,Vacuole,0.8845921158790588,Vacuole,0.1326530612244898,0.1262135922330097
AT2G20360,0.00013835751451551914,0.00011347956024110317,0.00014871437451802194,0.8830720782279968,0.00020603652228601277,0.11619642376899719,2.8305839805398136e-05,9.664900426287204e-05,Mitochondrion,0.8830720782279968,Mitochondrion,0.13131313131313133,0.1262135922330097
AT1G27930,9.085367491934448e-05,0.012448521330952644,0.8824924826622009,0.0035905647091567516,0.0007312540546990931,0.10036029666662216,0.00015938231081236154,0.0001267389307031408,Golgi,0.8824924826622009,Golgi,0.13,0.1262135922330097
AT2G22900,2.586018581496319e-06,0.11684933304786682,0.8823014497756958,7.807495308043144e-07,9.680476796347648e-05,0.0007471819408237934,3.568091244687821e-07,1.727773565107782e-06,Golgi,0.8823014497756958,Golgi,0.12871287128712872,0.1262135922330097
AT5G66510,1.5007111642262316e-06,1.6231479094130918e-06,2.6480754513613647e-06,0.8802033066749573,8.449196684523486e-06,0.11978043615818024,3.0480074997285556e-07,1.7191470078614657e-06,Mitochondrion,0.8802033066749573,Mitochondrion,0.12745098039215685,0.1262135922330097
AT5G60640,0.00014979900151956826,0.8786885142326355,0.00032185131567530334,0.00010175811621593311,0.10960154980421066,0.0003148095274809748,0.010505211539566517,0.00031660805689170957,ER,0.8786885142326355,ER,0.1262135922330097,0.1262135922330097
ATCG00480,3.069239028263837e-06,1.614635948499199e-05,6.411810318240896e-05,0.8767585158348083,1.6626807337161154e-05,0.12313788384199142,3.4729896469798405e-07,3.3780438570829574e-06,Plastid,0.8767585158348083,Mitochondrion,0.1346153846153846,0.1346153846153846
AT1G63940,0.0043314378708601,0.0003268483851570636,0.00011349741544108838,0.12076810747385025,0.0007958809146657586,0.8734959363937378,4.201579940854572e-05,0.00012633627920877188,Mitochondrion,0.8734959363937378,Plastid,0.14285714285714285,0.1388888888888889
AT4G03550,0.0011642574099823833,0.10297637432813644,0.004668749403208494,0.0015127439983189106,0.8694131970405579,0.011084425263106823,0.008434375748038292,0.0007458014879375696,PM,0.8694131970405579,PM,0.14150943396226415,0.1388888888888889
AT2G01250,0.0010813294211402535,0.12385910004377365,4.480371717363596e-05,0.00019263509602751583,0.004551109857857227,0.00034414243418723345,0.8670697212219238,0.0028571265283972025,Ribosome,0.8670697212219238,Ribosome,0.14018691588785046,0.1388888888888889
AT2G41840,0.00210067187435925,0.02424328401684761,0.0005894593195989728,0.0010301542934030294,0.09861347079277039,0.0011770527344197035,0.8642255663871765,0.008020306006073952,Ribosome,0.8642255663871765,Ribosome,0.1388888888888889,0.1388888888888889
AT1G78920,0.00017115447553806007,0.0019135571783408523,0.026764176785945892,0.10622728615999222,0.0011258414015173912,0.8635786771774292,3.122006091871299e-05,0.0001880364870885387,Golgi,0.8635786771774292,Plastid,0.14678899082568808,0.14414414414414414
AT2G35010,0.0033253824803978205,0.00018722347158472985,0.0002494826912879944,0.8620477318763733,0.0008033393532969058,0.13281860947608948,0.0002491678751539439,0.00031903234776109457,Mitochondrion,0.8620477318763733,Mitochondrion,0.14545454545454545,0.14414414414414414
AT2G16570,0.05049538612365723,0.0001650759222684428,9.324868733529001e-05,0.08899006247520447,0.002100154524669051,0.8576866984367371,0.00019819388398900628,0.0002712906280066818,Plastid,0.8576866984367371,Plastid,0.14414414414414414,0.14414414414414414
AT3G23400,0.016234098002314568,0.005212694406509399,0.0021837158128619194,0.8552154302597046,0.0193948894739151,0.08337067067623138,0.013778350315988064,0.00461015198379755,Plastid,0.8552154302597046,Mitochondrion,0.15178571428571427,0.1452991452991453
AT4G37640,0.001990820746868849,0.8533177375793457,0.002083085710182786,0.0012428546324372292,0.10850799828767776,0.002857888350263238,0.026567518711090088,0.003432006575167179,ER,0.8533177375793457,ER,0.1504424778761062,0.1452991452991453
AT4G12420,0.0001883047225419432,0.12689664959907532,0.00030080476426519454,0.0001739872241159901,0.8532195687294006,0.0003711592871695757,0.018645290285348892,0.000204322743229568,PM,0.8532195687294006,PM,0.14912280701754385,0.1452991452991453
