,FS1.A.A431,FS1.B.A431,FS2.A.A431,FS2.B.A431,FP1.A.A431,FP1.B.A431,FP2.A.A431,FP2.B.A431,FP3.A.A431,FP3.B.A431,markers
ABCC3,0.08022304164043548,0.22897742602752047,0.0,0.06043708966633637,0.8949545822466063,0.8943250292292437,0.9392931018976565,1.0,0.5640795035524737,0.5790988398237217,Plasma Membrane
ABCC4,0.1291800274851125,0.08749427393495209,0.0,0.024736601007787573,0.6871932465152784,0.6684117531575142,1.0,0.9590995353707175,0.3953929716641576,0.410771546364766,Plasma Membrane
ABCC5,0.026195153896529745,0.032598413737903606,0.0,0.02954231244997453,0.6874772611511333,0.6123844866477509,1.0,0.9480462781052156,0.6250454776977348,0.6488394091537536,Plasma Membrane
ABCD1,0.0,0.023546678578265378,0.04269031969880648,0.01371960946972106,0.3961457469210647,0.3961457469210647,1.0,0.9193414587454578,0.6676025780103403,0.6870652798162203,"ER, Mitochondrion"
ABCD3,0.044495520980669945,0.04543847241867056,0.0,0.00884016973125937,0.3540193305044802,0.3490688354549751,1.0,0.966112682696842,0.6090876944837347,0.610384252710986,"ER, peroxisome"
ABCD4,0.11394707504547341,0.0,0.01994953940034017,0.015138179897905541,0.35469107551487444,0.3705920319192633,0.691134189990029,0.689902012556474,0.9375110015842282,1.0,"Golgi, Endo/Lyosome"
ABCE1,0.9616861659373029,1.0,0.3474591408412981,0.20764490488523712,0.07006340984192212,0.05497008127176943,0.0,0.0008484415468429214,0.01402161293203561,0.018040546574975516,unknown
ABCF1,1.0,0.9589077412513227,0.2280841286673736,0.2122658183103571,0.04449452103216679,0.0958819370802403,0.04524566984800279,0.03892718275008871,0.03742488511841671,0.0,unknown
ABCF2,1.0,0.9922460128645657,0.622874262049519,0.7560137457044686,0.001938496783857511,0.04203013481363947,0.03753634681469712,0.0,0.03691955238346979,0.005110582430169674,unknown
ABCF3,0.9675166649031858,1.0,0.21087715585652322,0.18456600712446658,0.06327372764786797,0.06404965964800888,0.06267414382957703,0.04172397982576774,0.0024336049095332055,0.0,unknown
ABCG2,0.0,0.04269575379820795,0.03350214257888608,0.06435527853525551,0.747798987144529,0.6776782236073192,0.9024542267237999,1.0,0.8480716790027275,0.883365796649782,unknown
ABHD10,0.0,0.054084395430231996,0.52208941425081,0.5845605230139375,0.7559928679918123,0.7035594003830153,1.0,0.9482929406326375,0.2517995113253654,0.25886548240110946,unknown
ABHD11,0.012835472578763633,0.0,0.3684780796799469,0.48908151358559876,0.7413735622603723,0.7612935489248212,1.0,0.8603100516752833,0.10768461410235075,0.14427404567427887,unknown
ABHD12,0.1170405548959568,0.0747984752858834,0.0,0.030744235455851695,0.42885708929575744,0.3981128538399049,1.0,0.8922701993376215,0.7474848465912629,0.7128663375617065,"ER, peroxisome"
ABHD13,0.0855050115651509,0.08488820354664638,0.0,0.016653816499614737,0.23226676946800373,0.24841942945258327,0.3900925212027748,0.39926754047802687,0.7780647648419458,1.0,"Golgi, Endo/Lyosome"
ABHD14B,1.0,0.9957830967512066,0.5629268872126874,0.5592445209954281,0.2027677139632958,0.19688780661638094,0.0,0.01942151214586926,0.018827582110827745,0.019956049177407027,Cytosol_3
ABHD16A,0.14456342668863112,0.08628500823723152,0.0,0.0047364085667216055,0.4973228995057674,0.5273887973640855,0.9757001647446444,1.0,0.6856466227347561,0.7756383855024692,"ER, Mitochondrion"
ABHD17A,0.05679207920792137,0.13077227722772322,0.0,0.04950495049505015,0.3494653465346537,0.3516831683168322,1.0,0.906772277227725,0.8088712871287163,0.8501386138613837,unknown
ABHD17B,0.6668736203090541,0.5380794701986752,0.0,0.05836092715231832,0.39321192052980136,0.4031456953642385,0.7123344370860906,0.7306153421633522,0.9165976821192081,1.0,unknown
ABHD17C,0.014654002713704144,0.06058344640434158,0.0352781546811397,0.0,0.5539348710990543,0.5172998643147902,1.0,0.8848032564450483,0.896268656716419,0.9949796472184589,"Golgi, Endo/Lyosome"
ABHD2,0.1627787085964685,0.09073334192550594,0.0,0.00876401598144097,0.32897280577394,0.3459208660909906,1.0,0.870021910039951,0.6542724577909513,0.7167160716587161,"ER, peroxisome"
ABHD3,0.04888743455497408,0.0,0.10287958115183243,0.19293193717277451,0.7581806282722493,0.6609947643979047,0.9296465968586366,0.9817408376963298,0.8721858638743457,1.0,unknown
ABHD4,0.9952898801690078,1.0,0.092540001385329,0.1606289395303727,0.00041559880861658573,0.0,0.2488051534252263,0.19588557179469368,0.03338643762554536,0.05305811456673788,unknown
ABHD5,0.07617360496014176,0.07832468682778712,0.015373908642287328,0.0,0.16557003669492623,0.2049854485638365,1.0,0.9235100594710853,0.45134758952296594,0.5480830064532481,unknown
ABHD6,0.13119679519278946,0.08834680592317076,0.03791401387795982,0.0,0.7642177552042342,0.7733743472351422,0.448386866013306,0.5123399384791444,0.8107876099864092,1.0,"ER, peroxisome"
ABHD8,1.0,0.6954014955622347,0.15996925012230065,0.17401635334404958,0.04042910056607701,0.0,0.18670067789503128,0.15343490111118901,0.07722412467677663,0.0954294499965057,unknown
ABI1,0.7498201253982882,1.0,0.1941617843560486,0.21852194470140798,0.0,0.023229519991777362,0.2993113372391818,0.33744475280090613,0.19868434577037744,0.21554116558741934,unknown
ABI2,0.8030821917808243,1.0,0.13494467860906262,0.20620389884088586,0.026080084299262486,0.0,0.3097997892518458,0.21739989462592296,0.1222339304531093,0.14614067439409972,unknown
ABI3BP,0.06722018202139579,0.5294587258502345,0.8139869072329495,1.0,0.4510617914737278,0.3103943796902441,0.09931342806961553,0.1740380009580076,0.0,0.4280696152003773,unknown
ABL1,1.0,0.8486229938175209,0.23455942047086673,0.29725847748704154,0.04209080122400537,0.05195778430025603,0.09935677262224411,0.08237057390869919,0.04714919128208313,0.0,Cytosol_2
ABL2,0.8447886175849411,1.0,0.15458149616510403,0.16606765719367106,0.00200081514691158,0.02478787654229509,0.06817592352439861,0.0691392789655041,0.01044870132276099,0.0,Cytosol_3
ABLIM1,0.3342276734380984,0.37651718410629686,0.40117541842340476,0.4220007665772303,0.6397087006515879,0.6305097738597102,1.0,0.8842468378689046,0.03896767599335752,0.0,unknown
ABLIM2,1.0,0.943358568479011,0.4655196145905026,0.6466620784583669,0.07591190640055065,0.086579490708878,0.18967653131452156,0.142395044735031,0.0,0.018238128011011132,unknown
ABLIM3,0.0,0.020833333333333467,0.2969202898550712,0.318659420289854,1.0,0.936684782608692,0.8746376811594201,0.875362318840578,0.220108695652173,0.215398550724637,unknown
ABO,0.0,0.014127555525368133,0.015214290565780912,0.03253413027236294,0.19303131155335213,0.18454119405012614,0.6406982272634698,0.5399035522651628,0.7633634449500827,1.0,unknown
ABR,0.9583703967265639,1.0,0.1428571428571429,0.15602206013164924,0.0,0.021837751289805998,0.053371286247998605,0.05079167407934509,0.002935420743640088,0.009962640099626129,Cytosol_1
ABRACL,1.0,0.9587983609897451,0.1564983134493922,0.14936726054377114,0.03275756683947203,0.026916894935820484,0.023634346772915545,0.012405768229461421,0.0,0.007900753854164297,Cytosol_4
ABT1,0.271691111503801,0.3102138186958843,0.04532602933380567,0.0,1.0,0.9934617423573069,0.3416681392472181,0.39848029687224096,0.7746068209931083,0.7738116274960252,Nucleus (Nucleolus)
ABTB1,1.0,0.796103183315031,0.4607574094401711,0.39544456641053677,0.15614709110867048,0.0,0.19141053787047163,0.23202524698133867,0.4141053787047205,0.3555159165751906,unknown
ABTB2,0.960330436279149,1.0,0.31322605627742817,0.3562516134583975,0.0,0.06935719817571592,0.10928491523965206,0.0975819636864298,0.17261853541003286,0.1261509336545905,unknown
ACAA1,0.0,0.0121862052156959,0.12592412056219043,0.11065074335851863,0.3394264359411828,0.3075798196441641,0.9733528312616792,1.0,0.6763343894711198,0.696401007392965,unknown
ACAA2,0.025019132277624395,0.051509978218638085,0.3402013304291517,0.44722434803084876,0.43415553069994567,0.44239712721493163,1.0,0.7715311708953896,0.018779066344852168,0.0,unknown
ACACA,0.9458970960356637,1.0,0.22870225328352803,0.15586215206651424,0.031449572237618635,0.0055428364863239436,0.0,0.009458970960356708,0.056693577539462726,0.05705506687552728,unknown
ACAD10,0.056050358266925226,0.0,0.21429049755574792,0.11498024509475623,1.0,0.9806468894394952,0.37092345811290334,0.4473314136476222,0.17658876314203345,0.2118797294582457,unknown
ACAD11,0.0,0.0038112228349014544,0.003486863444697403,0.023921505027570858,0.5331657476483959,0.5609795653584205,0.8460103795004869,1.0,0.8953130068115432,0.9347226727213723,unknown
ACAD8,0.0,0.06193548387096674,0.43529953917050446,0.45271889400921417,0.8332718894009177,0.7756682027649706,1.0,0.8889400921658988,0.1391705069124418,0.13115207373271812,unknown
ACAD9,0.0031160413810294224,0.0,0.19537579459055168,0.22354480867505871,0.6076903901283777,0.5999002866758073,1.0,0.9399850430013686,0.17574473389006529,0.18957995762183663,Mitochondria matrix
ACADM,0.005011646784781359,0.02131714547892997,0.3945083645090688,0.5215641984894475,0.518246629491072,0.5130232229829892,1.0,0.8677913460859791,0.021246558904496164,0.0,unknown
ACADS,0.03926810928231195,0.0,0.5874342050296594,0.6350572311805445,1.0,0.9316567800150328,0.7928816108279693,0.6779179547163476,0.18689949035007034,0.11855627036510935,unknown
ACADSB,0.010674002751031558,0.0,0.3680330123796417,0.3881705639614866,0.5273727647867957,0.5026685006877566,1.0,0.7843191196698723,0.08258596973865193,0.08797799174690482,unknown
ACADVL,0.011609498680738841,0.0,0.35303430079155607,0.3379947229551449,1.0,0.8891820580474898,0.8920844327176786,0.8746701846965719,0.23922603342128396,0.2713280562884783,unknown
ACAP2,0.8862364463098956,1.0,0.23701469045120668,0.19613501224204283,0.04477089891570503,0.03357817418677862,0.0456890521161248,0.032047918852746014,0.0003497726477793701,0.0,Cytosol_3
ACAP3,0.9908851154397775,1.0,0.08337574607874858,0.14472771017443142,0.004071623559894522,0.009485032156572176,0.09901448202470695,0.0,0.0211446814417246,0.044278906213852734,unknown
ACAT1,0.01204377650939957,0.0,0.3573859768550024,0.4626381106980168,0.4564067654605443,0.4486044928522818,1.0,0.8040529926166387,0.08268314394931135,0.06597894957323162,unknown
ACAT2,0.9613278119155777,1.0,0.7372428533262101,0.6582954849051557,0.2097248196633719,0.1731899545818869,0.05790809511087364,0.049358803099118484,0.0,0.008148543948704394,Cytosol_5
ACBD3,0.36529242569510967,0.36161713007350554,1.0,0.8921380632790101,0.0,0.05161393416426962,0.4833812719718838,0.3077660594439121,0.12575902844359246,0.14908916586768917,unknown
ACBD4,0.10307709648331838,0.05286293958521159,0.0,0.04745266005410259,0.47029981965734946,0.4929553651938666,0.9502366997294848,1.0,0.8369026149684403,0.778460324616775,"ER, peroxisome"
ACBD5,0.01682320770419714,0.036440375698490124,0.0,0.013197003923433844,0.41255498751634756,0.38871715610510066,1.0,0.9987516347639999,0.6301272143621452,0.6212103198192862,"ER, peroxisome"
ACBD6,0.8511720879520247,1.0,0.4788751590041798,0.33268217335998834,0.058922405960385435,0.0919498455387975,0.07618571688170099,0.06192077048882461,0.004770125386153125,0.0,Cytosol_5
ACBD7,0.9275100764001698,1.0,0.2857787402995841,0.325573001263311,0.048065932743788835,0.04899837574445028,0.0394633940925225,0.03865126631775237,0.007670095650604453,0.0,unknown
ACCS,1.0,0.7570630995203838,0.16582359112709819,0.16451214028776956,0.014332284172661934,0.03569019784172676,0.03323591127098314,0.02182628896882493,0.022613159472422144,0.0,unknown
ACD,1.0,0.9579521463757916,0.4371921182266079,0.24164320900774236,0.6955489092188655,0.5648311048557378,0.14637579169598894,0.10133708655876124,0.0,0.12966220971147138,unknown
ACIN1,0.0,0.009518890200708454,0.21554014167650487,0.27095631641086154,1.0,0.9876033057851213,0.4645808736717794,0.5061983471074385,0.5182998819362422,0.5273022432113345,Nucleus (speckles)
ACLY,0.9318353316005638,1.0,0.9898549509516199,0.9730862748385954,0.11478158799362707,0.1246751069003093,0.03269891842039002,0.0,0.12065062463318399,0.11126016600989316,Cytosol_5
ACN9,0.06878785768989784,0.0,0.34846480540277047,0.5151430759590626,0.7243612058762101,0.6830049432569766,0.8114600013924623,1.0,0.09169393580728236,0.08180742184780321,unknown
ACO1,1.0,0.9805106511557629,0.46643501032381407,0.3608802941028379,0.11532457068036475,0.11708717328901662,0.015661983179735214,0.0,0.06899330211008746,0.057813365563781416,unknown
ACO2,0.0,0.0017700319967327196,0.42930083736129,0.478317108040028,0.5581047042004197,0.5325753965552474,1.0,0.8331404452311275,0.04186806453809016,0.0350602491660429,unknown
ACOT1,0.0,0.04058767572138185,0.37733854772222686,0.4912799915442378,0.4440334002748189,0.4433992178416637,1.0,0.7281471303244983,0.06331254624246836,0.061409998943029315,unknown
ACOT11,0.9234740464985606,1.0,0.28720938399943785,0.25841118213106734,0.03954484793144658,0.04439137458734289,0.06679778043127103,0.05067781133665807,0.0,0.0012643113015385727,Cytosol_4
ACOT13,0.07498336660013294,0.04451097804391149,0.31550232867598027,0.3286759813705913,0.559481037924148,0.46320691949434323,1.0,0.7781769793745819,0.0,0.0645375914836987,unknown
ACOT2,0.0,0.01532357367628984,0.2963925753637066,0.23737857436037754,1.0,0.8421580699594075,0.4557394992475049,0.43763396725498416,0.22529301774068455,0.23477903954029264,unknown
ACOT4,0.04067734216823159,0.0,0.12442481133811932,0.0829191974967794,0.41800110436223287,0.4178170439904311,0.9772685440824684,1.0,0.7340327627461871,0.8238542241855341,unknown
ACOT7,0.8797011311933873,1.0,0.3424051425470642,0.32775389239053343,0.08523604791918837,0.07396585549108801,0.08160454147013396,0.059356346787995014,0.04963058813707872,0.0,unknown
ACOT8,0.02554220015678069,0.0,0.06623987457538515,0.10589234387248508,0.30715965508230986,0.3472040762999743,1.0,0.9948392997125668,0.6054350666318276,0.6370525215573564,unknown
ACOT9,0.004920385430191814,0.0,0.2820337593111466,0.3727191963370464,0.5848424793275443,0.5113783913073215,1.0,0.8296999931661311,0.17467368277181733,0.17692885942732214,unknown
ACOX1,0.0,0.010736738009465478,0.16168679805043434,0.18407854771491144,0.36540227449318263,0.3476725294907103,1.0,0.9010383555838106,0.599420781238964,0.6026700572155095,unknown
ACOX3,0.054548296342607126,0.0,0.1290246952172546,0.21053454204438846,0.37605501719287177,0.37496092528915165,0.976867771178491,1.0,0.8782432010003094,0.8545639262269451,unknown
ACP1,1.0,0.8146181753827091,0.12992950476359036,0.1397811403120668,0.026221868271244626,0.026310356015692097,0.015072412470872858,0.01586880217089964,0.000766893785210949,0.0,Cytosol_4
ACP2,0.0,0.002411381721726926,0.11338316855558266,0.12679045092838231,0.23265010851217818,0.22724861345551078,1.0,0.9051362430672798,0.7587653725584765,0.7648420544972274,unknown
ACP5,0.0,0.03280159521435746,0.6082751744765676,0.9682951146560305,0.20917248255234216,0.3616151545363902,1.0,0.805383848454635,0.9018943170488486,0.6250249252243223,unknown
ACPL2,0.033943103568199184,0.0591917646240521,0.0,0.06364331919037372,0.17882729359393437,0.20720595395423208,0.9421297906378199,0.7292898379355869,1.0,0.78583849203589,"Golgi, Endo/Lyosome"
ACPP,0.04490466798159136,0.0,0.20927021696252474,0.1864562787639713,0.24069690992767984,0.3381985535831696,1.0,0.8424063116370818,0.684155161078235,0.5999342537804107,unknown
ACSF2,0.012685942430292085,0.04237233563011119,0.299504153519222,0.37304398222680046,0.4645501964067252,0.4646145920535749,1.0,0.8368214308712765,0.024599137098332044,0.0,unknown
ACSF3,0.03597836883346271,0.0,0.48570797925173775,0.49475775300739744,1.0,0.9187727623882562,0.8209910605893368,0.7088621564948683,0.06985983886988266,0.12162013022845093,unknown
ACSL1,0.013185225322858134,0.0,0.11776393028086428,0.0734218369005699,0.7523706312652455,0.7541768265149539,0.99620698997562,1.0,0.7902104217465942,0.9029170053282818,"ER, Mitochondrion"
ACSL3,0.011545824359895013,0.004307250538406371,0.0,0.005204594400574193,0.3652189519023702,0.3694663795166317,1.0,0.9393395549174467,0.6192270878200566,0.6375927255324246,"ER, peroxisome"
ACSL4,0.0,0.0007530687551772385,0.06988478048045839,0.09240153626026079,0.3705851344227738,0.4001807365012441,1.0,0.9904360268092528,0.6135251148429866,0.6001204910008321,"ER, Mitochondrion"
ACSL5,0.08855650522317175,0.06758467869579009,0.0172522950300727,0.0,0.5830959164292536,0.5740740740740726,0.9814814814814848,1.0,0.9863880974992076,0.9779993668882572,unknown
ACSM3,0.2879310344827635,0.07493368700265196,0.8133952254641931,1.0,0.0,0.06432360742705548,0.10557029177718857,0.03554376657824913,0.24204244031830174,0.13740053050397738,unknown
ACSS2,0.8469204255956828,0.7900494530196307,1.0,0.8129027423947207,0.20193316349468,0.18432489135321461,0.11156900944103075,0.12333283380788254,0.0,0.005544732504121435,Cytosol_5
ACTA1,0.721936389148744,0.5927268475210555,0.8761693171188064,1.0,0.2022918615528539,0.3090505144995337,0.0,0.039522918615528264,0.4638681010290038,0.2574836295603368,unknown
ACTB,1.0,0.8616754676452141,0.11017631790924573,0.13827978161639667,0.0,0.03776962319878277,0.08874071422178469,0.07057191443658822,0.05871296876398463,0.07907455473015286,unknown
ACTBL2,0.3573188762937386,0.5140463282405179,1.0,0.5128141941843303,0.0,0.15919172005914178,0.674963035978317,0.7281912272055214,0.18753080335140113,0.10620995564317293,unknown
ACTG1,1.0,0.7741465263403404,0.11845135710329117,0.13285326958397695,0.0,0.013031690038191168,0.06670359464738625,0.05839479898545204,0.027929214891693796,0.04011544852919731,unknown
ACTL6A,0.5798147479850878,0.655479369661975,0.9379285456513946,1.0,0.40538914952484145,0.4069529652351744,0.0,0.04920004811740598,0.5016239624684236,0.48165523878263033,unknown
ACTN1,0.9087032506116732,1.0,0.8570429919608554,0.8360713037399556,0.16043341488989876,0.1781195386228596,0.08227892345333862,0.07857392520097907,0.013142257951765766,0.0,unknown
ACTN2,0.2952823691460041,0.47520661157024424,0.7129820936639106,0.3245523415977949,0.2952823691460041,0.22882231404958647,1.0,0.8199035812672167,0.06887052341597817,0.0,unknown
ACTN3,0.9394558554683279,0.8945585546833015,1.0,0.47300785030648373,0.38138509517152375,0.3381008710614048,0.03446607162060441,0.028981610925906287,0.0,0.08613829444026248,unknown
ACTN4,0.4173809725876272,0.42620724772977797,1.0,0.9882882118306052,0.23601799202240537,0.2644487821437665,0.12153101926504246,0.119239582449291,0.0,0.02766697784944362,unknown
ACTR10,1.0,0.8456870543060909,0.1670323642347781,0.13854223806911714,0.010148107515085138,0.005999725726823934,0.0256788261108065,0.0075082281952826724,0.020570488206253564,0.0,Cytosol_2
ACTR1A,0.9049662783568406,1.0,0.3505378741430241,0.312022741207291,0.0,0.01159355665793434,0.017390334986901488,0.007747617189677013,0.12769633799676736,0.0914664734407224,unknown
ACTR1B,0.8751408023568129,1.0,0.2751927909193307,0.2819946278485414,0.0,0.009964474482280621,0.04644311584784702,0.018066025474395862,0.07369378736677905,0.06992461658435158,unknown
ACTR2,0.8907732810873713,1.0,0.2959039980407787,0.25678075062756384,0.059082838425273745,0.06814424784179272,0.014204371517785745,0.0,0.1208596093797833,0.1372068817730973,unknown
ACTR3,0.9803345230597,1.0,0.17628945342571223,0.13597872489327464,0.06809433830219078,0.07355308279095865,0.0,0.0010497585555329313,0.09685772272377376,0.14192735670795775,unknown
ACTR3B,0.8995644161501137,1.0,0.5413804657396523,0.1117440107220636,0.2420003350644997,0.2195510135701123,0.0,0.0026805159993297297,0.21268219132182978,0.37619366728094794,unknown
ACTR5,0.02471077165000537,0.0,0.43266314725373156,0.3247220038189387,0.5042120633494296,0.414691676962827,0.0030326856115914396,0.07255981129956217,0.8999213748174866,1.0,unknown
ACTR6,0.6636846244592949,1.0,0.4711954384585119,0.4101454974439607,0.6130554463232417,0.5546598505701935,0.0,0.003145890680298514,0.0810066850176957,0.22031065670467823,unknown
ACTR8,0.20038401117123505,0.1818816547390466,0.6208762436725455,1.0,0.5295863152382576,0.5454704136847693,0.027928085180659864,0.0,0.8647233374061876,0.9231977657531931,unknown
ACVR1,0.30578558021419877,0.3433808104228773,0.0,0.0009937065253400109,0.37308159434691357,0.3959368444297228,1.0,0.9449044937617317,0.48537043171027955,0.5205366015236842,Plasma Membrane
ACVR1B,0.06603633114949375,0.016304347826086737,0.0846486003573561,0.0,0.43537820131030514,0.4864502680166764,1.0,0.883859440142941,0.8214711137581922,0.7428528886241816,unknown
ACVR1C,0.1696647087616257,0.11013215859030862,0.043808125305922964,0.0,0.49504405286344044,0.2922173274596187,1.0,0.95545766030348,0.4189916789035737,0.4695912873225637,unknown
ACY1,0.9654135338345823,1.0,0.5886237332461601,0.4821183393265755,0.06851912389669791,0.07152664269369009,0.03563255966001894,0.0,0.0922523700555735,0.01817587446878004,unknown
ACYP1,1.0,0.9672037914691936,0.12468517264725794,0.1194312796208531,0.028679756262694502,0.021800947867298522,0.0037373053486797576,0.006039268788083912,0.0,0.006770480704129968,Cytosol_4
ACYP2,0.9034276494431557,1.0,0.33796387391287236,0.36657353114792823,0.12423753492581947,0.1474558262169926,0.3269843768446736,0.26830900003935293,0.03966786037542799,0.0,Cytosol_1
ADA,1.0,0.9452913656471801,0.2418764520543588,0.2425766207313581,0.024887813882435335,0.026256325387479813,0.04175551382833119,0.03265332102733827,0.0057604786607681445,0.0,unknown
ADAL,0.9267378866892804,1.0,0.5738949926586001,0.6860412131031335,0.15452382157865446,0.09493190218216796,0.058123639309401974,0.03792213052503663,0.0,0.012353804870639742,unknown
ADAM10,0.0837509439143264,0.07324775176769412,0.0,0.015171277545135812,0.6232580490148933,0.6071943433788694,1.0,0.9400013729662943,0.5550216242191255,0.6091851445047051,Plasma Membrane
ADAM12,0.08172936716243841,0.0,0.13918051910177934,0.16149023038786814,0.6628025663458755,0.670312044327795,0.7024642752989209,0.7720909886264239,0.7541557305336861,1.0,unknown
ADAM15,0.19395107238605974,0.13999664879356602,0.0,0.054624664879356626,0.6557473190348482,0.6417560321715811,1.0,0.9766253351206434,0.6747654155495963,0.7760556300268083,"ER, peroxisome"
ADAM17,0.09401436552274495,0.06256983240223454,0.0,0.06161213088587392,0.6100558659217882,0.5983240223463707,0.9963288108539434,1.0,0.46065442936950857,0.5212290502793273,unknown
ADAM19,0.0,0.020569535716193625,0.0329646845114065,0.0328044024149167,0.4605973179462492,0.43190682267457325,1.0,0.8819255222524954,0.7039589677832965,0.7845808623176788,unknown
ADAM21,0.02779477318416214,0.0,0.20304169215977697,0.20916003845817713,1.0,0.9840922996241614,0.9281531334673571,0.8906564111528725,0.9262302246307119,0.8702036535267899,unknown
