,FS1.A.A431,FS1.B.A431,FS2.A.A431,FS2.B.A431,FP1.A.A431,FP1.B.A431,FP2.A.A431,FP2.B.A431,FP3.A.A431,FP3.B.A431,markers
ABCD1,0.06848597406579411,0.09647500244183661,0.12072550809107133,0.08923961683288414,0.24529309282924117,0.249066886708422,0.4718460262483287,0.48043480794558846,0.4114694080795814,0.3911950257040681,"ER, Mitochondrion"
ABCD3,0.07695771440312234,0.09868115104005427,0.09317909347978232,0.0806205790087605,0.23232940962101284,0.2336259172609209,0.5000901025993464,0.5305040115956947,0.4004455619977811,0.37362846600563954,"ER, peroxisome"
ABCD4,0.09788493500966121,0.08123246568234012,0.1028814044958783,0.0832947414865851,0.22462477690643715,0.2352872149746032,0.3486293795484776,0.3811340475409831,0.5424190022295013,0.5287281991346527,"Golgi, Endo/Lyosome"
ABCE1,0.46212013714576283,0.5884817007660207,0.3308092892791176,0.2050406597717022,0.14183355494381522,0.1358749025372446,0.09255141053454082,0.10306363479350779,0.1392990181195171,0.1387519351624684,unknown
ABCF1,0.4665736940847646,0.5567451802343836,0.26324483833186263,0.2088487352726277,0.13298250379965396,0.16371513863808573,0.1219027123760668,0.13103616062195467,0.15979681525752765,0.1351853525673595,unknown
ABCF2,0.3200163366122741,0.3942003699027732,0.36482223193000995,0.3309720533791623,0.15376846457312485,0.16814415138949126,0.15076193299555402,0.15496613449478755,0.19729121766335483,0.18012427608453258,unknown
ABCF3,0.5114459746243978,0.6485996140855437,0.2516253482876307,0.19211774528124273,0.124711347452,0.1276877896790023,0.11333794782809851,0.11112379642191544,0.11190430768435695,0.11015774613843891,unknown
ABCG2,0.0701383046253405,0.10214283014022218,0.11598986068266724,0.10451194479239145,0.32998912941430114,0.3107935318963535,0.3567487949308589,0.42438095025363215,0.41383722131282297,0.39682679636335966,unknown
ABHD10,0.04408706430372658,0.07724395349043013,0.290546461050445,0.2603203742968298,0.3572061568437283,0.33997610713907966,0.42981716871769754,0.4478804473371219,0.17786753379710646,0.1743625831470238,unknown
ABHD11,0.0919425028601812,0.11307976478371266,0.25731506583565106,0.24458603924595412,0.3498069892757172,0.36135881329555053,0.40679589755714146,0.3976738158036875,0.17238988463229926,0.1783317114419531,unknown
ABHD12,0.09703642546202002,0.10781011306325214,0.0936242412942961,0.08840487045155558,0.2484176928599391,0.23911316400160754,0.45803935428636616,0.45417304907800526,0.4344796001693184,0.3895360356854078,"ER, peroxisome"
ABHD13,0.0827779758343102,0.10509406775590073,0.06523313270330072,0.0635502375176745,0.193029869400438,0.20700451628307828,0.2764974416752876,0.3092993693774558,0.6186963944924695,0.7142158423820729,"Golgi, Endo/Lyosome"
ABHD14B,0.37276189253802633,0.4592392790896849,0.3706282808852975,0.30248585155057983,0.18996870806769917,0.19071318608106524,0.0971147454321069,0.11571029903940927,0.1442937497851615,0.14150408132795883,Cytosol_3
ABHD16A,0.13235579371373168,0.15323128299983,0.15789181486148232,0.1310500226505949,0.26044702536681397,0.2723554902254603,0.3603186080841897,0.40099467681217105,0.3554231589002769,0.35540019191309113,"ER, Mitochondrion"
ABHD17A,0.10314794378467412,0.15069496176088545,0.13453677733391367,0.12439059175802604,0.22051212218948116,0.22474289493871769,0.40315209478153546,0.410041562795621,0.41985290555214005,0.4037198163810139,unknown
ABHD17B,0.2226043237750188,0.2372256618088213,0.08278405546098352,0.08640440216174661,0.19934818756299505,0.20625976960245285,0.2933178195037783,0.3282203527891932,0.44104915452470234,0.43942771554849286,unknown
ABHD17C,0.057520502813669855,0.09014280462577222,0.09416207802966556,0.06605517824026959,0.27659991975506826,0.265819625338791,0.42651564171887707,0.418908118474717,0.46851168180749087,0.4736065692876998,"Golgi, Endo/Lyosome"
ABHD2,0.11977122149287395,0.12600042696824731,0.11029083202871527,0.09411590354575088,0.21716594426872582,0.2275846725644545,0.45805366849544693,0.4466959562299722,0.39798309199192533,0.39564535481366486,"ER, peroxisome"
ABHD3,0.05099433123387238,0.049887173335937694,0.09819691094913631,0.11156910942653428,0.33482619390758034,0.30015975533317146,0.3770518524551085,0.43418500814035077,0.43200385299550936,0.45189477269784506,unknown
ABHD4,0.36191150404591127,0.4487780283895928,0.21890151479576794,0.19948637875909117,0.1577251990483915,0.1604028202694807,0.22555570355974325,0.2288104391653601,0.20301729199390067,0.20086990301856522,unknown
ABHD5,0.11593010770872347,0.14678869797859423,0.14722424613434307,0.11608997509123145,0.18026140116910072,0.19940760406411517,0.48410985197478035,0.4975998582145922,0.34000174937055727,0.35657256173486823,unknown
ABHD6,0.11125391355294668,0.12741136930518393,0.1313874792760729,0.09704404398024795,0.3626319885120028,0.37097403035891263,0.23226042314129708,0.2782700180427445,0.4305278873471949,0.4662849811350155,"ER, peroxisome"
ABHD8,0.5276248644777951,0.48122485956570865,0.21822316890717175,0.18700919506389735,0.11036386776577975,0.08587106073887671,0.19072984564763282,0.18713394794366728,0.16558433439280162,0.17203993502667622,unknown
ABI1,0.26186851746986695,0.3755882386837343,0.2525835020963109,0.21223631392148276,0.17570463491714985,0.18434513835887167,0.229530527804956,0.26127571334682465,0.26171533210302905,0.2513524107847792,unknown
ABI2,0.31957771455728384,0.4566354687928765,0.22361912814246465,0.2055862310096461,0.1541334099194737,0.14726052007466817,0.2396071736523496,0.2280310119853271,0.22497905139957258,0.22271014443549625,unknown
ABI3BP,0.1554157882713387,0.2579255765875523,0.3555300962553213,0.3167292733916944,0.263542469015847,0.24445402990451937,0.19093174829073545,0.2222773319794341,0.22610590682686474,0.28321578955421783,unknown
ABL1,0.3881182975277271,0.4294911837653837,0.2701064917846973,0.2421753030409782,0.1641724529348178,0.17095557864303307,0.17206072133983394,0.1824162431442672,0.19985474628242453,0.173335782476112,Cytosol_2
ABL2,0.4644990973296473,0.6581337088374976,0.23166394625108164,0.19649143218094337,0.10313477373079258,0.12026442342368188,0.1337547969462215,0.14812392213443687,0.1375497801248208,0.12831686030225425,Cytosol_3
ABLIM1,0.17182175895325966,0.2218168880375926,0.2694823387108512,0.22469929436054487,0.28719370936416994,0.28953032275145224,0.33636180920663616,0.3440776525909134,0.19853730480445328,0.18240103469006888,unknown
ABLIM2,0.3460123135013378,0.41123684315372316,0.32329062105771167,0.31796189131072156,0.15548441577125963,0.16203353422127206,0.18013244817268345,0.18110592380259546,0.15971997288634504,0.16124391451936812,unknown
ABLIM3,0.0952830837651784,0.12590925473753936,0.23078795117057682,0.1948653720762593,0.4061892999425956,0.3930312649881473,0.34493417253351705,0.377885150866152,0.21330155131997436,0.2022007246210873,unknown
ABO,0.09965549338204935,0.13080399896126182,0.15437397468402675,0.1328287840516739,0.196277591725386,0.1961560828542355,0.34689367515467956,0.3391590144355556,0.47441627563215505,0.5309371561660489,unknown
ABR,0.4601682921529131,0.5868572760156634,0.2306653931418236,0.1954174878455717,0.12357922259729541,0.13797287803119054,0.13990221120371682,0.15274692444444382,0.15548756543027997,0.15491744004712477,Cytosol_1
ABRACL,0.7670402224269183,0.9056508658132888,0.19439867684844891,0.15329435208056974,0.030555267625952422,0.025553512660505404,0.015406713129017853,0.005874760718012123,0.014355051396157203,0.03182615122416102,Cytosol_4
ABT1,0.1472234813844848,0.1938819108189704,0.15128834732889082,0.11355307052137475,0.40127870091464857,0.40482532684439415,0.1940477173327727,0.23020813535053258,0.3834536414844975,0.3574194603148326,Nucleus (Nucleolus)
ABTB1,0.2698948650086666,0.3019519400677645,0.2962432853959207,0.23261503958243634,0.20697921174465936,0.18042982693279985,0.1976947985280921,0.22509684174256292,0.2969822826911147,0.2684488741911616,unknown
ABTB2,0.3311787395883859,0.42037825917229926,0.2820892881243622,0.24285240352035734,0.15189093681087756,0.17681524583723796,0.17199420692114473,0.18535554281777342,0.2435074903077694,0.2164997506839441,unknown
ACAA1,0.09162453373387834,0.11978513379193886,0.18028999055605466,0.14394436374402308,0.2244014766257243,0.21700605675147766,0.41128374924064137,0.4593099152928761,0.3869114134942524,0.3674655895671145,unknown
ACAA2,0.09042245114516408,0.12478458087651798,0.2785595087081802,0.2684977939579121,0.28927118134692026,0.2972284948134502,0.5067243369330596,0.44943311287226506,0.13313042462033883,0.12275194515226609,unknown
ACACA,0.3890286509215499,0.4994333456488367,0.27585985201773544,0.20127059933747415,0.16390787822595068,0.15605037294374022,0.13853208625794766,0.1566847259570634,0.2086478456748413,0.1994795497999101,unknown
ACAD10,0.11162614441488641,0.12261486729346976,0.22824096378290695,0.15557892274007606,0.49912865500615117,0.49817580334352246,0.23997119379623408,0.2933460550131725,0.2192719924688001,0.22219585144635842,unknown
ACAD11,0.07959927829443397,0.10263077925625574,0.1196530034269132,0.10454830917833466,0.2710539415454342,0.28456896946324717,0.35128699187038964,0.43792292404486544,0.4453814218018768,0.42673444944517086,unknown
ACAD8,0.09381389443864221,0.13463847942512883,0.2732328403352323,0.2285742758058473,0.3612398549090936,0.34887049781543805,0.3840903597416847,0.38618626396639905,0.18647992461505772,0.17690795978944956,unknown
ACAD9,0.07319524506791032,0.09254377248794915,0.19537162018147922,0.17096055773179983,0.34694539144763736,0.34837783225879915,0.4856434777412123,0.5040106332944155,0.19095051680488587,0.1892431882382229,Mitochondria matrix
ACADM,0.0895134192305906,0.11902396948551816,0.2877137583955465,0.277201817749964,0.3041762757127315,0.30655092964577246,0.45882101363673883,0.449258380053413,0.14149993257572743,0.13047667714782094,unknown
ACADS,0.08560341482458153,0.09778931896219975,0.3154926096404676,0.27206685227332744,0.4212410657342677,0.4038499133240278,0.328369088957105,0.32008907519938656,0.18198131454433364,0.15279894137048863,unknown
ACADSB,0.06595334932963613,0.08032948358808085,0.28079306334480386,0.23878487507070886,0.3289120915588884,0.3211730631751915,0.5284870380450858,0.46732805897627006,0.13654650516029926,0.1366656326024388,unknown
ACADVL,0.08460195541453104,0.10448004001636987,0.23978271056141925,0.19278990770531218,0.41981515090909743,0.3891108621528455,0.35926121284202156,0.3874643198473902,0.20704240213497732,0.20810111248260202,unknown
ACAP2,0.4350509940934981,0.5901993576710185,0.27845272472662,0.20953587213984223,0.14126458907813072,0.13766262368659368,0.1298164901393753,0.13544055402062005,0.1463691952298017,0.1427423805328508,Cytosol_3
ACAP3,0.4542054745252369,0.5643831082275048,0.20315294629043032,0.19302875180422413,0.133945395755368,0.13927894133960644,0.16780242293478476,0.1330143920040663,0.17434796289987312,0.17975233467675208,unknown
ACAT1,0.062214176232609296,0.07490929225278964,0.27821474631642945,0.2744721049856428,0.29894451498359964,0.2991756039802178,0.5467122628432012,0.4921126840515834,0.13197160959447293,0.12132456165909404,unknown
ACAT2,0.3427443799160941,0.43638371052732394,0.42189354779445365,0.32041985562918013,0.18634491896217076,0.17543055270299246,0.11737946966099419,0.12628676325918406,0.13535601580232232,0.13599673358640996,Cytosol_5
ACBD3,0.19033785724679084,0.2366863201455258,0.39278180020158987,0.30660381429463657,0.1903019091516772,0.20226202429766643,0.2524790402027942,0.24646295837656956,0.24893168406451183,0.23966831541315387,unknown
ACBD4,0.06818021480822989,0.0670906785286562,0.0505280264097503,0.06148112110296881,0.2518034992176856,0.26666660372858625,0.45173512103114655,0.5187211825435509,0.48356296814647637,0.4207391356537012,"ER, peroxisome"
ACBD5,0.06493838851057811,0.09127313616753134,0.08866386710901872,0.0785942897145974,0.2535683782428324,0.24628078848733465,0.4920604905866219,0.5374401890776884,0.4035190547661899,0.37177224157908745,"ER, peroxisome"
ACBD6,0.40212836522258694,0.5658674857797096,0.3877665040006688,0.25041862759587613,0.12328240878492963,0.14405456555066518,0.12130551000554038,0.12585496996470893,0.121267105145398,0.11763091856173796,Cytosol_5
ACBD7,0.5314398842618703,0.7011870926657287,0.29493989445232865,0.26699804805577604,0.08498742700902215,0.08772661218618961,0.07010350196925698,0.0774754140751886,0.07915451205717436,0.07641351640157347,unknown
ACCS,0.8000396349239147,0.7514364178342166,0.21974403994395295,0.1792776259675118,0.018911675257819185,0.04464161621625005,0.03399702746711801,0.025467049149494613,0.050584438202499596,0.031108841036537764,unknown
ACD,0.30019211854358596,0.36199700925804545,0.28719719230479857,0.19048232167456042,0.3269473662666396,0.2952652733338599,0.16204387588569974,0.16556864658379913,0.16683060833612082,0.1964306872670017,unknown
ACIN1,0.0795838504045584,0.10442093604868366,0.19794496630777342,0.1794162075798429,0.45071376369248534,0.45222001438039,0.2399821488773468,0.278650888299029,0.3206741390859421,0.3039600509912745,Nucleus (speckles)
ACLY,0.2964416731866563,0.38504407107604804,0.45908355047085014,0.37164007190181564,0.1527305258274077,0.1585894239420631,0.1162101502531673,0.11795767823434322,0.18729413295896455,0.17714934264619986,Cytosol_5
ACN9,0.09097312737966262,0.0922281275346379,0.25000551387426906,0.26104255528485043,0.36968319779864023,0.3581270861732992,0.37782841344325857,0.4909507837379606,0.14689381415578054,0.13953856448809804,unknown
ACO1,0.4271614059969584,0.519083163195234,0.36061196302453613,0.25125226141068424,0.15166511985694522,0.1553129124475324,0.092073499602198,0.09398476889020647,0.15907738147678452,0.14895570164079286,unknown
ACO2,0.08211227533013661,0.10522869853820135,0.30033401518765357,0.2629515156679947,0.3207014132738864,0.3148709712407437,0.4672935137169231,0.44167478802541493,0.14143213902119475,0.13576419430017259,unknown
ACOT1,0.12988800176635343,0.171522229369368,0.2875436182789233,0.259166094016281,0.27246147359705464,0.276374470404164,0.3810007407702157,0.34887274905689875,0.2146211153330974,0.20428964441912778,unknown
ACOT11,0.5033677147692347,0.665280961135428,0.2985988920809125,0.2283051975060318,0.09667139124077356,0.10219912025386321,0.10492855977001077,0.10465306274857816,0.09519190626474108,0.09743571363929729,Cytosol_4
ACOT13,0.11306400325734964,0.13239653622126343,0.26530197525525234,0.22207358875466301,0.33047560593628267,0.29692254576699373,0.47148149415744695,0.4258698645683378,0.13967983020881153,0.16174685996663477,unknown
ACOT2,0.03532481629082751,0.05512368697512641,0.23611779496474036,0.16406220429271143,0.6300713063290446,0.5418989175685012,0.28126879561445023,0.29704610671132226,0.1968135564071832,0.19422020161887132,unknown
ACOT4,0.10851162759574787,0.12716899400965184,0.18587130680114688,0.14295730083474334,0.24073026647616175,0.24440157530680873,0.3733849009649949,0.41532993637213433,0.37788626849527035,0.3776437988700387,unknown
ACOT7,0.4371033956046834,0.6009478663190583,0.31692186930064387,0.2524760722631946,0.1298016807371527,0.12545294672679336,0.11644770258967976,0.11481547560368832,0.13726767010639,0.1053542495453575,unknown
ACOT8,0.08551960290441103,0.10016283723728742,0.14393170175239292,0.1318849013677658,0.2125927201110845,0.23216610850772018,0.4577645285368331,0.49853256786143146,0.37902515295563094,0.3660082234149822,unknown
ACOT9,0.08641789675711209,0.10827162958259112,0.2396716647695781,0.22648760640568635,0.3277867709807236,0.3034799005663256,0.45840968087785305,0.43296524284968163,0.20157990829267386,0.19379588817213625,unknown
ACOX1,0.07938869855609461,0.10481460978088733,0.18257785655457814,0.157457439469511,0.23308899135121144,0.22977734366541677,0.4484891776418218,0.45103067236772926,0.37062641878028546,0.347265315801673,unknown
ACOX3,0.08919542565565085,0.09746474808528792,0.15893118682328258,0.15429666234293946,0.21570784327163312,0.2187810638849446,0.39405435531473115,0.4393677616521745,0.4398622777065709,0.400774893225083,unknown
ACP1,0.6181604928982576,0.6375507262329252,0.21404319330564203,0.1823824781560973,0.10293335759631947,0.1052305460966043,0.08484661334873102,0.09481888800471938,0.10968947665524818,0.10912007438627605,Cytosol_4
ACP2,0.03884657031740772,0.05270847563150339,0.12007040271093405,0.10512411081627382,0.1568802077656703,0.1567786807058075,0.5308172648494217,0.5281665808419017,0.4938695018492003,0.46082433618695473,unknown
ACP5,0.08116102064684987,0.11148764972142268,0.3013786754027135,0.3344951668543044,0.15435010015634146,0.20167087178980883,0.35749404946758767,0.33347148764913387,0.4038386079012736,0.29764867872473705,unknown
ACPL2,0.0976377806257941,0.13155888445902325,0.1323447303858045,0.12890776827646958,0.17135112059738783,0.1849385569444325,0.42448614231820525,0.3833069944505572,0.5345433596220588,0.4167603771049831,"Golgi, Endo/Lyosome"
ACPP,0.09109513078357476,0.10071517559951113,0.20173677018732336,0.15831063889057828,0.1850289753474637,0.22679002314472657,0.45174575283373813,0.4305020840638392,0.40854072632856364,0.34798899480288703,unknown
ACSF2,0.09246489417758283,0.1279065917966739,0.2617875649166121,0.24087076635339236,0.30073313917235023,0.3051368783911773,0.49303749673020014,0.4683033801965458,0.14477108470948497,0.131316271598149,unknown
ACSF3,0.1168307984552403,0.1395163224443874,0.28961068744844964,0.23948532596964514,0.3871749284986569,0.3719050755599819,0.31915334783452726,0.32063454030712,0.18668516102396757,0.1921678196366388,unknown
ACSL1,0.08233930492867185,0.10156004718181566,0.15466169304975702,0.1162393696712268,0.3167354534554254,0.32183186820002807,0.36389445673893883,0.3995019596983781,0.3751537855908713,0.3831903687384411,"ER, Mitochondrion"
ACSL3,0.07515073176895717,0.09340940588621645,0.10664260750661674,0.09006543778646417,0.24008576951158112,0.2456832133811811,0.48511859675685237,0.5031285453183436,0.400342843284797,0.38082801860333676,"ER, peroxisome"
ACSL4,0.09171879219541912,0.1166141147170722,0.16145015069844565,0.13949074074569015,0.23817130663256858,0.25228209223490683,0.4277170737222059,0.4644741693837261,0.3693990587705339,0.34034234299002136,"ER, Mitochondrion"
ACSL5,0.08750259395543722,0.10515247665417014,0.1051415983657779,0.08197733015604232,0.2721721330333517,0.27311960196414686,0.3815647332576299,0.4241116697804973,0.46395387503532426,0.42773835033208085,unknown
ACSM3,0.19289130813002525,0.20547629933311193,0.39110769748412205,0.35072790126243397,0.19985784682774643,0.21570204824543657,0.2039231316901274,0.21003989534144843,0.28699166532562875,0.25045962648527903,unknown
ACSS2,0.2980922577320941,0.3522839047728048,0.49840684425156073,0.35291021604569955,0.1808822614961673,0.17769807808252983,0.13674764582481647,0.15500136899315134,0.13894339531513222,0.138118018070436,Cytosol_5
ACTA1,0.2341649991316636,0.2662930324821231,0.3837517531231546,0.33782902987586266,0.1983427768040918,0.22587260887573235,0.140282759308027,0.1637443595286416,0.2983954536483986,0.23510984705755972,unknown
ACTB,0.4736255317962787,0.5209427318575341,0.209861176052503,0.18519502656017467,0.12107072298346964,0.1441289287125862,0.15555485273457148,0.1611386745223731,0.18540769589030823,0.1890770026457695,unknown
ACTBL2,0.18653194920656394,0.2463079642176851,0.34578022522200513,0.241084979249801,0.20926086803674215,0.22932243582838546,0.25959648469182367,0.2903276888652537,0.26758007538988027,0.24444104464241645,unknown
ACTG1,0.5987098988194285,0.5924011855968302,0.20284751744197801,0.17588850221077743,0.08394531182641488,0.0959573906048439,0.12298759919566335,0.12926033075694118,0.13379241450300858,0.1406047716472189,unknown
ACTL6A,0.20316872451651122,0.2670178288830251,0.38293748824201373,0.3252491598670834,0.2320175207697259,0.23599452132526472,0.13088980382957324,0.15549009188165833,0.2940767395327606,0.27239847777788706,unknown
ACTN1,0.3176815248633862,0.4216429542616735,0.4527131912133278,0.36431855278412173,0.16095592292082378,0.17038425074821034,0.12080807858344998,0.1319691778746478,0.1356228950633373,0.12846298431928663,unknown
ACTN2,0.17750571398630607,0.2454896772960441,0.331508293088901,0.22047548734663514,0.23324191141279524,0.22630532133419468,0.3209662009044423,0.32235445426125897,0.233897287126465,0.2115669439746993,unknown
ACTN3,0.3541485917678693,0.42073197676865515,0.5544806709954648,0.2543411387484582,0.23686266305180217,0.22079831646883136,0.07177253252394668,0.07737468546507925,0.09006649913345023,0.1300591779614403,unknown
ACTN4,0.2040160920692869,0.25636483860970916,0.4952469588767156,0.40237225511937935,0.21343307869112527,0.22607552625154234,0.16281980871594282,0.17840718766773928,0.1691195718308113,0.17223376322308334,unknown
ACTR10,0.5667270570399351,0.6070884678151274,0.2449431657970723,0.18441618657800538,0.10525666603375086,0.10458155193275136,0.10557465504307263,0.10371307120230164,0.1418068428244189,0.12472103626857142,Cytosol_2
ACTR1A,0.38753610075651335,0.5154906576162238,0.3163815215102125,0.24471478707997787,0.12451634322494541,0.13231946625193416,0.12100859592835539,0.1290657172595087,0.2178014127109298,0.1914314214547974,unknown
ACTR1B,0.42613476175540943,0.5849607399905515,0.29025096412792395,0.24128155103156745,0.1056697943210064,0.11353341527052385,0.12014016261154183,0.11638497036119716,0.17879327838946157,0.1702390746510479,unknown
ACTR2,0.3618580926086,0.4849695153676342,0.28929611918406883,0.2239736085615208,0.16161456694084714,0.16820438362707818,0.13131842265722762,0.13888126892277447,0.222151834935717,0.21808312938601274,unknown
ACTR3,0.36330366636551104,0.4549233193089832,0.2517815513479931,0.19488531738794676,0.18366693218337585,0.18869633355723586,0.14694098182101392,0.16223242707574123,0.22969081320783,0.23381103456876168,unknown
ACTR3B,0.30155368777755925,0.39862788810586686,0.3393952629881881,0.17159913007255517,0.2181327339560453,0.21489825095390175,0.1343232426299301,0.14891824885415356,0.24675079006690337,0.2812703429905032,unknown
ACTR5,0.13544013983854383,0.16502299973471007,0.3001842093406824,0.22487556756621477,0.285389049284008,0.2682753345706482,0.15391543215605497,0.18631862783598493,0.429912171009308,0.42284418832111104,unknown
ACTR6,0.23935731708113286,0.37282967642005616,0.30337901877878054,0.23523839824670095,0.3092683509611584,0.2980793667462563,0.1344253188817898,0.1490722377790936,0.20201388389231542,0.22955799336532312,unknown
ACTR8,0.16153183435774404,0.19958450040856995,0.304575134642459,0.29721005919681937,0.259198882171959,0.26551668382900184,0.1701028831691099,0.18281836934635284,0.35467764957377534,0.34013006508042404,unknown
